geneId	geneName	leftEndPos	rightEndPos	strand	geneSynonyms	otherDbsGeneIds	productId	productName	productSynonyms	otherDbsProductsIds 
RDBECOLIGNC02971	fliJ	2017946	2018389	forward	flaO,G378	[ASKA:ECK1940+b1942+JW1926+fliJ][KEIO:ECK1940+b1942+JW1926+fliJ][STRING:511145.b1942][ASAP:ABE-0006462][ECHOBASE:EB4164][OU-MICROARRAY:b1942][CGSC:762][ECOCYC:G378][REFSEQ:b1942]	RDBECOLIPDC01796	flagellar biosynthesis protein FliJ	FlaO,FliJ	[ALPHAFOLD:P52613][PFAM:PF02050][SMR:P52613][DIP:DIP-9656N][INTERPRO:IPR018006][PRIDE:P52613][PRINTS:PR01004][PRODB:PRO_000022661][ECOLIWIKI:b1942][REFSEQ:NP_416452][UNIPROT:P52613][ECOCYC:G378-MONOMER] 
RDBECOLIGNC02972	fliK	2018386	2019513	forward	flaE,G379	[ASKA:ECK1941+b1943+JW1927+fliK][KEIO:ECK1941+b1943+JW1927+fliK][STRING:511145.b1943][ASAP:ABE-0006464][ECHOBASE:EB4165][OU-MICROARRAY:b1943][CGSC:770][ECOCYC:G379][REFSEQ:b1943]	RDBECOLIPDC01797	flagellar hook-length control protein	FlaE,FliK	[ALPHAFOLD:P52614][INTERPRO:IPR001635][PFAM:PF02120][PRIDE:P52614][SMR:P52614][PRINTS:PR01007][PRODB:PRO_000022662][ECOLIWIKI:b1943][REFSEQ:NP_416453][UNIPROT:P52614][ECOCYC:G379-MONOMER] 
RDBECOLIGNC02973	nanT	3371084	3372574	reverse	G436	[ASKA:ECK3213+b3224+JW3193+nanT][KEIO:ECK3213+b3224+JW3193+nanT][STRING:511145.b3224][ASAP:ABE-0010577][ECHOBASE:EB4145][OU-MICROARRAY:b3224][CGSC:18121][ECOCYC:G436][REFSEQ:b3224]	RDBECOLIPDC03834	<i>N</i>-acetylneuraminate:H<sup>+</sup> symporter	NanT,sialic acid transporter NanT	[ALPHAFOLD:P41036][INTERPRO:IPR011701][PFAM:PF07690][PRIDE:P41036][PROSITE:PS50850][ECOLIWIKI:b3224][MODBASE:P41036][REFSEQ:NP_417691][UNIPROT:P41036][ECOCYC:NANT-MONOMER] 
RDBECOLIGNC02974	bglA	3043662	3045101	forward	yqfC,bglD,G495	[ASKA:bglD+b2901+ECK2896+bglA][KEIO:ECK2896+b2901+JW2869+bglA][STRING:511145.b2901][ASAP:ABE-0009523][ECHOBASE:EB2889][OU-MICROARRAY:b2901][ECOCYC:G495][REFSEQ:b2901]	RDBECOLIPDC01798	6-phospho-&beta;-glucosidase A	YqfC,BglD,BglA	[ALPHAFOLD:Q46829][PFAM:PF00232][INTERPRO:IPR001360][SMR:Q46829][DIP:DIP-9213N][PROSITE:PS00572][PDB:2XHY][PRIDE:Q46829][PANTHER:PTHR10353][PRINTS:PR00131][CAZY:GH1][PRODB:PRO_000022213][ECOLIWIKI:b2901][MODBASE:Q46829][REFSEQ:NP_417377][UNIPROT:Q46829][ECOCYC:G495-MONOMER] 
RDBECOLIGNC02975	maa	479367	479918	reverse	ylaD,G58	[ASKA:ECK0453+b0459+JW0448+maa][KEIO:ECK0453+b0459+JW0448+maa][STRING:511145.b0459][ASAP:ABE-0001591][ECHOBASE:EB3990][OU-MICROARRAY:b0459][ECOCYC:G58][REFSEQ:b0459]	RDBECOLIPDC03475	maltose <i>O</i>-acetyltransferase	Maa,YlaD	[ALPHAFOLD:P77791][PDB:1OCX][PFAM:PF14602][PRIDE:P77791][INTERPRO:IPR018357][SMART:SM01266][SMR:P77791][DIP:DIP-10140N][PROSITE:PS00101][PRODB:PRO_000023143][ECOLIWIKI:b0459][MODBASE:P77791][REFSEQ:NP_414992][UNIPROT:P77791][ECOCYC:MALTACETYLTRAN-MONOMER] 
RDBECOLIGNC02976	ldhA	1441854	1442843	reverse	htpH,hslF,hslI,G592	[ASKA:ECK1377+b1380+JW1375+ldhA][KEIO:ECK1377+b1380+JW1375+ldhA][STRING:511145.b1380][ASAP:ABE-0004619][ECHOBASE:EB2978][OU-MICROARRAY:b1380][ECOCYC:G592][REFSEQ:b1380]	RDBECOLIPDC00341	D-lactate dehydrogenase	HtpH,HslI,HslF,LdhA,D-lactate dehydrogenase - fermentative	[ALPHAFOLD:P52643][PDB:5Z1Z][INTERPRO:IPR006139][PFAM:PF02826][SMR:P52643][DIP:DIP-10087N][PROSITE:PS00065][PRIDE:P52643][ECOLIWIKI:b1380][MODBASE:P52643][SWISSMODEL:P52643][REFSEQ:NP_415898][UNIPROT:P52643][ECOCYC:DLACTDEHYDROGNAD-MONOMER] 
RDBECOLIGNC02977	yaaX	5234	5530	forward	G6081	[ASKA:ECK0005+b0005+JW0004+yaaX][KEIO:ECK0005+b0005+JW0004+yaaX][STRING:511145.b0005][ASAP:ABE-0000015][ECHOBASE:EB4127][OU-MICROARRAY:b0005][ECOCYC:G6081][REFSEQ:b0005]	RDBECOLIPDC01799	DUF2502 domain-containing protein YaaX	YaaX	[ALPHAFOLD:P75616][PFAM:PF10697][PRIDE:P75616][INTERPRO:IPR019638][ECOLIWIKI:b0005][UNIPROT:P75616][REFSEQ:NP_414546][ECOCYC:G6081-MONOMER] 
RDBECOLIGNC02978	yaaW	10643	11356	reverse	G6082	[ASKA:b0012+b0011+ECK0011+yaaW][KEIO:ECK0011+b0011+JW0010+yaaW][STRING:511145.b0011][ASAP:ABE-0000037][ECHOBASE:EB4086][OU-MICROARRAY:b0011][ECOCYC:G6082][REFSEQ:b0011]	RDBECOLIPDC01800	putative enzyme-specific chaperone YaaW	YaaW	[ALPHAFOLD:P75617][PFAM:PF03981][SMR:P75617][DIP:DIP-11163N][INTERPRO:IPR025217][PRIDE:P75617][ECOLIWIKI:b0011][REFSEQ:NP_414552][UNIPROT:P75617][ECOCYC:G6082-MONOMER] 
RDBECOLIGNC02979	insL1	15445	16557	forward	yi81-1,G6083	[STRING:511145.b2394][ASAP:ABE-0000058][OU-MICROARRAY:b0016][ECOCYC:G6083][REFSEQ:b0016]	RDBECOLIPDC01801	IS186/IS421 family transposase	InsL1	[ALPHAFOLD:P0CF91][REFSEQ:NP_414557][PFAM:PF01609][PRIDE:P0CF91][INTERPRO:IPR012337][UNIPROT:P0CF91][MODBASE:P0CF91][ECOLIWIKI:b0016][ECOCYC:G6083-MONOMER] 
RDBECOLIGNC02980	G6084	15869	16177	reverse	yi82_1,G6084	[OU-MICROARRAY:b0017][ECOCYC:G6084][REFSEQ:b0017]				 
RDBECOLIGNC02981	insB1	19811	20314	reverse	G6085	[STRING:511145.b3445][ASAP:ABE-0000075][OU-MICROARRAY:b0021][ECOCYC:G6085][REFSEQ:b0021]	RDBECOLIPDC03128	IS1 family protein InsB	InsB1	[ALPHAFOLD:P0CF25][REFSEQ:NP_414562][PFAM:PF03400][PRIDE:P0CF25][INTERPRO:IPR005063][UNIPROT:P0CF25][ECOLIWIKI:b0021][ECOO157CYC:Z1123-MONOMER][ECOCYC:G7762-MONOMER] 
RDBECOLIGNC02982	insA1	20233	20508	reverse	G6086	[STRING:511145.b3444][OU-MICROARRAY:b0022][ASAP:ABE-0000078][ECOCYC:G6086][REFSEQ:b0022]	RDBECOLIPDC01802	IS1 family protein InsA	InsA1	[ALPHAFOLD:P0CF07][REFSEQ:NP_414563][PFAM:PF12759][INTERPRO:IPR024431][PRIDE:P0CF07][UNIPROT:P0CF07][ECOLIWIKI:b0022][ECOCYC:G6086-MONOMER] 
RDBECOLIGNC02983	yaaY	21181	21399	forward	G6087	[ASKA:ECK0025+b0024+JW5003+yaaY][KEIO:ECK0025+b0024+JW5003+yaaY][STRING:511145.b0024][ASAP:ABE-0000089][ECHOBASE:EB4129][OU-MICROARRAY:b0024][ECOCYC:G6087][REFSEQ:b0024]	RDBECOLIPDC01803	DUF2575 domain-containing protein YaaY	YaaY	[ALPHAFOLD:P75620][PFAM:PF10837][PRIDE:P75620][ECOLIWIKI:b0024][UNIPROT:P75620][REFSEQ:NP_414565][ECOCYC:G6087-MONOMER] 
RDBECOLIGNC02984	caiF	34300	34695	forward	G6088	[ASKA:ECK0035+b0034+JW0033+caiF][KEIO:ECK0035+b0034+JW0033+caiF][STRING:511145.b0034][ASAP:ABE-0000125][ECHOBASE:EB3224][OU-MICROARRAY:b0034][ECOCYC:G6088][REFSEQ:b0034]	RDBECOLIPDC01804	DNA-binding transcriptional activator CaiF	CaiF	[ALPHAFOLD:P0AE58][INTERPRO:IPR020357][PFAM:PF07180][PRIDE:P0AE58][PRODB:PRO_000022245][ECOLIWIKI:b0034][UNIPROT:P0AE58][REFSEQ:NP_414576][ECOCYC:G6088-MONOMER] 
RDBECOLIGNC02985	b0100	111564	111698	reverse	G6089	[OU-MICROARRAY:b0100][ECOCYC:G6089][REFSEQ:b0100]				 
RDBECOLIGNC02986	b0105	114407	114514	reverse	G6090	[OU-MICROARRAY:b0105][ECOCYC:G6090][REFSEQ:b0105]				 
RDBECOLIGNC02987	b0165	184987	185118	reverse	G6091	[OU-MICROARRAY:b0165][ECOCYC:G6091][REFSEQ:b0165]				 
RDBECOLIGNC02988	ispU	194903	195664	forward	uppS,rth,yaeS,G6092	[ASKA:ECK0173+b0174+JW0169+ispU][MIM:613861][STRING:511145.b0174][ASAP:ABE-0000595][ECHOBASE:EB3113][OU-MICROARRAY:b0174][ECOCYC:G6092][REFSEQ:b0174]	RDBECOLIPDC04388	<i>ditrans,polycis</i>-undecaprenyl-diphosphate synthase [(2<i>E</i>,6<i>E</i>)-farnesyl-diphosphate specific]	IspU,Rth,YaeS,UppS	[ALPHAFOLD:P60472][PDB:1JP3][INTERPRO:IPR001441][PFAM:PF01255][SMR:P60472][DIP:DIP-48251N][PROSITE:PS01066][PRIDE:P60472][PANTHER:PTHR10291][DISPROT:DP00516][PRODB:PRO_000024186][ECOLIWIKI:b0174][REFSEQ:NP_414716][MODBASE:P60472][UNIPROT:P60472][ECOCYC:UPPSYN-MONOMER] 
RDBECOLIGNC02989	bamA	197928	200360	forward	yzzY,yzzN,ecfK,yaeT,G6093	[ASKA:ecfK+b0177+ECK0176+bamA][STRING:511145.b0177][ASAP:ABE-0000605][ECHOBASE:EB2541][OU-MICROARRAY:b0177][ECOCYC:G6093][REFSEQ:b0177]	RDBECOLIPDC01805	outer membrane protein assembly factor BamA	YzzN,YzzY,EcfK,YaeT	[PDB:2qdf][ALPHAFOLD:P0A940][INTERPRO:IPR000184][PANTHER:PTHR12815:SF23][PFAM:PF01103][PROSITE:PS51779][SMR:P0A940][DIP:DIP-36019N][PRIDE:P0A940][ECOLIWIKI:b0177][UNIPROT:P0A940][REFSEQ:NP_414719][ECOCYC:G6093-MONOMER] 
RDBECOLIGNC02990	ldcC	209679	211820	forward	ldc,ldcH,G6094	[ASKA:ECK0185+b0186+JW0181+ldcC][KEIO:ECK0185+b0186+JW0181+ldcC][STRING:511145.b0186][ASAP:ABE-0000633][ECHOBASE:EB3010][OU-MICROARRAY:b0186][ECOCYC:G6094][REFSEQ:b0186]	RDBECOLIPDC03441	lysine decarboxylase 2	LdcC,Ldc,LdcH,lysine decarboxylase, constitutive	[ALPHAFOLD:P52095][INTERPRO:IPR005308][PFAM:PF03711][PDB:5FKZ][PRIDE:P52095][SMR:P52095][DIP:DIP-10086N][PROSITE:PS00703][PRODB:PRO_000023075][ECOLIWIKI:b0186][MODBASE:P52095][REFSEQ:NP_414728][UNIPROT:P52095][ECOCYC:LDC2-MONOMER] 
RDBECOLIGNC02991	yaeR	211877	212266	forward	G6095	[ASKA:ECK0186+b0187+JW0182+yaeR][KEIO:ECK0186+b0187+JW0182+yaeR][STRING:511145.b0187][ASAP:ABE-0000635][ECHOBASE:EB3015][OU-MICROARRAY:b0187][ECOCYC:G6095][REFSEQ:b0187]	RDBECOLIPDC01806	VOC domain-containing protein YaeR	YaeR,putative lyase	[ALPHAFOLD:P52096][INTERPRO:IPR004360][PFAM:PF00903][PROSITE:PS51819][PRIDE:P52096][SMR:P52096][DIP:DIP-11206N][ECOLIWIKI:b0187][MODBASE:P52096][REFSEQ:NP_414729][UNIPROT:P52096][ECOCYC:G6095-MONOMER] 
RDBECOLIGNC02992	tilS	212331	213629	forward	yaeN,mesJ,G6096	[ASKA:ECK0187+b0188+JW0183+tilS][STRING:511145.b0188][ASAP:ABE-0000638][ECHOBASE:EB3011][OU-MICROARRAY:b0188][ECOCYC:G6096][REFSEQ:b0188]	RDBECOLIPDC01807	tRNA<sup>Ile</sup>-lysidine synthetase	YaeN,MesJ,TilS	[ALPHAFOLD:P52097][PANTHER:PTHR43033][PFAM:PF11734][SMR:P52097][DIP:DIP-10190N][INTERPRO:IPR012094][SMART:SM00977][PRIDE:P52097][PDB:1NI5][PRODB:PRO_000024071][ECOLIWIKI:b0188][MODBASE:P52097][REFSEQ:NP_414730][UNIPROT:P52097][ECOCYC:G6096-MONOMER] 
RDBECOLIGNC02993	rof	213678	213932	reverse	yaeO,G6097	[ASKA:ECK0188+b0189+JW0184+rof][KEIO:ECK0188+b0189+JW0184+rof][STRING:511145.b0189][ASAP:ABE-0000641][ECHOBASE:EB3012][OU-MICROARRAY:b0189][ECOCYC:G6097][REFSEQ:b0189]	RDBECOLIPDC01808	modulator of Rho-dependent transcription termination	YaeO,Rof	[ALPHAFOLD:P0AFW8][INTERPRO:IPR009778][MINT:P0AFW8][PFAM:PF07073][SMR:P0AFW8][PRIDE:P0AFW8][PDB:1SG5][PRODB:PRO_000023804][ECOLIWIKI:b0189][SWISSMODEL:P0AFW8][UNIPROT:P0AFW8][REFSEQ:NP_414731][ECOCYC:G6097-MONOMER] 
RDBECOLIGNC02994	yaeQ	214291	214836	forward	G6098	[ASKA:ECK0190+b0190+JW0186+yaeQ][KEIO:ECK0190+b0190+JW0186+yaeQ][STRING:511145.b0190][ASAP:ABE-0000648][ECHOBASE:EB3014][OU-MICROARRAY:b0190][ECOCYC:G6098][REFSEQ:b0190]	RDBECOLIPDC01809	uncharacterized protein YaeQ	YaeQ	[ALPHAFOLD:P0AA97][INTERPRO:IPR009822][PANTHER:PTHR38784][PFAM:PF07152][SMART:SM01322][SMR:P0AA97][PDB:3C0U][PRIDE:P0AA97][ECOLIWIKI:b0190][UNIPROT:P0AA97][REFSEQ:NP_414732][ECOCYC:G6098-MONOMER] 
RDBECOLIGNC02995	gloB	234027	234782	reverse	yafR,G6099	[ASKA:ECK0212+b0212+JW0202+gloB][KEIO:ECK0212+b0212+JW0202+gloB][STRING:511145.b0212][ASAP:ABE-0000707][ECHOBASE:EB3114][OU-MICROARRAY:b0212][ECOCYC:G6099][REFSEQ:b0212]	RDBECOLIPDC03338	hydroxyacylglutathione hydrolase GloB	YafR,GloB,glyoxalase II	[ALPHAFOLD:P0AC84][PDB:6S0I][INTERPRO:IPR001279][PFAM:PF16123][SMR:P0AC84][DIP:DIP-48248N][SMART:SM00849][PRIDE:P0AC84][ECOLIWIKI:b0212][MODBASE:P0AC84][UNIPROT:P0AC84][REFSEQ:NP_414748][ECOCYC:GLYOXII-MONOMER] 
RDBECOLIGNC02996	yafS	234816	235538	forward	G6100	[ASKA:ECK0213+b0213+JW0203+yafS][KEIO:ECK0213+b0213+JW0203+yafS][STRING:511145.b0213][ASAP:ABE-0000713][ECHOBASE:EB3115][OU-MICROARRAY:b0213][ECOCYC:G6100][REFSEQ:b0213]	RDBECOLIPDC01810	putative S-adenosyl-L-methionine-dependent methyltransferase	YafS	[ALPHAFOLD:P75672][PANTHER:PTHR43675][PFAM:PF08241][PRIDE:P75672][INTERPRO:IPR013216][SMR:P75672][ECOLIWIKI:b0213][MODBASE:P75672][REFSEQ:NP_414749][UNIPROT:P75672][ECOCYC:G6100-MONOMER] 
RDBECOLIGNC02997	yafT	237335	238120	forward	G6101	[ASKA:ECK0217+b0217+JW0206+yafT][KEIO:ECK0217+b0217+JW0206+yafT][STRING:511145.b0217][ASAP:ABE-0000727][ECHOBASE:EB3116][OU-MICROARRAY:b0217][ECOCYC:G6101][REFSEQ:b0217]	RDBECOLIPDC01811	lipoprotein YafT	YafT	[ALPHAFOLD:P77339][PROSITE:PS51257][PRIDE:P77339][ECOLIWIKI:b0217][REFSEQ:NP_414752][UNIPROT:P77339][ECOCYC:G6101-MONOMER] 
RDBECOLIGNC02998	yafU	238746	239084	reverse	G6102	[ASKA:ECK0218+b0218+JW0207+yafU][KEIO:ECK0218+b0218+JW0207+yafU][ASAP:ABE-0000729][ECHOBASE:EB3117][OU-MICROARRAY:b0218][ECOCYC:G6102][REFSEQ:b0218]	RDBECOLIPDC01812	putative inner membrane protein	YafU	[ALPHAFOLD:P77354][PRIDE:P77354][ECOLIWIKI:b0218][REFSEQ:NP_414753][UNIPROT:P77354][ECOCYC:G6102-MONOMER] 
RDBECOLIGNC02999	yafV	239419	240189	reverse	G6103	[ASKA:ECK0220+b0219+JW5019+yafV][KEIO:ECK0220+b0219+JW5019+yafV][STRING:511145.b0219][ASAP:ABE-0000734][ECHOBASE:EB3118][OU-MICROARRAY:b0219][ECOCYC:G6103][REFSEQ:b0219]	RDBECOLIPDC01813	2-oxoglutaramate amidase	YafV	[ALPHAFOLD:Q47679][INTERPRO:IPR003010][PFAM:PF00795][PRIDE:Q47679][SMR:Q47679][DIP:DIP-11225N][PROSITE:PS50263][ECOLIWIKI:b0219][MODBASE:Q47679][REFSEQ:NP_414754][UNIPROT:Q47679][ECOCYC:G6103-MONOMER] 
RDBECOLIGNC03000	ivy	240343	240816	forward	ykfE,G6104	[ASKA:ECK0221+b0220+JW0210+ivy][KEIO:ECK0221+b0220+JW0210+ivy][STRING:511145.b0220][ASAP:ABE-0000740][ECHOBASE:EB3317][OU-MICROARRAY:b0220][ECOCYC:G6104][REFSEQ:b0220]	RDBECOLIPDC01814	periplasmic chaperone, inhibitor of vertebrate C-type lysozyme	Ivy,YkfE	[ALPHAFOLD:P0AD59][PFAM:PF08816][INTERPRO:IPR014453][DIP:DIP-10051N][SMR:P0AD59][PRIDE:P0AD59][PDB:1XS0][PRODB:PRO_000023041][ECOLIWIKI:b0220][MODBASE:P0AD59][SWISSMODEL:P0AD59][UNIPROT:P0AD59][REFSEQ:NP_414755][ECOCYC:G6104-MONOMER] 
RDBECOLIGNC03001	fadE	240859	243303	reverse	yafH,G6105	[ASKA:ECK0222+b0221+JW5020+fadE][KEIO:ECK0222+b0221+JW5020+fadE][STRING:511145.b0221][ASAP:ABE-0000743][ECHOBASE:EB2939][OU-MICROARRAY:b0221][ECOCYC:G6105][REFSEQ:b0221]	RDBECOLIPDC00039	acyl-CoA dehydrogenase	FadE,YafH	[INTERPRO:IPR006091][ALPHAFOLD:Q47146][PFAM:PF09317][PROSITE:PS00072][PRIDE:Q47146][PRODB:PRO_000022569][ECOLIWIKI:b0221][MODBASE:Q47146][UNIPROT:Q47146][REFSEQ:NP_414756][ECOCYC:ACYLCOADEHYDROG-MONOMER] 
RDBECOLIGNC03002	gmhA	243543	244121	forward	yafI,lpcA,tfrA,G6106	[ASKA:ECK0223+b0222+JW0212+gmhA][KEIO:ECK0223+b0222+JW0212+lpcA][STRING:511145.b0222][ASAP:ABE-0000751][ECHOBASE:EB2940][OU-MICROARRAY:b0222][ECOCYC:G6106][REFSEQ:b0222]	RDBECOLIPDC01815	D-sedoheptulose 7-phosphate isomerase	YafI,TfrA,GmhA,LpcA	[INTERPRO:IPR004515][ALPHAFOLD:P63224][PFAM:PF13580][SMR:P63224][DIP:DIP-48179N][PROSITE:PS51464][PRIDE:P63224][PDB:2I2W][PRODB:PRO_000022820][ECOLIWIKI:b0222][MODBASE:P63224][SWISSMODEL:P63224][UNIPROT:P63224][REFSEQ:NP_414757][ECOCYC:G6106-MONOMER] 
RDBECOLIGNC03003	yafJ	244327	245094	forward	G6107	[ASKA:ECK0224+b0223+JW0213+yafJ][KEIO:ECK0224+b0223+JW0213+yafJ][STRING:511145.b0223][ASAP:ABE-0000755][ECHOBASE:EB2941][OU-MICROARRAY:b0223][ECOCYC:G6107][REFSEQ:b0223]	RDBECOLIPDC01816	putative glutamine amidotransferase YafJ	YafJ	[ALPHAFOLD:Q47147][PFAM:PF13230][INTERPRO:IPR017932][SMR:Q47147][PROSITE:PS51278][PRIDE:Q47147][ECOLIWIKI:b0223][MODBASE:Q47147][SWISSMODEL:Q47147][REFSEQ:NP_414758][UNIPROT:Q47147][ECOCYC:G6107-MONOMER] 
RDBECOLIGNC03004	dpaA	245065	245805	reverse	yafK,ldtF,G6108	[ASKA:ECK0225+b0224+JW0214+yafK][KEIO:ECK0225+b0224+JW0214+yafK][STRING:511145.b0224][ASAP:ABE-0000757][ECHOBASE:EB2942][OU-MICROARRAY:b0224][ECOCYC:G6108][REFSEQ:b0224]	RDBECOLIPDC01817	peptidoglycan <i>meso</i>-diaminopimelic acid protein amidase A	DpaA,YafK,LdtF	[PDB:8IKR][ALPHAFOLD:P0AA99][INTERPRO:IPR005490][SMR:P0AA99][PFAM:PF03734][PRIDE:P0AA99][ECOLIWIKI:b0224][UNIPROT:P0AA99][REFSEQ:NP_414759][ECOCYC:G6108-MONOMER] 
RDBECOLIGNC03005	yafQ	245961	246239	reverse	G6109	[ASKA:ECK0226+b0225+JW0215+yafQ][KEIO:ECK0226+b0225+JW0215+yafQ][STRING:511145.b0225][ASAP:ABE-0000761][ECHOBASE:EB2948][OU-MICROARRAY:b0225][ECOCYC:G6109][REFSEQ:b0225]	RDBECOLIPDC01818	ribosome-dependent mRNA interferase toxin YafQ	YafQ,toxin of the YafQ-DinJ toxin-antitoxin system	[ALPHAFOLD:Q47149][INTERPRO:IPR007712][PANTHER:PTHR40588][PFAM:PF15738][PRIDE:Q47149][PDB:4Q2U][SMR:Q47149][DIP:DIP-11221N][ECOLIWIKI:b0225][SWISSMODEL:Q47149][REFSEQ:NP_414760][UNIPROT:Q47149][ECOCYC:G6109-MONOMER] 
RDBECOLIGNC03006	dinJ	246242	246502	reverse	sosA,G6110	[ASKA:ECK0227+b0226+JW0216+dinJ][KEIO:ECK0227+b0226+JW0216+dinJ][STRING:511145.b0226][ASAP:ABE-0000764][ECHOBASE:EB2936][OU-MICROARRAY:b0226][ECOCYC:G6110][REFSEQ:b0226]	RDBECOLIPDC01819	antitoxin/DNA-binding transcriptional repressor DinJ	DinJ,SosA,DinJ antitoxin of YafQ-DinJ toxin-antitoxin system / DNA-binding transcriptional repressor	[ALPHAFOLD:Q47150][INTERPRO:IPR026262][PANTHER:PTHR38781][PFAM:PF04221][PDB:4Q2U][SMR:Q47150][DIP:DIP-9446N][PRIDE:Q47150][ECOLIWIKI:b0226][REFSEQ:NP_414761][UNIPROT:Q47150][ECOCYC:G6110-MONOMER] 
RDBECOLIGNC03007	yafL	246712	247461	forward	G6111	[ASKA:ECK0228+b0227+JW0217+yafL][KEIO:ECK0228+b0227+JW0217+yafL][STRING:511145.b0227][ASAP:ABE-0000775][ECHOBASE:EB2943][OU-MICROARRAY:b0227][ECOCYC:G6111][REFSEQ:b0227]	RDBECOLIPDC01820	NlpC/P60 family protein YafL	YafL,C40 family non-peptidase homologue	[ALPHAFOLD:Q47151][INTERPRO:IPR000064][PFAM:PF00877][SMR:Q47151][PRIDE:Q47151][ECOLIWIKI:b0227][REFSEQ:NP_414762][UNIPROT:Q47151][ECOCYC:G6111-MONOMER] 
RDBECOLIGNC03008	rayT	247637	248134	forward	yafM,G6112	[ASKA:ECK0229+b0228+JW0218+rayT][KEIO:ECK0229+b0228+JW0218+yafM][STRING:511145.b0228][ASAP:ABE-0000779][ECHOBASE:EB2944][OU-MICROARRAY:b0228][ECOCYC:G6112][REFSEQ:b0228]	RDBECOLIPDC01821	REP-associated tyrosine transposase	RayT,YafM,TnpA<sub>REP</sub>	[ALPHAFOLD:Q47152][INTERPRO:IPR002686][SMART:SM01321][SMR:Q47152][DIP:DIP-11217N][PRIDE:Q47152][PDB:4ER8][ECOLIWIKI:b0228][REFSEQ:NP_414763][UNIPROT:Q47152][ECOCYC:G6112-MONOMER] 
RDBECOLIGNC03009	lfhA	248358	250070	reverse	fhiA,G6113	[ASKA:ECK0230+b0229+JW5811+lfhA][KEIO:ECK0230+b0229+JW5811+fhiA][ASAP:ABE-0000782][ECHOBASE:EB2938][OU-MICROARRAY:b0229][ECOCYC:G6113][REFSEQ:b0229]	RDBECOLIPDC01822	flagellar system protein, promoterless fragment	FhiA,LfhA	[ALPHAFOLD:Q47153][PANTHER:PTHR30161][PFAM:PF00771][SMR:Q47153][DIP:DIP-9600N][INTERPRO:IPR025505][PROSITE:PS00994][PRIDE:Q47153][PRINTS:PR00949][ECOLIWIKI:b0229][REFSEQ:NP_414764][UNIPROT:Q47153][ECOCYC:G6113-MONOMER] 
RDBECOLIGNC03010	lafU	250072	250827	forward	mbhA,G6114	[ASKA:ECK0231+b0230+JW5812+lafU][KEIO:ECK0231+b0230+JW5812+mbhA][ASAP:ABE-0000785][ECHOBASE:EB2937][OU-MICROARRAY:b0230][ECOCYC:G6114][REFSEQ:b0230]	RDBECOLIPDC01823	flagellar system protein, promoterless fragment	MbhA,LafU	[ALPHAFOLD:Q47154][INTERPRO:IPR006665][PFAM:PF00691][SMR:Q47154][PROSITE:PS51123][PRIDE:Q47154][ECOLIWIKI:b0230][MODBASE:Q47154][UNIPROT:Q47154][ECOCYC:G6114-MONOMER] 
RDBECOLIGNC03011	dinB	250898	251953	forward	dinP,G6115	[ASKA:ECK0232+b0231+JW0221+dinB][KEIO:ECK0232+b0231+JW0221+dinB][STRING:511145.b0231][ASAP:ABE-0000789][ECHOBASE:EB2935][OU-MICROARRAY:b0231][ECOCYC:G6115][REFSEQ:b0231]	RDBECOLIPDC01824	DNA polymerase IV	DinB,DinP,Pol IV	[ALPHAFOLD:Q47155][PDB:1UNN][INTERPRO:IPR017961][MINT:Q47155][PFAM:PF11799][PRIDE:Q47155][SMR:Q47155][PROSITE:PS50173][PRODB:PRO_000022446][ECOLIWIKI:b0231][MODBASE:Q47155][SWISSMODEL:Q47155][REFSEQ:NP_414766][UNIPROT:Q47155][ECOCYC:G6115-MONOMER] 
RDBECOLIGNC03012	yafN	252005	252298	forward	G6116	[ASKA:ECK0233+b0232+JW0222+yafN][KEIO:ECK0233+b0232+JW0222+yafN][STRING:511145.b0232][ASAP:ABE-0000793][ECHOBASE:EB2945][OU-MICROARRAY:b0232][ECOCYC:G6116][REFSEQ:b0232]	RDBECOLIPDC01825	antitoxin YafN	YafN,antitoxin of the YafO-YafN toxin-antitoxin system	[ALPHAFOLD:Q47156][INTERPRO:IPR036165][PRIDE:Q47156][ECOLIWIKI:b0232][REFSEQ:NP_414767][UNIPROT:Q47156][ECOCYC:G6116-MONOMER] 
RDBECOLIGNC03013	yafO	252301	252699	forward	G6117	[ASKA:ECK0234+b0233+JW0223+yafO][KEIO:ECK0234+b0233+JW0223+yafO][STRING:511145.b0233][ASAP:ABE-0000795][ECHOBASE:EB2946][OU-MICROARRAY:b0233][ECOCYC:G6117][REFSEQ:b0233]	RDBECOLIPDC01826	ribosome-dependent mRNA interferase toxin YafO	YafO,ribosome-dependent mRNA interferase, toxin of the YafO-YafN toxin-antitoxin system	[ALPHAFOLD:Q47157][PFAM:PF13957][PRIDE:Q47157][INTERPRO:IPR020353][ECOLIWIKI:b0233][REFSEQ:NP_414768][UNIPROT:Q47157][ECOCYC:G6117-MONOMER] 
