string_protein_id	preferred_name	protein_size	annotation
511145.b2230	yfaA	562	DUF2138 family protein, putative host defense protein.
511145.b2231	gyrA	875	DNA gyrase (type II topoisomerase), subunit A; A type II topoisomerase that negatively supercoils closed circular double-stranded (ds) DNA in an ATP-dependent manner to maintain chromosomes in an underwound state. This makes better substrates for topoisomerase IV (ParC and ParE) which is the main enzyme that unlinks newly replicated chromosomes in E.coli. Gyrase catalyzes the interconversion of other topological isomers of dsDNA rings, including catenanes. Relaxes negatively supercoiled DNA in an ATP-independent manner. E.coli gyrase has higher supercoiling activity than many other bac [...] 
511145.b2232	ubiG	240	Bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase; O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway.
511145.b2233	yfaL	1250	Adhesin; Probably an autotransporter.
511145.b2234	nrdA	761	Ribonucleoside-diphosphate reductase 1, alpha subunit; Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides. R1 contains the binding sites for both substrates and allosteric effectors and carries out the actual reduction of the ribonucleotide. It also provides redox-active cysteines.
511145.b2235	nrdB	376	Ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein; Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides. R2 contains the tyrosyl radical required for catalysis; Belongs to the ribonucleoside diphosphate reductase small chain family.
511145.b2236	yfaE	84	Uncharacterized ferredoxin-like protein YfaE; Ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance.
511145.b2237	inaA	216	Acid-inducible Kdo/WaaP family putative kinase; May be an environmental sensor responsive to several stimuli, including internal pH, proton motive force, temperature, and possibly other unknown factors; Belongs to the protein kinase superfamily. KdkA/RfaP family.
511145.b2239	glpQ	358	Glycerophosphodiester phosphodiesterase, periplasmic; Glycerophosphoryl diester phosphodiesterase hydrolyzes deacylated phospholipids to G3P and the corresponding alcohols.
511145.b2240	glpT	452	Sn-glycerol-3-phosphate transporter; Responsible for glycerol-3-phosphate uptake.
511145.b2241	glpA	542	Anaerobic sn-glycerol-3-phosphate dehydrogenase, large FAD/NAD(P)-binding subunit; Conversion of glycerol 3-phosphate to dihydroxyacetone. Uses fumarate or nitrate as electron acceptor.
511145.b2242	glpB	419	Anaerobic sn-glycerol-3-phosphate dehydrogenase membrane anchor subunit; Conversion of glycerol 3-phosphate to dihydroxyacetone. Uses fumarate or nitrate as electron acceptor; Belongs to the anaerobic G-3-P dehydrogenase subunit B family.
511145.b2243	glpC	396	Anaerobic sn-glycerol-3-phosphate dehydrogenase, C subunit, 4Fe-4S iron-sulfur cluster; Electron transfer protein; may also function as the membrane anchor for the GlpAB dimer.
511145.b2244	yfaD	299	Transposase_31 family protein; Upon expression has no effect on RecA-independent DNA recombination, cell viability or DNA damage.
511145.b2245	rhmA	267	2-keto-3-deoxy-L-rhamnonate aldolase; Catalyzes the reversible retro-aldol cleavage of 2-keto-3- deoxy-L-rhamnonate (KDR) to pyruvate and lactaldehyde. 2-keto-3-deoxy- L-mannonate, 2-keto-3-deoxy-L-lyxonate and 4-hydroxy-2-ketoheptane-1,7- dioate (HKHD) are also reasonably good substrates, although 2-keto-3- deoxy-L-rhamnonate is likely to be the physiological substrate.
511145.b2246	rhmT	429	Putative L-rhamnonate transporter; Putative transport protein; Belongs to the major facilitator superfamily. Phthalate permease family.
511145.b2247	rhmD	401	L-rhamnonate dehydratase; Catalyzes the dehydration of L-rhamnonate to 2-keto-3-deoxy- L-rhamnonate (KDR). Can also dehydrate L-lyxonate, L-mannonate and D- gulonate, although less efficiently, but not 2-keto-4-hydroxyheptane- 1,7-dioate; Belongs to the mandelate racemase/muconate lactonizing enzyme family. RhamD subfamily.
511145.b2248	rhmR	260	Putative DNA-binding transcriptional regulator for the rhm operon; Putative regulator; Protein involved in transcription and regulation of transcription, DNA-dependent.
511145.b2249	yfaY	400	Inactive PncC family protein; Does not have nicotinamide-nucleotide (NMN) amidohydrolase activity.
511145.b2250	yfaZ	180	Outer membrane protein, putative porin.
511145.b2251	nudI	141	Nucleoside triphosphatase; Catalyzes the hydrolysis of nucleoside triphosphates, with a preference for pyrimidine deoxynucleoside triphosphates (dUTP, dTTP and dCTP).
511145.b2252	ais	200	Putative LPS core heptose(II)-phosphate phosphatase; Catalyzes the dephosphorylation of heptose(II) of the outer membrane lipopolysaccharide core; Belongs to the phosphoglycerate mutase family. Ais subfamily.
511145.b2253	arnB	379	Uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent; Catalyzes the conversion of UDP-4-keto-arabinose (UDP-Ara4O) to UDP-4-amino-4-deoxy-L-arabinose (UDP-L-Ara4N). The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides.
511145.b2254	arnC	322	Undecaprenyl phosphate-L-Ara4FN transferase; Catalyzes the transfer of 4-deoxy-4-formamido-L-arabinose from UDP to undecaprenyl phosphate. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides; Belongs to the glycosyltransferase 2 family.
511145.b2255	arnA	660	Fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase; Bifunctional enzyme that catalyzes the oxidative decarboxylation of UDP-glucuronic acid (UDP-GlcUA) to UDP-4-keto- arabinose (UDP-Ara4O) and the addition of a formyl group to UDP-4- amino-4-deoxy-L-arabinose (UDP-L-Ara4N) to form UDP-L-4-formamido- arabinose (UDP-L-Ara4FN). The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides; In the N-terminal section; belongs to the Fmt family. UDP- L-Ara4N formyltransferase subfamily.
511145.b2256	arnD	296	Undecaprenyl phosphate-alpha-L-ara4FN deformylase; Catalyzes the deformylation of 4-deoxy-4-formamido-L- arabinose-phosphoundecaprenol to 4-amino-4-deoxy-L-arabinose- phosphoundecaprenol. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides (Probable).
511145.b2257	arnT	550	4-amino-4-deoxy-L-arabinose transferase; Catalyzes the transfer of the L-Ara4N moiety of the glycolipid undecaprenyl phosphate-alpha-L-Ara4N to lipid A. The modified arabinose is attached to lipid A and is required for resistance to polymyxin and cationic antimicrobial peptides.
511145.b2258	arnF	128	Undecaprenyl phosphate-alpha-L-ara4N exporter; Translocates 4-amino-4-deoxy-L-arabinose-phosphoundecaprenol (alpha-L-Ara4N-phosphoundecaprenol) from the cytoplasmic to the periplasmic side of the inner membrane; Belongs to the ArnF family.
511145.b2259	pmrD	88	Inactive two-component system connector protein; Interacts with phosphorylated BasR protein to mediate transcriptional induction of BasR-activated genes to induce polymyxin resistance in some natural isolates; Belongs to the PmrD family.
511145.b2260	menE	451	O-succinylbenzoate-CoA ligase; Converts 2-succinylbenzoate (OSB) to 2-succinylbenzoyl-CoA (OSB-CoA); Belongs to the ATP-dependent AMP-binding enzyme family. MenE subfamily.
511145.b2261	menC	320	O-succinylbenzoyl-CoA synthase; Converts 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1- carboxylate (SHCHC) to 2-succinylbenzoate (OSB).
511145.b2262	menB	285	Dihydroxynaphthoic acid synthetase; Converts o-succinylbenzoyl-CoA (OSB-CoA) to 1,4-dihydroxy-2- naphthoyl-CoA (DHNA-CoA).
511145.b2263	menH	252	2-succinyl-6-hydroxy-2, 4-cyclohexadiene-1-carboxylate synthase; Catalyzes a proton abstraction reaction that results in 2,5- elimination of pyruvate from 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC) and the formation of 2-succinyl-6- hydroxy-2,4-cyclohexadiene-1-carboxylate (SHCHC). Is also able to catalyze the hydrolysis of the thioester bond in palmitoyl-CoA in vitro; Belongs to the AB hydrolase superfamily. MenH family.
511145.b2264	menD	556	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase; Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2- succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate (SEPHCHC).
511145.b2265	menF	431	Isochorismate synthase 2; Catalyzes the conversion of chorismate to isochorismate. Can also catalyze the reverse reaction, but with a lower efficiency.
511145.b2266	elaB	101	Putative membrane-anchored DUF883 family ribosome-binding protein; Belongs to the ElaB/YgaM/YqjD family.
511145.b2267	elaA	153	GNAT family putative N-acetyltransferase; Belongs to the UPF0039 (ElaA) family.
511145.b2268	rbn	305	RNase BN, tRNA processing enzyme; Zinc phosphodiesterase, which has both exoribonuclease and endoribonuclease activities, depending on the nature of the substrate and of the added divalent cation, and on its 3'-terminal structure. Can process the 3' termini of both CCA-less and CCA-containing tRNA precursors. CCA-less tRNAs are cleaved endonucleolytically after the discriminator base, whereas residues following the CCA sequence can be removed exonucleolytically or endonucleolytically in CCA-containing molecules. Does not remove the CCA sequence. May also be involved in the degradation  [...] 
511145.b2269	elaD	403	Protease, capable of cleaving an AMC-ubiquitin model substrate; Protease that can act as an efficient and specific deubiquitinating enzyme in vitro. Does not possess desumoylating and deneddylating activities. The physiological substrate is unknown.
511145.b2270	yfbK	575	Von Willebrand factor domain putative lipoprotein; To Synechocystis PCC 6803 sll0103.
511145.b2271	yfbL	323	Putative aminopeptidase.
511145.b2272	yfbM	167	DUF1877 family protein.
511145.b2273	yfbN	238	Uncharacterized protein.
511145.b2274	yfbO	140	Uncharacterized protein.
511145.b2275	yfbP	282	TPR-like repeats-containing protein.
511145.b2276	nuoN	485	NADH:ubiquinone oxidoreductase, membrane subunit N; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient; Belongs to the complex I subunit 2 family.
511145.b2277	nuoM	509	NADH:ubiquinone oxidoreductase, membrane subunit M; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient; Belongs to the complex I subunit 4 family.
511145.b2278	nuoL	613	NADH:ubiquinone oxidoreductase, membrane subunit L; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient; Belongs to the complex I subunit 5 family.
511145.b2279	nuoK	100	NADH:ubiquinone oxidoreductase, membrane subunit K; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient.
511145.b2280	nuoJ	184	NADH:ubiquinone oxidoreductase, membrane subunit J; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient; Belongs to the complex I subunit 6 family.
511145.b2281	nuoI	180	NADH:ubiquinone oxidoreductase, chain I; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient.
511145.b2282	nuoH	325	NADH:ubiquinone oxidoreductase, membrane subunit H; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone.
511145.b2283	nuoG	908	NADH:ubiquinone oxidoreductase, chain G; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient.
511145.b2284	nuoF	445	NADH:ubiquinone oxidoreductase, chain F; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient.
511145.b2285	nuoE	166	NADH:ubiquinone oxidoreductase, chain E; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient.
511145.b2286	nuoC	596	NADH:ubiquinone oxidoreductase, fused CD subunit; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient; In the C-terminal section; belongs to the complex I 49 kDa subunit family.
511145.b2287	nuoB	220	NADH:ubiquinone oxidoreductase, chain B; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient.
511145.b2288	nuoA	147	NADH:ubiquinone oxidoreductase, membrane subunit A; NDH-1 shuttles electrons from NADH, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient; Belongs to the complex I subunit 3 family.
511145.b2289	lrhA	312	Transcriptional repressor of flagellar, motility and chemotaxis genes; Not known, does not seem to act on the proton translocating NADH dehydrogenase genes (nuoA-N) which are part of the lrhA operon.
511145.b2290	alaA	405	Glutamate-pyruvate aminotransferase; Involved in the biosynthesis of alanine.
511145.b2291	yfbR	199	5'-nucleotidase; Essential component of the deoxycytidine triphosphate (dCTP) pathway for de novo synthesis of thymidylate. Catalyzes the strictly specific dephosphorylation of 2'-deoxyribonucleoside 5'-monophosphates (dAMP, dGMP, dTMP, dUMP, dIMP and dCMP) and does not dephosphorylate 5'-ribonucleotides or ribonucleoside 3'-monophosphates.
511145.b2292	yfbS	610	Putative transport protein.
511145.b2293	yfbT	216	Sugar phosphatas; Sugar-phosphate phosphohydrolase that appears to contribute to butanol tolerance. Catalyzes the dephosphorylation of D-mannitol 1-phosphate and D-sorbitol 6-phosphate. Is also able to dephosphorylate other sugar phosphates in vitro including ribose-5-phosphate (Rib5P), 2-deoxyribose-5-phosphate, fructose-1-phosphate (Fru1P), fructose-6-phosphate (Fru6P), and glucose-6-phosphate (Glu6P). Selectively hydrolyzes beta-D-glucose-1-phosphate (bGlu1P) and has no activity with the alpha form.
511145.b2294	yfbU	164	UPF0304 family protein.
511145.b2295	yfbV	151	UPF0208 family inner membrane protein.
511145.b2296	ackA	400	Acetate kinase A and propionate kinase 2; Catalyzes the formation of acetyl phosphate from acetate and ATP. Can also catalyze the reverse reaction. During anaerobic growth of the organism, this enzyme is also involved in the synthesis of most of the ATP formed catabolically; Belongs to the acetokinase family.
511145.b2297	pta	714	Phosphate acetyltransferase; Involved in acetate metabolism. Catalyzes the reversible interconversion of acetyl-CoA and acetyl phosphate. The direction of the overall reaction changes depending on growth conditions. On minimal medium acetyl-CoA is generated. In rich medium acetyl-CoA is converted to acetate and allowing the cell to dump the excess of acetylation potential in exchange for energy in the form of ATP. In the N-terminal section; belongs to the CobB/CobQ family.
511145.b2298	yfcC	506	Putative inner membrane transporter; Metabolomic profiling of different yfcC over-expression and deletion strains suggests that it may affect the glyoxylate shunt. To H.influenzae HI_0594.
511145.b2299	yfcD	180	Putative NUDIX hydrolase; Putative regulator; Belongs to the Nudix hydrolase family.
511145.b2300	yfcE	184	Phosphodiesterase activity on bis-pNPP; Shows phosphodiesterase activity, hydrolyzing phosphodiesters bonds in the artificial chromogenic substrates bis-p-nitrophenyl phosphate (bis-pNPP), and less efficiently thymidine 5'-monophosphate p-nitrophenyl ester (pNP-TMP) and p-nitrophenylphosphorylcholine (pNPPC). The physiological substrate is unknown. Belongs to the metallophosphoesterase superfamily. YfcE family.
511145.b2301	yfcF	214	Glutathione S-transferase; Exhibits glutathione (GSH) S-transferase activity toward 1- chloro-2,4-dinitrobenzene (CDNB); however this activity is as low as 1% of that of GstA. Also displays a GSH-dependent peroxidase activity toward cumene hydroperoxide. Is involved in defense against oxidative stress, probably via its peroxidase activity.
511145.b2302	yfcG	215	GSH-dependent disulfide bond oxidoreductase; Exhibits a very robust glutathione (GSH)-dependent disulfide- bond reductase activity toward the model substrate, 2-hydroxyethyl disulfide; the actual physiological substrates are not known. Has also a low GSH-dependent hydroperoxidase activity toward cumene hydroperoxide, but does not reduce H(2)O(2), tert-butyl hydroperoxide, benzyl peroxide, or lauroyl peroxide. Exhibits little or no GSH transferase activity with most typical electrophilic substrates, and has no detectable transferase activity using glutathionylspermidine (GspSH) as the n [...] 
511145.b2303	folX	120	D-erythro-7,8-dihydroneopterin triphosphate 2'-epimerase and dihydroneopterin aldolase; Catalyzes the epimerization of carbon 2' of the side chain of 7,8-dihydroneopterin triphosphate (H2NTP) to form 7,8-dihydromonapterin triphosphate (H2MTP). Is required for tetrahydromonapterin biosynthesis, a major pterin in E.coli.
511145.b2304	yfcH	297	Putative sugar nucleotide epimerase; Belongs to the NAD(P)-dependent epimerase/dehydratase family. SDR39U1 subfamily.
511145.b2305	yfcI	296	Transposase_31 family protein; A low activity DNA endonuclease yielding 3'-hydroxyl ends (Probable). Upon expression enhances RecA-independent DNA recombination 19-fold, concomitantly reducing viability by 98% and inducing DNA damage as measured by induction of the SOS repair response. Belongs to the Rpn/YhgA-like nuclease family.
511145.b2306	hisP	257	Histidine ABC transporter ATPase; Part of the histidine permease ABC transporter. Also part of a lysine/arginine/ornithine transporter. Responsible for energy coupling to the transport system (By similarity).
511145.b2307	hisM	238	Histidine ABC transporter permease; Part of the histidine permease ABC transporter. Also part of a lysine/arginine/ornithine transporter. Probably responsible for the translocation of the substrate across the membrane. Required to relay the ATPase-inducing signal from the solute-binding protein to HisP (By similarity).
511145.b2308	hisQ	228	Histidine ABC transporter permease; Part of the histidine permease ABC transporter. Also part of a lysine/arginine/ornithine transporter. Probably responsible for the translocation of the substrate across the membrane. Required to relay the ATPase-inducing signal from the solute-binding protein to HisP (By similarity).
511145.b2309	hisJ	260	Histidine ABC transporter periplasmic binding protein; Part of the histidine permease ABC transporter. Binds histidine. Interacts with HisQMP and stimulates ATPase activity of HisP, which results in histidine translocation (By similarity).
511145.b2310	argT	260	Lysine/arginine/ornithine transporter subunit; Part of an ABC transporter involved in lysine, arginine and ornithine transport. Stimulates ATPase activity of HisP (By similarity).
511145.b2311	ubiX	189	3-octaprenyl-4-hydroxybenzoate carboxy-lyase; Flavin prenyltransferase that catalyzes the synthesis of the prenylated FMN cofactor (prenyl-FMN) for 4-hydroxy-3-polyprenylbenzoic acid decarboxylase UbiD. The prenyltransferase is metal-independent and links a dimethylallyl moiety from dimethylallyl monophosphate (DMAP) to the flavin N5 and C6 atoms of FMN (By similarity). Acts in concert with UbiD to perform the decarboxylation of 4-hydroxy-3-octaprenyl-benzoate, a step in the biosynthesis of coenzyme Q ; Belongs to the UbiX/PAD1 family.
511145.b2312	purF	505	Amidophosphoribosyltransferase; Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine. Can also use NH(3) in place of glutamine.
511145.b2313	cvpA	162	Colicin V production protein; Required for colicin V production from plasmid IncFI ColV3- K30.
511145.b2314	dedD	220	Membrane-anchored periplasmic protein involved in septation; Non-essential cell division protein that could be required for efficient cell constriction; Belongs to the DedD family.
511145.b2315	folC	422	Bifunctional folylpolyglutamate synthase/ dihydrofolate synthase; Functions in two distinct reactions of the de novo folate biosynthetic pathway. Catalyzes the addition of a glutamate residue to dihydropteroate (7,8-dihydropteroate or H2Pte) to form dihydrofolate (7,8-dihydrofolate monoglutamate or H2Pte-Glu). Also catalyzes successive additions of L-glutamate to tetrahydrofolate or 10- formyltetrahydrofolate or 5,10-methylenetetrahydrofolate, leading to folylpolyglutamate derivatives.
511145.b2316	accD	304	acetyl-CoA carboxylase, beta (carboxyltransferase) subunit; Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA; Belongs to the AccD/PCCB family.
511145.b2317	dedA	219	DedA family inner membrane protein.
511145.b2318	truA	270	tRNA pseudouridine(38-40) synthase; Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs.
511145.b2319	usg	337	Putative semialdehyde dehydrogenase; Putative PTS system enzyme II A component.
511145.b2320	pdxB	378	Erythronate-4-phosphate dehydrogenase; Catalyzes the oxidation of erythronate-4-phosphate to 3- hydroxy-2-oxo-4-phosphonooxybutanoate; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family. PdxB subfamily.
511145.b2321	flk	331	Putative flagella assembly protein; Acts as a regulator of flagellar gene expression by modulating the protein level of the anti sigma factor FlgM upon sensing ring completion or hook elongation. Flk could inhibit FlgM secretion by acting as a braking system for the flagellar-associated type III secretion (T3S) system. Plays a role in hindering to flip the flagellar T3S specificity switch from the rod and hook-type substrates to filament-type substrates prior to hook-basal body (HBB) completion possibly by preventing interaction of FliK with FlhB (By similarity).
511145.b2322	yfcJ	392	Putative arabinose efflux transporter; Overexpression has no effect on intracellular arabinose concentrations.
511145.b2323	fabB	406	3-oxoacyl-[acyl-carrier-protein] synthase I; Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Specific for elongation from C-10 to unsaturated C-16 and C-18 fatty acids; Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family.
511145.b2324	mnmC	668	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC; Catalyzes the last two steps in the biosynthesis of 5- methylaminomethyl-2-thiouridine (mnm(5)s(2)U) at the wobble position (U34) in tRNA. Catalyzes the FAD-dependent demodification of cmnm(5)s(2)U34 to nm(5)s(2)U34, followed by the transfer of a methyl group from S-adenosyl-L-methionine to nm(5)s(2)U34, to form mnm(5)s(2)U34; In the N-terminal section; belongs to the methyltransferase superfamily. tRNA (mnm(5)s(2)U34)-methyltransferase family.
511145.b2325	yfcL	92	Uncharacterized protein.
511145.b2326	epmC	182	Elongation Factor P Lys34 hydroxylase; Is involved in the final hydroxylation step of the post- translational modification of translation elongation factor P (EF-P) on 'Lys-34'. Acts after beta-lysylation of 'Lys-34' by EpmA and EpmB. EpmC adds an oxygen atom to the C5 position of 'Lys-34' and does not modify the added beta-lysine.
511145.b2327	yfcA	269	TauE/TSUP family inner membrane protein; Putative structural protein.
511145.b2328	mepA	274	Murein DD-endopeptidase; Murein endopeptidase that cleaves the D-alanyl-meso-2,6- diamino-pimelyl amide bond that connects peptidoglycan strands. Likely plays a role in the removal of murein from the sacculus and could also play a role in the integration of nascent murein strands into the sacculus.
511145.b2329	aroC	361	Chorismate synthase; Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system. It uses NADPH to reduce FMN.
511145.b2330	prmB	310	N5-glutamine methyltransferase; Specifically methylates the 50S ribosomal protein L3 on 'Gln- 150'. Does not methylate the translation termination release factors RF1 and RF2; Belongs to the protein N5-glutamine methyltransferase family. PrmB subfamily.
511145.b2331	smrB	183	Putative DNA endonuclease; Belongs to the UPF0115 family.
511145.b2332	yfcO	273	DUF2544 family putative outer membrane protein; Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes; To S.typhimurium YadU.
511145.b2333	yfcP	179	Putative fimbrial-like adhesin protein; Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes.
511145.b2334	yfcQ	162	Putative fimbrial-like adhesin protein; Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes.
511145.b2335	yfcR	170	Putative fimbrial-like adhesin protein; Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes.
511145.b2336	yfcS	250	Putative periplasmic pilin chaperone; Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes.
511145.b2339	yfcV	187	Uncharacterized fimbrial-like protein YfcV; Part of the yfcOPQRSUV fimbrial operon. Could contribute to adhesion to various surfaces in specific environmental niches. Increases adhesion to eukaryotic T24 bladder epithelial cells in the absence of fim genes.
511145.b2340	sixA	161	Phosphohistidine phosphatase; Exhibits phosphohistidine phosphatase activity towards the HPt domain of the ArcB sensor involved in the multistep His-Asp phosphorelay.
511145.b2341	fadJ	714	enoyl-CoA hydratase/epimerase and isomerase/3-hydroxyacyl-CoA dehydrogenase; Catalyzes the formation of a hydroxyacyl-CoA by addition of water on enoyl-CoA. Also exhibits 3-hydroxyacyl-CoA epimerase and 3- hydroxyacyl-CoA dehydrogenase activities. Strongly involved in the anaerobic degradation of long and medium-chain fatty acids in the presence of nitrate and weakly involved in the aerobic degradation of long-chain fatty acids; In the N-terminal section; belongs to the enoyl-CoA hydratase/isomerase family.
511145.b2342	fadI	436	beta-ketoacyl-CoA thiolase, anaerobic, subunit; Catalyzes the final step of fatty acid oxidation in which acetyl-CoA is released and the CoA ester of a fatty acid two carbons shorter is formed. Strongly involved in the anaerobic degradation of long and medium-chain fatty acids in the presence of nitrate and weakly involved in the aerobic degradation of long-chain fatty acids. Belongs to the thiolase-like superfamily. Thiolase family.
511145.b2343	yfcZ	94	UPF0381 family protein; Belongs to the UPF0381 family.
