"uniprot","qualifier","go_term","name","locus"
"Q45480",NA,"GO:0009982","Uncharacterized RNA pseudouridine synthase YlyB","BSU_15460"
"Q45480",NA,"GO:0000455","Uncharacterized RNA pseudouridine synthase YlyB","BSU_15460"
"Q45477",NA,"GO:0005829","Isoleucine--tRNA ligase","BSU_15430"
"Q45477",NA,"GO:0006428","Isoleucine--tRNA ligase","BSU_15430"
"Q45477",NA,"GO:0004822","Isoleucine--tRNA ligase","BSU_15430"
"Q45461",NA,"GO:0031460","Choline transport system permease protein OpuBB","BSU_33720"
"P29727",NA,"GO:0005829","GMP synthase [glutamine-hydrolyzing]","BSU_06360"
"P29727",NA,"GO:0006177","GMP synthase [glutamine-hydrolyzing]","BSU_06360"
"P29727",NA,"GO:0003921","GMP synthase [glutamine-hydrolyzing]","BSU_06360"
"P29726",NA,"GO:0044208","Adenylosuccinate synthetase","BSU_40420"
"P29726",NA,"GO:0046040","Adenylosuccinate synthetase","BSU_40420"
"P29726",NA,"GO:0004019","Adenylosuccinate synthetase","BSU_40420"
"P29726",NA,"GO:0005737","Adenylosuccinate synthetase","BSU_40420"
"Q01466",NA,"GO:0005886","Cell shape-determining protein MreC","BSU_28020"
"Q01466",NA,"GO:0008360","Cell shape-determining protein MreC","BSU_28020"
"Q01464",NA,"GO:0005524","Septum site-determining protein MinD","BSU_27990"
"Q01464",NA,"GO:0009898","Septum site-determining protein MinD","BSU_27990"
"Q01464",NA,"GO:0016887","Septum site-determining protein MinD","BSU_27990"
"Q01464",NA,"GO:0051782","Septum site-determining protein MinD","BSU_27990"
"Q01464",NA,"GO:0005829","Septum site-determining protein MinD","BSU_27990"
"P29141",NA,"GO:0004252","Minor extracellular protease vpr","BSU_38090"
"P80239",NA,"GO:0008379","Alkyl hydroperoxide reductase C","BSU_40090"
"P80239",NA,"GO:0042744","Alkyl hydroperoxide reductase C","BSU_40090"
"P80239",NA,"GO:0045454","Alkyl hydroperoxide reductase C","BSU_40090"
"P80239",NA,"GO:0005829","Alkyl hydroperoxide reductase C","BSU_40090"
"P80239",NA,"GO:0033554","Alkyl hydroperoxide reductase C","BSU_40090"
"P80239",NA,"GO:0006979","Alkyl hydroperoxide reductase C","BSU_40090"
"P26936",NA,"GO:0004222","Stage IV sporulation protein FA","BSU_27980"
"P26908",NA,"GO:0003735","50S ribosomal protein L21","BSU_27960"
"P26906",NA,"GO:0030288","Dipeptide-binding protein DppE","BSU_12960"
"P26906",NA,"GO:0015833","Dipeptide-binding protein DppE","BSU_12960"
"P26906",NA,"GO:1904680","Dipeptide-binding protein DppE","BSU_12960"
"P26905",NA,"GO:0055085","Dipeptide transport ATP-binding protein DppD","BSU_12950"
"P26905",NA,"GO:0005886","Dipeptide transport ATP-binding protein DppD","BSU_12950"
"P26905",NA,"GO:0022857","Dipeptide transport ATP-binding protein DppD","BSU_12950"
"P26901",NA,"GO:0005737","Vegetative catalase","BSU_08820"
"P26901",NA,"GO:0020037","Vegetative catalase","BSU_08820"
"P26901",NA,"GO:0004096","Vegetative catalase","BSU_08820"
"P26901",NA,"GO:0042542","Vegetative catalase","BSU_08820"
"P26901",NA,"GO:0042744","Vegetative catalase","BSU_08820"
"P26899",NA,"GO:0005829","Aspartate ammonia-lyase","BSU_23570"
"P26899",NA,"GO:0008797","Aspartate ammonia-lyase","BSU_23570"
"P26899",NA,"GO:0006531","Aspartate ammonia-lyase","BSU_23570"
"P26497",NA,"GO:0045881","Stage 0 sporulation protein J","BSU_40960"
"P26497",NA,"GO:0005694","Stage 0 sporulation protein J","BSU_40960"
"P26497",NA,"GO:0007059","Stage 0 sporulation protein J","BSU_40960"
"P26382",NA,"GO:0009401","Fructose permease IID component","BSU_27040"
"P26381",NA,"GO:0009401","Fructose permease IIC component","BSU_27050"
"P28628",NA,"GO:0006465","Signal peptidase I S","BSU_23310"
"P28628",NA,"GO:0004252","Signal peptidase I S","BSU_23310"
"P28619",NA,"GO:0016075","Ribonuclease PH","BSU_28370"
"P28611",NA,"GO:0071978","Motility protein A","BSU_13690"
"P28611",NA,"GO:0005886","Motility protein A","BSU_13690"
"Q08788",NA,"GO:0008610","Surfactin synthase thioesterase subunit","BSU_03520"
"P28599",NA,"GO:0051082","10 kDa chaperonin","BSU_06020"
"P28599",NA,"GO:0046872","10 kDa chaperonin","BSU_06020"
"P28599",NA,"GO:0051087","10 kDa chaperonin","BSU_06020"
"P28599",NA,"GO:0051085","10 kDa chaperonin","BSU_06020"
"P28598",NA,"GO:0051082","60 kDa chaperonin","BSU_06030"
"P28598",NA,"GO:0005524","60 kDa chaperonin","BSU_06030"
"P28598",NA,"GO:0009408","60 kDa chaperonin","BSU_06030"
"P28598",NA,"GO:0051085","60 kDa chaperonin","BSU_06030"
"P28598",NA,"GO:0042026","60 kDa chaperonin","BSU_06030"
"P28598",NA,"GO:1990220","60 kDa chaperonin","BSU_06030"
"P28823",NA,"GO:0005737","Dihydroneopterin aldolase","BSU_00780"
"P28823",NA,"GO:0004150","Dihydroneopterin aldolase","BSU_00780"
"P28822",NA,"GO:0004156","Dihydropteroate synthase","BSU_00770"
"P28822",NA,"GO:0046654","Dihydropteroate synthase","BSU_00770"
"P28822",NA,"GO:0005829","Dihydropteroate synthase","BSU_00770"
"P28821",NA,"GO:0019752","Aminodeoxychorismate lyase","BSU_00760"
"P28821",NA,"GO:0005829","Aminodeoxychorismate lyase","BSU_00760"
"P28820",NA,"GO:0000162","Aminodeoxychorismate synthase component 1","BSU_00740"
"P28368",NA,"GO:0022627","Ribosome hibernation promotion factor","BSU_35310"
"P28368",NA,"GO:0043024","Ribosome hibernation promotion factor","BSU_35310"
"P28368",NA,"GO:0045900","Ribosome hibernation promotion factor","BSU_35310"
"P28366",NA,"GO:0043952","Protein translocase subunit SecA","BSU_35300"
"P28366",NA,"GO:0031522","Protein translocase subunit SecA","BSU_35300"
"P28366",NA,"GO:0005524","Protein translocase subunit SecA","BSU_35300"
"P28264",NA,"GO:0051301","Cell division protein FtsA","BSU_15280"
"P28264",NA,"GO:0032153","Cell division protein FtsA","BSU_15280"
"P28264",NA,"GO:0009898","Cell division protein FtsA","BSU_15280"
"P80698",NA,"GO:0043022","Trigger factor","BSU_28230"
"P80698",NA,"GO:0061077","Trigger factor","BSU_28230"
"P80698",NA,"GO:0051083","Trigger factor","BSU_28230"
"P80698",NA,"GO:0003755","Trigger factor","BSU_28230"
"P80698",NA,"GO:0044183","Trigger factor","BSU_28230"
"P80698",NA,"GO:0043335","Trigger factor","BSU_28230"
"P80859",NA,"GO:0004616","6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating","BSU_23860"
"P80859",NA,"GO:0005829","6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating","BSU_23860"
"P80859",NA,"GO:0009051","6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating","BSU_23860"
"P80859",NA,"GO:0050661","6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating","BSU_23860"
"P80859",NA,"GO:0046177","6-phosphogluconate dehydrogenase, NADP(+)-dependent, decarboxylating","BSU_23860"
"P80860",NA,"GO:0051156","Glucose-6-phosphate isomerase","BSU_31350"
"P80860",NA,"GO:0004347","Glucose-6-phosphate isomerase","BSU_31350"
"P80860",NA,"GO:0006094","Glucose-6-phosphate isomerase","BSU_31350"
"P80860",NA,"GO:0005829","Glucose-6-phosphate isomerase","BSU_31350"
"P80860",NA,"GO:0006096","Glucose-6-phosphate isomerase","BSU_31350"
"P80860",NA,"GO:0048029","Glucose-6-phosphate isomerase","BSU_31350"
"P80862",NA,"GO:0006564","Phosphoserine aminotransferase","BSU_10020"
"P80862",NA,"GO:0004648","Phosphoserine aminotransferase","BSU_10020"
"P80862",NA,"GO:0005737","Phosphoserine aminotransferase","BSU_10020"
"P80862",NA,"GO:0030170","Phosphoserine aminotransferase","BSU_10020"
"P80871",NA,"GO:0009055","General stress protein 14","BSU_35990"
"P80871",NA,"GO:0003955","General stress protein 14","BSU_35990"
"P80871",NA,"GO:0032414","General stress protein 14","BSU_35990"
"P80871",NA,"GO:0010181","General stress protein 14","BSU_35990"
"P80886",NA,"GO:0006099","Succinate--CoA ligase [ADP-forming] subunit beta","BSU_16090"
"P80886",NA,"GO:0042709","Succinate--CoA ligase [ADP-forming] subunit beta","BSU_16090"
"P80886",NA,"GO:0005829","Succinate--CoA ligase [ADP-forming] subunit beta","BSU_16090"
"P80886",NA,"GO:0006104","Succinate--CoA ligase [ADP-forming] subunit beta","BSU_16090"
"P80886",NA,"GO:0004775","Succinate--CoA ligase [ADP-forming] subunit beta","BSU_16090"
"P24281",NA,"GO:0005829","Nucleoid-associated protein YaaK","BSU_00200"
"P24281",NA,"GO:0003677","Nucleoid-associated protein YaaK","BSU_00200"
"P24141",NA,"GO:0030288","Oligopeptide-binding protein OppA","BSU_11430"
"P24141",NA,"GO:1904680","Oligopeptide-binding protein OppA","BSU_11430"
"P24141",NA,"GO:0015833","Oligopeptide-binding protein OppA","BSU_11430"
"P24136",NA,"GO:0055085","Oligopeptide transport ATP-binding protein OppD","BSU_11460"
"P24136",NA,"GO:0022857","Oligopeptide transport ATP-binding protein OppD","BSU_11460"
"P24136",NA,"GO:0005886","Oligopeptide transport ATP-binding protein OppD","BSU_11460"
"P24011",NA,"GO:0042773","Cytochrome c oxidase subunit 2","BSU_14890"
"P24011","contributes_to","GO:0004129","Cytochrome c oxidase subunit 2","BSU_14890"
"P24010",NA,"GO:0022904","Cytochrome c oxidase subunit 1","BSU_14900"
"P24010",NA,"GO:0015990","Cytochrome c oxidase subunit 1","BSU_14900"
"P24010","contributes_to","GO:0004129","Cytochrome c oxidase subunit 1","BSU_14900"
"P24010",NA,"GO:0009060","Cytochrome c oxidase subunit 1","BSU_14900"
"P24009",NA,"GO:0008495","Protoheme IX farnesyltransferase 2","BSU_14880"
"P24009",NA,"GO:0005886","Protoheme IX farnesyltransferase 2","BSU_14880"
"P24009",NA,"GO:0048034","Protoheme IX farnesyltransferase 2","BSU_14880"
"P23446",NA,"GO:0071978","Flagellar basal-body rod protein FlgG","BSU_16290"
"O32042",NA,"GO:0006399","Inactive D-aminoacyl-tRNA deacylase","BSU_27590"
"O32042",NA,"GO:0005737","Inactive D-aminoacyl-tRNA deacylase","BSU_27590"
"O32042",NA,"GO:0051500","Inactive D-aminoacyl-tRNA deacylase","BSU_27590"
"O32133",NA,"GO:0008253","Uncharacterized metallophosphoesterase YunD","BSU_32370"
"O32133",NA,"GO:0030288","Uncharacterized metallophosphoesterase YunD","BSU_32370"
"O32133",NA,"GO:0008768","Uncharacterized metallophosphoesterase YunD","BSU_32370"
"O32142",NA,"GO:0006144","5-hydroxyisourate hydrolase","BSU_32460"
"O32181",NA,"GO:0006950","Uncharacterized HTH-type transcriptional regulator YusO","BSU_32870"
"O32181",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YusO","BSU_32870"
"O32192",NA,"GO:0005829","Transcriptional regulatory protein CssR","BSU_33010"
"O32192",NA,"GO:0032993","Transcriptional regulatory protein CssR","BSU_33010"
"O32192",NA,"GO:0000156","Transcriptional regulatory protein CssR","BSU_33010"
"O32192",NA,"GO:0006355","Transcriptional regulatory protein CssR","BSU_33010"
"O32192",NA,"GO:0000976","Transcriptional regulatory protein CssR","BSU_33010"
"O32242",NA,"GO:0006355","Transcriptional repressor SdpR","BSU_33790"
"O32254",NA,"GO:0005829","Uncharacterized protein YvbT","BSU_33980"
"O32261",NA,"GO:0015423","Galactooligosaccharides transport system permease protein GanP","BSU_34150"
"O32261",NA,"GO:1990060","Galactooligosaccharides transport system permease protein GanP","BSU_34150"
"O32261",NA,"GO:0042956","Galactooligosaccharides transport system permease protein GanP","BSU_34150"
"O32272",NA,"GO:0016757","Putative teichuronic acid biosynthesis glycosyltransferase TuaC","BSU_35590"
"O32273",NA,"GO:0005886","Teichuronic acid biosynthesis protein TuaB","BSU_35600"
"Q03524",NA,"GO:0071555","Stage V sporulation protein D","BSU_15170"
"Q03524",NA,"GO:0008658","Stage V sporulation protein D","BSU_15170"
"Q03521",NA,"GO:0016780","Phospho-N-acetylmuramoyl-pentapeptide-transferase","BSU_15190"
"Q03521",NA,"GO:0044038","Phospho-N-acetylmuramoyl-pentapeptide-transferase","BSU_15190"
"Q03521",NA,"GO:0071555","Phospho-N-acetylmuramoyl-pentapeptide-transferase","BSU_15190"
"Q03224",NA,"GO:0006094","Fructose-1,6-bisphosphatase class 2","BSU_37090"
"Q03224",NA,"GO:0042132","Fructose-1,6-bisphosphatase class 2","BSU_37090"
"Q03224",NA,"GO:0030388","Fructose-1,6-bisphosphatase class 2","BSU_37090"
"Q03221",NA,"GO:0004797","Thymidine kinase","BSU_37060"
"Q03221",NA,"GO:0005829","Thymidine kinase","BSU_37060"
"Q03221",NA,"GO:0046104","Thymidine kinase","BSU_37060"
"O32032",NA,"GO:0008658","Penicillin-binding protein 4B","BSU_27310"
"O32032",NA,"GO:0071555","Penicillin-binding protein 4B","BSU_27310"
"O32032",NA,"GO:0071972","Penicillin-binding protein 4B","BSU_27310"
"O31432",NA,"GO:0005829","Uncharacterized transcriptional regulatory protein YbdJ","BSU_02000"
"O31432",NA,"GO:0006355","Uncharacterized transcriptional regulatory protein YbdJ","BSU_02000"
"O31432",NA,"GO:0000156","Uncharacterized transcriptional regulatory protein YbdJ","BSU_02000"
"O31432",NA,"GO:0000976","Uncharacterized transcriptional regulatory protein YbdJ","BSU_02000"
"O31432",NA,"GO:0032993","Uncharacterized transcriptional regulatory protein YbdJ","BSU_02000"
"O31453",NA,"GO:0005886","Uncharacterized membrane protein YbfM","BSU_02280"
"O31464",NA,"GO:0005886","Probable sodium/glutamine symporter GlnT","BSU_02420"
"O31474",NA,"GO:0008168","Uncharacterized methyltransferase YcgJ","BSU_03160"
"O31560",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YfiR","BSU_08370"
"O31560",NA,"GO:0000976","Uncharacterized HTH-type transcriptional regulator YfiR","BSU_08370"
"O31560",NA,"GO:0003700","Uncharacterized HTH-type transcriptional regulator YfiR","BSU_08370"
"O31563",NA,"GO:0022857","Uncharacterized MFS-type transporter YfiU","BSU_08400"
"O31563",NA,"GO:0055085","Uncharacterized MFS-type transporter YfiU","BSU_08400"
"O31564",NA,"GO:0006950","Uncharacterized HTH-type transcriptional regulator YfiV","BSU_08410"
"O31564",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YfiV","BSU_08410"
"O31631",NA,"GO:0016846","Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase","BSU_11870"
"O31631",NA,"GO:0030170","Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase","BSU_11870"
"O31631",NA,"GO:0019346","Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase","BSU_11870"
"O31631",NA,"GO:0005737","Cystathionine gamma-synthase/O-acetylhomoserine (thiol)-lyase","BSU_11870"
"P23448",NA,"GO:0071973","Flagellar motor switch protein FliG","BSU_16220"
"P25503",NA,"GO:0016153","Urocanate hydratase","BSU_39360"
"P25503",NA,"GO:0006548","Urocanate hydratase","BSU_39360"
"P25499",NA,"GO:0045892","Heat-inducible transcription repressor HrcA","BSU_25490"
"P25996",NA,"GO:0006207","Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit","BSU_15540"
"P25996",NA,"GO:0004152","Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit","BSU_15540"
"P25996",NA,"GO:0005737","Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit","BSU_15540"
"P25995",NA,"GO:0006145","Dihydroorotase","BSU_15500"
"P25995",NA,"GO:0004038","Dihydroorotase","BSU_15500"
"P25995",NA,"GO:0005737","Dihydroorotase","BSU_15500"
"P25994","contributes_to","GO:0004088","Carbamoyl-phosphate synthase pyrimidine-specific large chain","BSU_15520"
"P25994",NA,"GO:0005737","Carbamoyl-phosphate synthase pyrimidine-specific large chain","BSU_15520"
"P25994",NA,"GO:0006541","Carbamoyl-phosphate synthase pyrimidine-specific large chain","BSU_15520"
"P25993",NA,"GO:0005951","Carbamoyl-phosphate synthase pyrimidine-specific small chain","BSU_15510"
"P25993",NA,"GO:0005737","Carbamoyl-phosphate synthase pyrimidine-specific small chain","BSU_15510"
"P25993","contributes_to","GO:0004088","Carbamoyl-phosphate synthase pyrimidine-specific small chain","BSU_15510"
"P25993",NA,"GO:0006526","Carbamoyl-phosphate synthase pyrimidine-specific small chain","BSU_15510"
"P25972",NA,"GO:0019856","Orotate phosphoribosyltransferase","BSU_15560"
"P25972",NA,"GO:0004588","Orotate phosphoribosyltransferase","BSU_15560"
"P25972",NA,"GO:0006222","Orotate phosphoribosyltransferase","BSU_15560"
"P25971",NA,"GO:0006207","Orotidine 5'-phosphate decarboxylase","BSU_15550"
"P25971",NA,"GO:0005829","Orotidine 5'-phosphate decarboxylase","BSU_15550"
"P25971",NA,"GO:0004590","Orotidine 5'-phosphate decarboxylase","BSU_15550"
"P25814",NA,"GO:0042781","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0004526","Ribonuclease P protein component","BSU_41050"
"P25814",NA,"GO:0030677","Ribonuclease P protein component","BSU_41050"
"P23479",NA,"GO:0004529","Nuclease SbcCD subunit D","BSU_10640"
"P23479",NA,"GO:0003677","Nuclease SbcCD subunit D","BSU_10640"
"P23479",NA,"GO:0006281","Nuclease SbcCD subunit D","BSU_10640"
"P23477",NA,"GO:0006310","ATP-dependent helicase/deoxyribonuclease subunit B","BSU_10620"
"P23453",NA,"GO:0071978","Flagellar motor switch protein FliM","BSU_16310"
"P23453",NA,"GO:0050918","Flagellar motor switch protein FliM","BSU_16310"
"P23449",NA,"GO:0005829","Probable flagellar assembly protein FliH","BSU_16230"
"P23129",NA,"GO:0005829","2-oxoglutarate dehydrogenase E1 component","BSU_19370"
"P23129",NA,"GO:0006099","2-oxoglutarate dehydrogenase E1 component","BSU_19370"
"P23129",NA,"GO:0004591","2-oxoglutarate dehydrogenase E1 component","BSU_19370"
"P23129",NA,"GO:0045252","2-oxoglutarate dehydrogenase E1 component","BSU_19370"
"P97247",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YsmB","BSU_28400"
"P97247",NA,"GO:0006950","Uncharacterized HTH-type transcriptional regulator YsmB","BSU_28400"
"P23973",NA,"GO:0009697","Isochorismate synthase MenF","BSU_30830"
"P23973",NA,"GO:0008909","Isochorismate synthase MenF","BSU_30830"
"P23971",NA,"GO:0016405","2-succinylbenzoate--CoA ligase","BSU_30790"
"P23966",NA,"GO:0009234","1,4-dihydroxy-2-naphthoyl-CoA synthase","BSU_30800"
"P23966",NA,"GO:0005829","1,4-dihydroxy-2-naphthoyl-CoA synthase","BSU_30800"
"P23966",NA,"GO:0008935","1,4-dihydroxy-2-naphthoyl-CoA synthase","BSU_30800"
"P97030",NA,"GO:0008616","Epoxyqueuosine reductase","BSU_08910"
"P97030",NA,"GO:0052693","Epoxyqueuosine reductase","BSU_08910"
"P23630",NA,"GO:0009089","Diaminopimelate decarboxylase","BSU_23380"
"P23630",NA,"GO:0008836","Diaminopimelate decarboxylase","BSU_23380"
"P23545",NA,"GO:0046777","Alkaline phosphatase synthesis sensor protein PhoR","BSU_29100"
"P23545",NA,"GO:0000155","Alkaline phosphatase synthesis sensor protein PhoR","BSU_29100"
"P23545",NA,"GO:0009927","Alkaline phosphatase synthesis sensor protein PhoR","BSU_29100"
"P12045",NA,"GO:0005829","N5-carboxyaminoimidazole ribonucleotide synthase","BSU_06430"
"P24501",NA,"GO:0071978","Flagellar basal-body rod protein FlgC","BSU_16190"
"P24500",NA,"GO:0071978","Flagellar basal body rod protein FlgB","BSU_16180"
"P24808",NA,"GO:0009254","N-acetylmuramoyl-L-alanine amidase CwlA","BSU_25900"
"P24808",NA,"GO:0009253","N-acetylmuramoyl-L-alanine amidase CwlA","BSU_25900"
"P24808",NA,"GO:0008745","N-acetylmuramoyl-L-alanine amidase CwlA","BSU_25900"
"P25151",NA,"GO:0043039","Tyrosine--tRNA ligase 2","BSU_38460"
"P25151",NA,"GO:0004831","Tyrosine--tRNA ligase 2","BSU_38460"
"P25151",NA,"GO:0005829","Tyrosine--tRNA ligase 2","BSU_38460"
"P25053",NA,"GO:0009228","Thiazole tautomerase","BSU_11660"
"P25053",NA,"GO:0004789","Thiazole tautomerase","BSU_11660"
"P25053",NA,"GO:0005737","Thiazole tautomerase","BSU_11660"
"P96694",NA,"GO:0005886","Putative oxidoreductase MhqP","BSU_05500"
"P96692",NA,"GO:0016491","Putative NAD(P)H nitroreductase MhqN","BSU_05480"
"P96683",NA,"GO:0097063","Uncharacterized HTH-type transcriptional regulator YdfF","BSU_05390"
"P96683",NA,"GO:0010288","Uncharacterized HTH-type transcriptional regulator YdfF","BSU_05390"
"P96683",NA,"GO:0003677","Uncharacterized HTH-type transcriptional regulator YdfF","BSU_05390"
"P96683",NA,"GO:0046686","Uncharacterized HTH-type transcriptional regulator YdfF","BSU_05390"
"P96683",NA,"GO:0010468","Uncharacterized HTH-type transcriptional regulator YdfF","BSU_05390"
"P96683",NA,"GO:0032791","Uncharacterized HTH-type transcriptional regulator YdfF","BSU_05390"
"P96683",NA,"GO:0003700","Uncharacterized HTH-type transcriptional regulator YdfF","BSU_05390"
"P96681",NA,"GO:1901605","Uncharacterized HTH-type transcriptional regulator YdfD","BSU_05370"
"P96681",NA,"GO:0008483","Uncharacterized HTH-type transcriptional regulator YdfD","BSU_05370"
"P96677",NA,"GO:0006355","HTH-type transcriptional repressor AseR","BSU_05330"
"P96674",NA,"GO:0003955","Uncharacterized NAD(P)H oxidoreductase YdeQ","BSU_05300"
"P96674",NA,"GO:0009055","Uncharacterized NAD(P)H oxidoreductase YdeQ","BSU_05300"
"P96674",NA,"GO:0010181","Uncharacterized NAD(P)H oxidoreductase YdeQ","BSU_05300"
"P96674",NA,"GO:0032414","Uncharacterized NAD(P)H oxidoreductase YdeQ","BSU_05300"
"P96659",NA,"GO:0009303","Putative transcription factor YdeB","BSU_05130"
"P96658",NA,"GO:0005737","Uncharacterized protease YdeA","BSU_05110"
"P96653",NA,"GO:0043200","HTH-type transcriptional regulator LrpB","BSU_05060"
"P96653",NA,"GO:0005829","HTH-type transcriptional regulator LrpB","BSU_05060"
"P96653",NA,"GO:0043565","HTH-type transcriptional regulator LrpB","BSU_05060"
"P96652",NA,"GO:0005829","HTH-type transcriptional regulator LrpA","BSU_05050"
"P96652",NA,"GO:0043200","HTH-type transcriptional regulator LrpA","BSU_05050"
"P96652",NA,"GO:0043565","HTH-type transcriptional regulator LrpA","BSU_05050"
"P96651",NA,"GO:0005829","Uncharacterized protein YddN","BSU_05040"
"P96622",NA,"GO:0004521","Endoribonuclease EndoA","BSU_04660"
"P96622",NA,"GO:0006402","Endoribonuclease EndoA","BSU_04660"
"P96622",NA,"GO:0016075","Endoribonuclease EndoA","BSU_04660"
"P96618",NA,"GO:0008897","Holo-[acyl-carrier-protein] synthase","BSU_04620"
"P96618",NA,"GO:0005829","Holo-[acyl-carrier-protein] synthase","BSU_04620"
"P96618",NA,"GO:0019878","Holo-[acyl-carrier-protein] synthase","BSU_04620"
"P96617",NA,"GO:0004252","Putative rhomboid protease YdcA","BSU_04610"
"P96614",NA,"GO:0003724","DEAD-box ATP-dependent RNA helicase CshA","BSU_04580"
"P96614","colocalizes_with","GO:0005840","DEAD-box ATP-dependent RNA helicase CshA","BSU_04580"
"P96614",NA,"GO:0009409","DEAD-box ATP-dependent RNA helicase CshA","BSU_04580"
"P96614",NA,"GO:0005829","DEAD-box ATP-dependent RNA helicase CshA","BSU_04580"
"P96614",NA,"GO:0033592","DEAD-box ATP-dependent RNA helicase CshA","BSU_04580"
"P96612",NA,"GO:0009252","D-alanine--D-alanine ligase","BSU_04560"
"P96612",NA,"GO:0008716","D-alanine--D-alanine ligase","BSU_04560"
"P96612",NA,"GO:0005829","D-alanine--D-alanine ligase","BSU_04560"
"P96611",NA,"GO:0045454","Thioredoxin-like protein YdbP","BSU_04550"
"P96611",NA,"GO:0005829","Thioredoxin-like protein YdbP","BSU_04550"
"P96611",NA,"GO:0015035","Thioredoxin-like protein YdbP","BSU_04550"
"P96611",NA,"GO:0005737","Thioredoxin-like protein YdbP","BSU_04550"
"P96608",NA,"GO:0003995","Putative acyl-CoA dehydrogenase YdbM","BSU_04520"
"P96604",NA,"GO:0055085","Putative transport protein YdbI","BSU_04480"
"P96602",NA,"GO:0000156","Probable C4-dicarboxylate response regulator DctR","BSU_04460"
"P96601",NA,"GO:0000155","Probable C4-dicarboxylate sensor kinase","BSU_04450"
"P96593",NA,"GO:0015086","Divalent metal cation transporter MntH","BSU_04360"
"P96593",NA,"GO:0005384","Divalent metal cation transporter MntH","BSU_04360"
"P96593",NA,"GO:0071281","Divalent metal cation transporter MntH","BSU_04360"
"P96582",NA,"GO:0043200","HTH-type transcriptional regulator LrpC","BSU_04250"
"P96582",NA,"GO:0005829","HTH-type transcriptional regulator LrpC","BSU_04250"
"P96582",NA,"GO:0043565","HTH-type transcriptional regulator LrpC","BSU_04250"
"P96579",NA,"GO:0017198","Putative ribosomal N-acetyltransferase YdaF","BSU_04210"
"P96579",NA,"GO:1990189","Putative ribosomal N-acetyltransferase YdaF","BSU_04210"
"P96579",NA,"GO:0008999","Putative ribosomal N-acetyltransferase YdaF","BSU_04210"
"P96579",NA,"GO:0005737","Putative ribosomal N-acetyltransferase YdaF","BSU_04210"
"P96576",NA,"GO:0008168","Uncharacterized methyltransferase YdaC","BSU_04180"
"P22326",NA,"GO:0043039","Tyrosine--tRNA ligase 1","BSU_29670"
"P22326",NA,"GO:0005829","Tyrosine--tRNA ligase 1","BSU_29670"
"P22326",NA,"GO:0004831","Tyrosine--tRNA ligase 1","BSU_29670"
"P96741",NA,"GO:0016791","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE","BSU_35850"
"P96741",NA,"GO:0000287","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE","BSU_35850"
"P96741",NA,"GO:0005829","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE","BSU_35850"
"P96725",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YwqM","BSU_36160"
"P96725",NA,"GO:0000976","Uncharacterized HTH-type transcriptional regulator YwqM","BSU_36160"
"P96724",NA,"GO:0003727","Endonuclease V","BSU_36170"
"P96724",NA,"GO:0016891","Endonuclease V","BSU_36170"
"P96724",NA,"GO:0043737","Endonuclease V","BSU_36170"
"P96715",NA,"GO:0005886","Probable capsular polysaccharide biosynthesis protein YwqC","BSU_36260"
"P96715",NA,"GO:0004713","Probable capsular polysaccharide biosynthesis protein YwqC","BSU_36260"
"P96712",NA,"GO:0055085","Multidrug resistance protein 3","BSU_03070"
"P96712",NA,"GO:0022857","Multidrug resistance protein 3","BSU_03070"
"P96711",NA,"GO:0000976","Arabinose metabolism transcriptional repressor","BSU_33970"
"P96711",NA,"GO:0003700","Arabinose metabolism transcriptional repressor","BSU_33970"
"P96711",NA,"GO:0006355","Arabinose metabolism transcriptional repressor","BSU_33970"
"P96710",NA,"GO:0016020","Arabinose-proton symporter","BSU_33960"
"P96710",NA,"GO:0015293","Arabinose-proton symporter","BSU_33960"
"P96710",NA,"GO:0055085","Arabinose-proton symporter","BSU_33960"
"P96709",NA,"GO:0055085","Uncharacterized MFS-type transporter YdgK","BSU_05680"
"P96709",NA,"GO:0022857","Uncharacterized MFS-type transporter YdgK","BSU_05680"
"P96705",NA,"GO:0006355","Uncharacterized HTH-type transcriptional regulator YdgG","BSU_05640"
"P96705",NA,"GO:0006950","Uncharacterized HTH-type transcriptional regulator YdgG","BSU_05640"
"P96698",NA,"GO:0009651","Spore coat protein P","BSU_05550"
