InteractionId	Interaction_type	Interaction_subtype	Citation	Interactor1	commonName1	Role1	Interactor2	commonName2	Role2	interactor1_uniprot_id	interactor1_name	interactor2_uniprot_id	interactor2_name	source
WBInteraction000567358	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00000229	atp-2	Target	P34689	glh-1	P46561	atp-2	wormbase
WBInteraction000567362	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00014208	znfx-1	Target	P34689	glh-1	E9P860	znfx-1	wormbase
WBInteraction000567372	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004435	rpl-23	Target	P34689	glh-1	P48158	rpl-23	wormbase
WBInteraction000567373	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00003175	mec-12	Target	P34689	glh-1	P91910	mec-12	wormbase
WBInteraction000567374	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004483	rps-14	Target	P34689	glh-1	P48150	rps-14	wormbase
WBInteraction000567375	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004798	sip-1	Target	P34689	glh-1	Q20363	sip-1	wormbase
WBInteraction000567378	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00010419	atp-1	Target	P34689	glh-1	Q9XXK1	atp-1	wormbase
WBInteraction000567382	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00000064	act-2	Target	P34689	glh-1	P10984	act-2	wormbase
WBInteraction000567386	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00001600	glh-3	Target	P34689	glh-1	O01836	glh-3	wormbase
WBInteraction000567387	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00002008	hsp-4	Target	P34689	glh-1	P20163	hsp-4	wormbase
WBInteraction000567389	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00003920	par-5	Target	P34689	glh-1	P41932	par-5	wormbase
WBInteraction000567392	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00006434	prdx-2	Target	P34689	glh-1	A0A0K3AUJ9	prdx-2	wormbase
WBInteraction000567403	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00018612	disl-2	Target	P34689	glh-1	Q09568	disl-2	wormbase
WBInteraction000567407	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00002064	iff-1	Target	P34689	glh-1	P34563	iff-1	wormbase
WBInteraction000567413	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00001093	drp-1	Target	P34689	glh-1	Q8WQC9	drp-1	wormbase
WBInteraction000567417	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00003963	pdi-2	Target	P34689	glh-1	Q17770	pdi-2	wormbase
WBInteraction000567420	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00001601	glh-4	Target	P34689	glh-1	O76743	glh-4	wormbase
WBInteraction000567424	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00002007	hsp-3	Target	P34689	glh-1	P27420	hsp-3	wormbase
WBInteraction000567425	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00002010	hsp-6	Target	P34689	glh-1	P11141	hsp-6	wormbase
WBInteraction000567438	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00003989	pfn-1	Target	P34689	glh-1	Q9XW16	pfn-1	wormbase
WBInteraction000567439	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004504	rpt-4	Target	P34689	glh-1	O17071	rpt-4	wormbase
WBInteraction000567440	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004502	rpt-2	Target	P34689	glh-1	O16368	rpt-2	wormbase
WBInteraction000567441	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004501	rpt-1	Target	P34689	glh-1	Q18787	rpt-1	wormbase
WBInteraction000567442	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004459	rpn-2	Target	P34689	glh-1	Q18115	rpn-2	wormbase
WBInteraction000567443	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004460	rpn-3	Target	P34689	glh-1	Q04908	rpn-3	wormbase
WBInteraction000567463	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00001169	eef-1A.2	Target	P34689	glh-1	P53013	eft-3	wormbase
WBInteraction000567467	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00022034	deps-1	Target	P34689	glh-1	Q9N303	deps-1	wormbase
WBInteraction000567472	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004506	rpt-6	Target	P34689	glh-1	Q9XTT9	rpt-6	wormbase
WBInteraction000567479	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004439	rpl-25.2	Target	P34689	glh-1	Q20647	rpl-25.2	wormbase
WBInteraction000567480	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004296	rad-50	Target	P34689	glh-1	O44199	rad-50	wormbase
WBInteraction000567489	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004434	rpl-22	Target	P34689	glh-1	P52819	rpl-22	wormbase
WBInteraction000567490	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004436	rpl-24.1	Target	P34689	glh-1	O01868	rpl-24.1	wormbase
WBInteraction000567498	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004420	rpl-9	Target	P34689	glh-1	Q95Y90	rpl-9	wormbase
WBInteraction000567499	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004408	rla-0	Target	P34689	glh-1	Q93572	rla-0	wormbase
WBInteraction000567500	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004409	rla-1	Target	P34689	glh-1	P91913	rla-1	wormbase
WBInteraction000567502	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004481	rps-12	Target	P34689	glh-1	P49196	rps-12	wormbase
WBInteraction000567507	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004488	rps-19	Target	P34689	glh-1	O18650	rps-19	wormbase
WBInteraction000567508	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004492	rps-23	Target	P34689	glh-1	Q19877	rps-23	wormbase
WBInteraction000567509	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004494	rps-25	Target	P34689	glh-1	P52821	rps-25	wormbase
WBInteraction000567510	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004495	rps-26	Target	P34689	glh-1	O45499	rps-26	wormbase
WBInteraction000567511	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00006725	ubl-1	Target	P34689	glh-1	P37165	ubl-1	wormbase
WBInteraction000567513	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004470	rps-1	Target	P34689	glh-1	P48154	rps-1	wormbase
WBInteraction000567518	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004478	rps-9	Target	P34689	glh-1	Q20228	rps-9	wormbase
WBInteraction000567520	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00022678	sar-1	Target	P34689	glh-1	Q23445	sar-1	wormbase
WBInteraction000567521	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004916	snr-3	Target	P34689	glh-1	Q10013	snr-3	wormbase
WBInteraction000567522	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004917	snr-4	Target	P34689	glh-1	Q18786	snr-4	wormbase
WBInteraction000567523	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00014202	mmcm-1	Target	P34689	glh-1	Q23381	mmcm-1	wormbase
WBInteraction000567524	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00004395	rol-3	Target	P34689	glh-1	Q8I7I5	rol-3	wormbase
WBInteraction000567526	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00000377	cct-1	Target	P34689	glh-1	P41988	cct-1	wormbase
WBInteraction000567528	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00000379	cct-4	Target	P34689	glh-1	P47208	cct-4	wormbase
WBInteraction000567531	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00000381	cct-6	Target	P34689	glh-1	P46550	cct-6	wormbase
WBInteraction000567548	Physical	ProteinProtein	Chen W et al. (2020) Genetics The Dynamics of P Granule Liquid Droplets Are Regulated by the ....	WBGene00001598	glh-1	Bait	WBGene00013025	vha-13	Target	P34689	glh-1	Q9XW92	vha-13	wormbase
WBInteraction000567556	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00015802	kynu-1	Target	Q10658	unc-119	Q18026	flu-2	wormbase
WBInteraction000567557	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00014218	prp-40	Target	Q10658	unc-119	P34600	ZK1098.1	wormbase
WBInteraction000567566	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00006541	tbh-1	Target	Q10658	unc-119	Q9XTQ6	tbh-1	wormbase
WBInteraction000567567	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00015116	paic-1	Target	Q10658	unc-119	Q10457	pacs-1	wormbase
WBInteraction000567568	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00012484	car-1	Target	Q10658	unc-119	Q9XW17	car-1	wormbase
WBInteraction000567569	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00006961	xnp-1	Target	Q10658	unc-119	Q9U7E0	xnp-1	wormbase
WBInteraction000567571	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00020511	immt-1	Target	Q10658	unc-119	Q22505	immt-1	wormbase
WBInteraction000567573	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00000197	aars-2	Target	Q10658	unc-119	O01541	aars-2	wormbase
WBInteraction000567575	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00016020	sptl-1	Target	Q10658	unc-119	P91079	sptl-1	wormbase
WBInteraction000567577	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00007955	selt-1.1	Target	Q10658	unc-119	Q9U3N5	selt-1.1	wormbase
WBInteraction000567580	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00007024	plin-1	Target	Q10658	unc-119	A8WHP8	plin-1	wormbase
WBInteraction000567582	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00019322	ahcy-1	Target	Q10658	unc-119	P27604	ahcy-1	wormbase
WBInteraction000567583	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00012230	cacn-1	Target	Q10658	unc-119	G5EG14	cacn-1	wormbase
WBInteraction000567584	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00001944	his-70	Target	Q10658	unc-119	Q27490	his-70	wormbase
WBInteraction000567586	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00003214	mel-32	Target	Q10658	unc-119	P50432	mel-32	wormbase
WBInteraction000567587	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00011109	gpch-1	Target	Q10658	unc-119	Q21827	R07E5.1	wormbase
WBInteraction000567588	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00003415	mars-1	Target	Q10658	unc-119	Q20970	mars-1	wormbase
WBInteraction000567589	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00014098	ogdh-2	Target	Q10658	unc-119	Q23629	ogdh-2	wormbase
WBInteraction000567590	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00007812	C29F7.3	Target	Q10658	unc-119	O17622	C29F7.3	wormbase
WBInteraction000567592	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00020682	T22D1.3	Target	Q10658	unc-119	Q9GZH3	T22D1.3	wormbase
WBInteraction000567599	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00007010	alx-1	Target	Q10658	unc-119	P34552	alx-1	wormbase
WBInteraction000567600	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00002196	kin-10	Target	Q10658	unc-119	P28548	kin-10	wormbase
WBInteraction000567601	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00006351	sur-5	Target	Q10658	unc-119	Q21166	sur-5	wormbase
WBInteraction000567602	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00002058	ifd-2	Target	Q10658	unc-119	Q19782	ifd-2	wormbase
WBInteraction000567604	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00000942	deb-1	Target	Q10658	unc-119	P19826	deb-1	wormbase
WBInteraction000567606	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00016913	lam-2	Target	Q10658	unc-119	Q18823	lam-2	wormbase
WBInteraction000567610	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00003497	mup-4	Target	Q10658	unc-119	Q21281	mup-4	wormbase
WBInteraction000567611	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00010370	ctg-1	Target	Q10658	unc-119	O17907	ctg-1	wormbase
WBInteraction000567612	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00000100	ajm-1	Target	Q10658	unc-119	A0A1C3NSL9	ajm-1	wormbase
WBInteraction000567614	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00013209	bub-3	Target	Q10658	unc-119	Q9XWH0	bub-3	wormbase
WBInteraction000567615	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00011510	pdha-1	Target	Q10658	unc-119	P52899	T05H10.6	wormbase
WBInteraction000567621	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00002073	ima-2	Target	Q10658	unc-119	P91276	ima-2	wormbase
WBInteraction000567622	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00015647	C09F5.1	Target	Q10658	unc-119	Q09231	C09F5.1	wormbase
WBInteraction000567627	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00003185	mek-1	Target	Q10658	unc-119	Q21307	mek-1	wormbase
WBInteraction000567636	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00003858	ogt-1	Target	Q10658	unc-119	O18158	ogt-1	wormbase
WBInteraction000567638	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00006787	unc-52	Target	Q10658	unc-119	Q06561	unc-52	wormbase
WBInteraction000567640	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00020185	pgk-1	Target	Q10658	unc-119	P91427	pgk-1	wormbase
WBInteraction000567641	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00000884	cyn-8	Target	Q10658	unc-119	P52016	cyn-8	wormbase
WBInteraction000567644	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00004304	ran-3	Target	Q10658	unc-119	Q18211	ran-3	wormbase
WBInteraction000567645	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00022056	ddx-35	Target	Q10658	unc-119	Q9BKQ8	ddx-35	wormbase
WBInteraction000567648	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00010593	gsnl-1	Target	Q10658	unc-119	Q21253	gsnl-1	wormbase
WBInteraction000567650	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00006930	vit-6	Target	Q10658	unc-119	P18948	vit-6	wormbase
WBInteraction000567652	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00006595	top-1	Target	Q10658	unc-119	O17966	top-1	wormbase
WBInteraction000567654	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00018967	ddx-15	Target	Q10658	unc-119	Q20875	ddx-15	wormbase
WBInteraction000567655	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00010677	gtbp-1	Target	Q10658	unc-119	Q21351	gtbp-1	wormbase
WBInteraction000567656	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00002052	ifa-4	Target	Q10658	unc-119	P90900	ifa-4	wormbase
WBInteraction000567657	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00002280	let-2	Target	Q10658	unc-119	P17140	let-2	wormbase
WBInteraction000567658	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00003530	nas-11	Target	Q10658	unc-119	Q21432	nas-11	wormbase
WBInteraction000567659	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00004456	rpl-43	Target	Q10658	unc-119	Q9U2A8	rpl-43	wormbase
WBInteraction000567660	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00008288	cfap-20	Target	Q10658	unc-119	Q86D25	C54C6.6	wormbase
WBInteraction000567663	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00019001	ipgm-1	Target	Q10658	unc-119	G5EFZ1	ipgm-1	wormbase
WBInteraction000567665	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00012964	Y48A6B.3	Target	Q10658	unc-119	Q9XXD4	Y48A6B.3	wormbase
WBInteraction000567666	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00006764	unc-27	Target	Q10658	unc-119	Q9GYF1	unc-27	wormbase
WBInteraction000567668	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00001077	dpy-18	Target	Q10658	unc-119	Q10576	dpy-18	wormbase
WBInteraction000567669	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00007135	cdk-12	Target	Q10658	unc-119	P46551	cdk-12	wormbase
WBInteraction000567670	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00003929	pat-2	Target	Q10658	unc-119	P34446	pat-2	wormbase
WBInteraction000567674	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00022470	mrpl-19	Target	Q10658	unc-119	Q95Y83	mrpl-19	wormbase
WBInteraction000567675	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00003930	pat-3	Target	Q10658	unc-119	Q27874	pat-3	wormbase
WBInteraction000567676	Physical	ProteinProtein	He L et al. (2020) Elife Cortical anchoring of the microtubule cytoskeleton is essential for neuron ....	WBGene00006843	unc-119	Bait	WBGene00002344	let-70	Target	Q10658	unc-119	P35129	let-70	wormbase
