From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
WBGene00009647	Q09564	reviewed	PHLPP_CAEEL	Protein phosphatase PHLPP-like protein (EC 3.1.3.16) (PH domain and leucine-rich repeat-containing protein phosphatase phlp-2)	phlp-2 F43C1.1	Caenorhabditis elegans	1126
WBGene00006763	G5ECL2	reviewed	SYNJ_CAEEL	Synaptojanin (EC 3.1.3.36) (Synaptic inositol 1,4,5-trisphosphate 5-phosphatase) (Uncoordinated protein 26)	unc-26 JC8.10	Caenorhabditis elegans	1119
WBGene00004441	P91914	reviewed	RL27_CAEEL	Large ribosomal subunit protein eL27 (60S ribosomal protein L27)	rpl-27 C53H9.1	Caenorhabditis elegans	136
WBGene00001583	Q93903	reviewed	GFI3_CAEEL	Protein gfi-3	gfi-3 M163.4	Caenorhabditis elegans	800
WBGene00003390	Q9BLB6	reviewed	RU2A_CAEEL	Probable U2 small nuclear ribonucleoprotein A' (U2 snRNP A') (Masculinization of germline protein 2) (Spliceosome-associated protein mog-2)	mog-2 sap-1 H20J04.8	Caenorhabditis elegans	253
WBGene00016610	Q94177	reviewed	ADRL_CAEEL	Progestin and adipoQ receptor-like protein 1	paqr-1 C43G2.1	Caenorhabditis elegans	434
WBGene00000882	P52014	reviewed	CYP6_CAEEL	Peptidyl-prolyl cis-trans isomerase 6 (PPIase 6) (EC 5.2.1.8) (Cyclophilin-6) (Rotamase 6)	cyn-6 cyp-6 F42G9.2	Caenorhabditis elegans	201
WBGene00004405	Q27274	reviewed	RO60_CAEEL	RNA-binding protein RO60 (60 kDa SS-A/Ro ribonucleoprotein homolog)	rop-1 C12D8.11	Caenorhabditis elegans	643
WBGene00003914	Q4TT88	reviewed	PSA_CAEEL	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)	pam-1 F49E8.3	Caenorhabditis elegans	948
WBGene00004916	Q10013	reviewed	SMD1_CAEEL	Probable small nuclear ribonucleoprotein Sm D1 (Sm-D1) (snRNP core protein D1)	snr-3 T28D9.10	Caenorhabditis elegans	126
WBGene00011884	Q27527	reviewed	ENO_CAEEL	Enolase (EC 4.2.1.11) (2-phospho-D-glycerate hydro-lyase) (2-phosphoglycerate dehydratase)	enol-1 T21B10.2	Caenorhabditis elegans	434
WBGene00011334	P49391	reviewed	RT14_CAEEL	Small ribosomal subunit protein uS14m (40S ribosomal protein S14, mitochondrial) (MRP-S14) (S14mt)	mrps-14 T01E8.6	Caenorhabditis elegans	199
WBGene00000788	G5EGP8	reviewed	CATZ1_CAEEL	Cathepsin Z-1 (EC 3.4.18.1)	cpz-1 F32B5.8	Caenorhabditis elegans	306
WBGene00003821	Q21086	reviewed	GNL3_CAEEL	Guanine nucleotide-binding protein-like 3 homolog (Nucleostemin-1)	nst-1 K01C8.9	Caenorhabditis elegans	556
WBGene00012896	Q9U2G0	reviewed	U520_CAEEL	U5 small nuclear ribonucleoprotein 200 kDa helicase (EC 3.6.4.13) (BRR2 homolog)	snrp-200 Y46G5A.4	Caenorhabditis elegans	2145
WBGene00002974	Q27218	reviewed	ACH7_CAEEL	Acetylcholine receptor subunit beta-type lev-1 (Levamisole-resistant protein 1)	lev-1 F09E8.7	Caenorhabditis elegans	507
WBGene00012128	Q9XUB9	reviewed	NRA1_CAEEL	Nicotinic receptor-associated protein 1	nra-1 T28F3.1	Caenorhabditis elegans	634
WBGene00004928	G5EDJ4	reviewed	SOC1_CAEEL	Multisubstrate adapter protein soc-1 (Suppressor Of Clr protein 1)	soc-1 F41F3.2	Caenorhabditis elegans	430
WBGene00005029	Q09205	reviewed	SRA3_CAEEL	Serpentine receptor class alpha-3 (Protein sra-3)	sra-3 AH6.7	Caenorhabditis elegans	329
WBGene00012341	Q27533	reviewed	YH2M_CAEEL	Probable cation-transporting ATPase W08D2.5 (EC 7.2.2.-)	W08D2.5	Caenorhabditis elegans	1256
WBGene00022301	Q9N4C2	reviewed	CPSF1_CAEEL	Probable cleavage and polyadenylation specificity factor subunit 1 (Cleavage and polyadenylation specificity factor 160 kDa subunit) (CPSF 160 kDa subunit)	cpsf-1 Y76B12C.7	Caenorhabditis elegans	1454
WBGene00022797	P34672	reviewed	BST24_CAEEL	Bestrophin homolog 24	best-24 ZK688.2	Caenorhabditis elegans	632
WBGene00020601	P41843	reviewed	YO93_CAEEL	Uncharacterized protein T20B12.3	T20B12.3	Caenorhabditis elegans	504
WBGene00002979	Q95Q62	reviewed	IP3KH_CAEEL	Inositol-trisphosphate 3-kinase homolog (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase homolog) (IP3 3-kinase) (IP3K) (InsP 3-kinase) (let-23 fertility effector 2)	lfe-2 C46H11.4	Caenorhabditis elegans	494
WBGene00004395	Q8I7I5	reviewed	ROL3_CAEEL	Protein roller-3	rol-3 C16D9.2	Caenorhabditis elegans	2481
WBGene00004035	Q9U1S7	reviewed	PKD2_CAEEL	Polycystin-2 (CePc2) (Polycystic kidney disease 2 protein homolog)	pkd-2 pdk-2 Y73F8A.1	Caenorhabditis elegans	716
WBGene00012641	Q86MP3	reviewed	EPG6_CAEEL	Ectopic P granules protein 6	epg-6 Y39A1A.1	Caenorhabditis elegans	388
WBGene00000214	G5EEI4	reviewed	ASP1_CAEEL	Aspartic protease 1 (EC 3.4.23.-)	asp-1 Y39B6A.20	Caenorhabditis elegans	396
WBGene00000039	Q18581	reviewed	ACN1_CAEEL	Inactive angiotensin-converting enzyme-related protein (ACE-like non-metallopeptidase protein 1)	acn-1 C42D8.5	Caenorhabditis elegans	906
WBGene00008729	Q19375	reviewed	IWS1_CAEEL	IWS1-like protein	F13B12.1	Caenorhabditis elegans	511
WBGene00009192	Q09551	reviewed	ASAH2_CAEEL	Probable acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylsphingosine amidohydrolase)	asah-2 F27E5.1	Caenorhabditis elegans	401
WBGene00012970	Q9XXC8	reviewed	MECR2_CAEEL	Enoyl-[acyl-carrier-protein] reductase, mitochondrial (EC 1.3.1.104) (2-enoyl thioester reductase)	Y48A6B.9	Caenorhabditis elegans	346
WBGene00000180	Q09654	reviewed	TRI23_CAEEL	E3 ubiquitin-protein ligase arc-1 (EC 2.3.2.27) (Putative GTP-binding protein trim-23 homolog) (RING-type E3 ubiquitin transferase arc-1)	arc-1 arl-4 ZK1320.6	Caenorhabditis elegans	539
WBGene00008654	Q19311	reviewed	PUR4_CAEEL	Probable phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase)	pfas-1 F10F2.2	Caenorhabditis elegans	1324
WBGene00004050	Q09525	reviewed	PARP2_CAEEL	Poly [ADP-ribose] polymerase 2 (EC 2.4.2.30) (Poly ADP-ribose metabolism enzyme 2) (Protein poly-ADP-ribosyltransferase parp-2) (EC 2.4.2.-)	parp-2 pme-2 E02H1.4	Caenorhabditis elegans	538
WBGene00016384	P53439	reviewed	CDSA_CAEEL	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase)	cdgs-1 C33H5.18	Caenorhabditis elegans	465
WBGene00006519	Q20779	reviewed	COX6A_CAEEL	Cytochrome c oxidase subunit 6A, mitochondrial (Cytochrome c oxidase polypeptide VIa)	cox-6A tag-174 F54D8.2	Caenorhabditis elegans	128
WBGene00021473	Q95XQ1	reviewed	SYDN_CAEEL	Synaptic defective enhancer 1	sydn-1 Y39G10AR.17	Caenorhabditis elegans	578
WBGene00002125	Q19746	reviewed	INX3_CAEEL	Innexin-3 (Protein opu-3)	inx-3 opu-3 F22F4.2	Caenorhabditis elegans	420
WBGene00016800	P34367	reviewed	YLJ2_CAEEL	Uncharacterized protein C50C3.2	C50C3.2/C50C3.3	Caenorhabditis elegans	2236
WBGene00007950	Q18474	reviewed	YE16_CAEEL	Uncharacterized protein C35A5.6	C35A5.6	Caenorhabditis elegans	239
WBGene00022856	P55216	reviewed	CGL2_CAEEL	Putative cystathionine gamma-lyase 2 (EC 4.4.1.1) (Gamma-cystathionase)	cth-2 ZK1127.10	Caenorhabditis elegans	392
WBGene00019296	Q21121	reviewed	MCU_CAEEL	Calcium uniporter protein, mitochondrial (cMCU)	mcu-1 K02B2.3	Caenorhabditis elegans	333
WBGene00020297	O44411	reviewed	NOG1_CAEEL	Nucleolar GTP-binding protein 1	nog-1 T07A9.9	Caenorhabditis elegans	681
WBGene00002783	O44743	reviewed	LE607_CAEEL	CREB-H transcription factor homolog let-607 (Lethal 607 protein)	let-607 F57B10.1	Caenorhabditis elegans	690
WBGene00000168	P41990	reviewed	APX1_CAEEL	Anterior pharynx in excess protein 1	apx-1 K08D9.3	Caenorhabditis elegans	515
WBGene00003482	P34576	reviewed	MUA3_CAEEL	Transmembrane cell adhesion receptor mua-3 (Muscle attachment abnormal protein 3)	mua-3 K08E5.3	Caenorhabditis elegans	3767
WBGene00001230	Q19706	reviewed	EIF3G_CAEEL	Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4)	eif-3.G F22B5.2	Caenorhabditis elegans	262
WBGene00001328	Q21313	reviewed	EPI1_CAEEL	Laminin-like protein epi-1 (Laminin alphaB) (Laminin subunit alpha epi-1)	epi-1 K08C7.3	Caenorhabditis elegans	3672
WBGene00011503	P34562	reviewed	GCC2_CAEEL	GRIP and coiled-coil domain-containing protein 2	gcc-2 T05G5.9	Caenorhabditis elegans	660
WBGene00009945	Q20681	reviewed	BAT38_CAEEL	BTB and MATH domain-containing protein 38	bath-38 F52H3.3	Caenorhabditis elegans	387
WBGene00000072	Q9U9K0	reviewed	ADD1_CAEEL	Adducin-related protein 1	add-1 F39C12.2	Caenorhabditis elegans	732
WBGene00004185	Q22006	reviewed	PRO1_CAEEL	Pre-rRNA-processing protein pro-1 (Proximal proliferation in germline protein 1)	pro-1 R166.4	Caenorhabditis elegans	529
WBGene00006940	O18209	reviewed	PMY13_CAEEL	Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase wee-1.3 (EC 2.7.11.1) (Lethal protein 37) (Myt1 kinase)	wee-1.3 let-37 myt-1 spe-37 Y53C12A.1	Caenorhabditis elegans	677
WBGene00015132	P34263	reviewed	YKAD_CAEEL	Uncharacterized protein B0303.14	B0303.14	Caenorhabditis elegans	407
WBGene00022717	Q02328	reviewed	SLAP2_CAEEL	Huntington interacting protein related 1 (Actin-binding protein SLA2 homolog)	hipr-1 ZK370.3	Caenorhabditis elegans	927
WBGene00016062	O76387	reviewed	PTH2_CAEEL	Probable peptidyl-tRNA hydrolase 2 (PTH 2) (EC 3.1.1.29)	C24G6.8	Caenorhabditis elegans	316
WBGene00022803	P34274	reviewed	TIPRL_CAEEL	TIP41-like protein	C02C2.6 ZK688.9	Caenorhabditis elegans	281
WBGene00003548	Q9N2V2	reviewed	NAS30_CAEEL	Zinc metalloproteinase nas-30 (EC 3.4.24.-) (Nematode astacin 30)	nas-30 Y95B8A.1	Caenorhabditis elegans	741
WBGene00003578	O45830	reviewed	NDX1_CAEEL	Putative nudix hydrolase 1 (EC 3.6.1.-)	ndx-1 T26E3.2	Caenorhabditis elegans	365
WBGene00012182	Q9XU63	reviewed	OSTA3_CAEEL	Organic solute transporter alpha-like protein 3 (Solute carrier family 51 subunit alpha homolog B)	osta-3 W01D2.5	Caenorhabditis elegans	348
WBGene00010990	Q09413	reviewed	ELOA1_CAEEL	Transcription elongation factor B polypeptide 3 (Elongin-A) (RNA polymerase II transcription factor SIII subunit A)	tceb-3 R03D7.4	Caenorhabditis elegans	434
WBGene00004892	Q9U3D4	reviewed	SMS1_CAEEL	Phosphatidylcholine:ceramide cholinephosphotransferase 1 (PC:ceramide cholinephosphotransferase 1) (EC 2.7.8.27) (Sphingomyelin synthase 1) (CSS3alpha1) (SMS-1)	sms-1 H21P03.3	Caenorhabditis elegans	469
WBGene00009831	Q20548	reviewed	RN207_CAEEL	Probable RING finger protein 207 homolog	F47G9.4	Caenorhabditis elegans	822
WBGene00001564	Q10663	reviewed	GCP_CAEEL	Bifunctional glyoxylate cycle protein (Gex-3-interacting protein 7) [Includes: Isocitrate lyase (ICL) (Isocitrase) (Isocitratase) (EC 4.1.3.1); Malate synthase (EC 2.3.3.9)]	icl-1 gei-7 C05E4.9	Caenorhabditis elegans	968
WBGene00004020	Q19076	reviewed	PHO1_CAEEL	Intestinal acid phosphatase (EC 3.1.3.2)	pho-1 EGAP2.3	Caenorhabditis elegans	449
WBGene00003525	Q9U3S9	reviewed	NAS6_CAEEL	Zinc metalloproteinase nas-6 (EC 3.4.24.-) (Nematode astacin 6)	nas-6 4R79.1	Caenorhabditis elegans	344
WBGene00016317	Q09268	reviewed	YQDA_CAEEL	Uncharacterized RING finger protein C32D5.10	C32D5.10	Caenorhabditis elegans	610
WBGene00003693	O16359	reviewed	NH103_CAEEL	Nuclear hormone receptor family member nhr-103	nhr-103 F44C8.4	Caenorhabditis elegans	394
WBGene00010791	O45687	reviewed	ADH2_CAEEL	Alcohol dehydrogenase 2 (EC 1.1.1.1) (Sorbitol dehydrogenase family protein 2)	sodh-2 K12G11.4	Caenorhabditis elegans	351
WBGene00011582	O02300	reviewed	NTR1_CAEEL	Nematocin receptor 1	ntr-1 T07D10.2	Caenorhabditis elegans	379
WBGene00006952	P91573	reviewed	WRT6_CAEEL	Warthog protein 6 [Cleaved into: Warthog protein 6 N-product; Warthog protein 6 C-product]	wrt-6 ZK377.1	Caenorhabditis elegans	593
WBGene00009051	Q19724	reviewed	NDUS6_CAEEL	Probable NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial (Complex I-13kD-A) (CI-13kD-A) (NADH-ubiquinone oxidoreductase 13 kDa-A subunit)	nduf-6 F22D6.4	Caenorhabditis elegans	140
WBGene00018569	Q7JP68	reviewed	KAPC2_CAEEL	cAMP-dependent protein kinase, catalytic subunit-like (EC 2.7.11.11)	F47F2.1	Caenorhabditis elegans	398
WBGene00006566	Q23623	reviewed	TGT_CAEEL	Queuine tRNA-ribosyltransferase catalytic subunit (EC 2.4.2.64) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)	tgt-1 ZK829.6	Caenorhabditis elegans	400
WBGene00002051	Q21065	reviewed	IFA3_CAEEL	Intermediate filament protein ifa-3 (Cel IF A3) (Intermediate filament protein A3) (IF-A3)	ifa-3 F52E10.5	Caenorhabditis elegans	581
WBGene00004981	Q9Y194	reviewed	SGPL_CAEEL	Sphingosine-1-phosphate lyase (S1PL) (SP-lyase) (SPL) (EC 4.1.2.27) (Sphingosine-1-phosphate aldolase)	spl-1 Y66H1B.4	Caenorhabditis elegans	552
WBGene00000599	Q17460	reviewed	COL10_CAEEL	Cuticle collagen 10	col-10 B0222.8	Caenorhabditis elegans	294
WBGene00007686	Q18090	reviewed	TOM40_CAEEL	Mitochondrial import receptor subunit TOM40 homolog (Translocase of outer membrane 40 kDa subunit homolog)	tomm-40 C18E9.6	Caenorhabditis elegans	301
WBGene00004424	P61866	reviewed	RL12_CAEEL	Large ribosomal subunit protein uL11 (60S ribosomal protein L12)	rpl-12 JC8.3	Caenorhabditis elegans	165
WBGene00013082	F3Y5P4	reviewed	GRDN_CAEEL	Girdin homolog (Coiled-coil domain-containing protein grdn-1)	grdn-1 Y51A2D.15	Caenorhabditis elegans	1319
WBGene00005663	Q18678	reviewed	SYSC_CAEEL	Probable serine--tRNA ligase, cytoplasmic (EC 6.1.1.11) (Seryl-tRNA synthetase) (SerRS) (Seryl-tRNA(Ser/Sec) synthetase)	sars-1 srs-2 C47E12.1	Caenorhabditis elegans	487
WBGene00006620	Q17800	reviewed	SVH1_CAEEL	Serine protease svh-1 (EC 3.4.21.-) (HGF/MSP/plasminogen-like protein svh-1) (Suppressor of vhp-1 deletion lethality protein svh-1)	svh-1 C07G1.1	Caenorhabditis elegans	951
WBGene00001069	P34688	reviewed	DPY7_CAEEL	Cuticle collagen dpy-7 (Protein dumpy-7)	dpy-7 F46C8.6	Caenorhabditis elegans	318
WBGene00015348	P34282	reviewed	YKK5_CAEEL	Uncharacterized protein C02F5.5	C02F5.5	Caenorhabditis elegans	173
WBGene00010964	P24893	reviewed	COX1_CAEEL	Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome c oxidase polypeptide I)	ctc-1 coI cox-1 MTCE.26	Caenorhabditis elegans	525
WBGene00007413	O17580	reviewed	NOC2L_CAEEL	Nucleolar complex protein 2 homolog (Protein NOC2 homolog) (Proximal proliferation in germline protein 2)	pro-2 C07E3.2	Caenorhabditis elegans	715
WBGene00044508	H2KYW5	reviewed	NSY7_CAEEL	Transcription factor nsy-7 (Neuronal symmetry protein 7)	nsy-7 C18F3.4	Caenorhabditis elegans	294
WBGene00018077	Q8WT51	reviewed	YL4M_CAEEL	Uncharacterized protein F35H12.5	F35H12.5	Caenorhabditis elegans	357
WBGene00007785	O17608	reviewed	SLFL1_CAEEL	Schlafen-like protein 1 (SLFL-1) (SLFN-like 1) (21U-RNA biogenesis fouled up protein 1) (PUCH complex member slfl-1) (Protein tofu-1)	tofu-1 C27H6.3	Caenorhabditis elegans	373
WBGene00001234	O62106	reviewed	IF6_CAEEL	Eukaryotic translation initiation factor 6 (eIF-6)	eif-6 C47B2.5	Caenorhabditis elegans	246
WBGene00008052	Q09500	reviewed	CTNS_CAEEL	Cystinosin homolog	ctns-1 C41C4.7	Caenorhabditis elegans	404
WBGene00011240	Q21920	reviewed	ANKHM_CAEEL	Ankyrin repeat and KH domain-containing protein mask-1 (Multiple ankyrin repeats single KH domain homolog)	mask-1 R11A8.7	Caenorhabditis elegans	2620
WBGene00001651	Q93971	reviewed	TRPG_CAEEL	Transient receptor potential channel (Abnormal gonad development protein 2)	gon-2 T01H8.5/T01H8.3/T01H8.4	Caenorhabditis elegans	2032
WBGene00002262	Q27888	reviewed	LDH_CAEEL	L-lactate dehydrogenase (LDH) (EC 1.1.1.27)	ldh-1 F13D12.2	Caenorhabditis elegans	333
WBGene00020803	Q10014	reviewed	YR01_CAEEL	Uncharacterized protein T25E4.1	T25E4.1	Caenorhabditis elegans	231
WBGene00013870	Q23261	reviewed	MTNB_CAEEL	Probable methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase) (EC 4.2.1.109)	ZC373.5	Caenorhabditis elegans	263
WBGene00006436	G4SLH0	reviewed	TTN1_CAEEL	Titin homolog (EC 2.7.11.1)	ttn-1 W06H8.8	Caenorhabditis elegans	18562
WBGene00016995	P53585	reviewed	ACLY_CAEEL	Probable ATP-citrate synthase (EC 2.3.3.8) (ATP-citrate (pro-S-)-lyase) (Citrate cleavage enzyme)	acly-1 D1005.1	Caenorhabditis elegans	1106
WBGene00009812	P53588	reviewed	SUCB1_CAEEL	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	suca-1 F47B10.1	Caenorhabditis elegans	435
WBGene00008443	Q8I0P7	reviewed	PDE3_CAEEL	Probable 3',5'-cyclic phosphodiesterase pde-3 (EC 3.1.4.17)	pde-3 E01F3.1	Caenorhabditis elegans	678
WBGene00011815	P34568	reviewed	SPOP_CAEEL	Speckle-type POZ protein homolog (BTB and MATH domain-containing protein 43) (HIB homolog)	spop-1 bath-43 T16H12.5	Caenorhabditis elegans	451
WBGene00000074	G5EDW5	reviewed	ADM2_CAEEL	Disintegrin and metalloproteinase domain-containing protein adm-2 (EC 3.4.24.-)	adm-2 C04A11.4	Caenorhabditis elegans	952
WBGene00007923	Q09269	reviewed	YQF4_CAEEL	Uncharacterized protein C34C12.4	C34C12.4	Caenorhabditis elegans	101
WBGene00021629	Q9N4V4	reviewed	SCPL3_CAEEL	CTD small phosphatase-like protein 3 (CTDSP-like 3) (EC 3.1.3.-)	scpl-3 Y47D9A.2	Caenorhabditis elegans	287
WBGene00001516	Q8MLZ5	reviewed	GAP2_CAEEL	Ras GTPase-activating protein gap-2 (GTPase-activating protein 2)	gap-2 ZK899.8	Caenorhabditis elegans	1207
WBGene00016381	Q18412	reviewed	SGO1_CAEEL	Shugoshin	sgo-1 C33H5.15	Caenorhabditis elegans	309
WBGene00008338	P90783	reviewed	PAF1_CAEEL	RNA polymerase II-associated factor 1 homolog	pafo-1 C55A6.9	Caenorhabditis elegans	425
WBGene00007753	P90754	reviewed	ENPP1_CAEEL	Ectonucleotide pyrophosphatase/phosphodiesterase C27A7.1 (EC 3.1.-.-)	C27A7.1	Caenorhabditis elegans	829
WBGene00018036	Q20027	reviewed	C25HL_CAEEL	Cholesterol 25-hydroxylase-like protein (EC 1.14.99.-)	F35C8.5	Caenorhabditis elegans	300
WBGene00002094	Q18060	reviewed	ILG1_CAEEL	Probable insulin-like peptide gamma-type 1 (Ceinsulin-3) [Cleaved into: B-chain-like peptide; A-chain-like peptide]	ins-11 C17C3.4	Caenorhabditis elegans	91
WBGene00011904	Q94071	reviewed	LIPB_CAEEL	Liprin-beta homolog (LAR-interacting protein beta)	hlb-1 T21H8.1	Caenorhabditis elegans	1004
WBGene00003435	P53017	reviewed	MSP19_CAEEL	Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142 (MSP)	msp-19 F36H12.7; msp-31 R05F9.13; msp-40 C33F10.9; msp-45 F58A6.8; msp-50 C34F11.4; msp-51 ZK354.5; msp-53 R13H9.4; msp-59 ZK354.11; msp-64 ZK1248.6; msp-65 ZK354.1; msp-81 K07F5.1; msp-113 ZK354.4; msp-142 K05F1.2	Caenorhabditis elegans	127
WBGene00003449	P05634	reviewed	MSP10_CAEEL	Major sperm protein 10/36/56/76 (MSP)	msp-10 K07F5.2; msp-36 C04G2.4; msp-56 K07F5.3; msp-76 ZK1251.6	Caenorhabditis elegans	127
WBGene00003467	P53017	reviewed	MSP19_CAEEL	Major sperm protein 19/31/40/45/50/51/53/59/61/65/81/113/142 (MSP)	msp-19 F36H12.7; msp-31 R05F9.13; msp-40 C33F10.9; msp-45 F58A6.8; msp-50 C34F11.4; msp-51 ZK354.5; msp-53 R13H9.4; msp-59 ZK354.11; msp-64 ZK1248.6; msp-65 ZK354.1; msp-81 K07F5.1; msp-113 ZK354.4; msp-142 K05F1.2	Caenorhabditis elegans	127
WBGene00007444	Q17828	reviewed	SUV3_CAEEL	ATP-dependent RNA helicase SUV3 homolog, mitochondrial (EC 3.6.4.13)	C08F8.2	Caenorhabditis elegans	719
WBGene00001994	Q8MQ70	reviewed	HIPK_CAEEL	Homeodomain-interacting protein kinase 1 (EC 2.7.11.1)	hpk-1 F20B6.8	Caenorhabditis elegans	846
WBGene00010963	P24892	reviewed	NU4M_CAEEL	NADH-ubiquinone oxidoreductase chain 4 (EC 7.1.1.2) (NADH dehydrogenase subunit 4)	nduo-4 nd4 MTCE.25	Caenorhabditis elegans	409
WBGene00000396	Q19319	reviewed	CADH4_CAEEL	Cadherin-4	cdh-4 F25F2.2	Caenorhabditis elegans	4328
WBGene00019624	O61887	reviewed	RNST2_CAEEL	Ribonuclease T2 protein rnst-2 (EC 4.6.1.19) (RNase T2 rnst-2)	rnst-2 K10C9.3	Caenorhabditis elegans	279
WBGene00000216	P55956	reviewed	ASP3_CAEEL	Aspartic protease 3 (EC 3.4.23.-)	asp-3 H22K11.1	Caenorhabditis elegans	398
WBGene00000784	P43508	reviewed	CPR4_CAEEL	Cathepsin B-like cysteine proteinase 4 (EC 3.4.22.-) (Cysteine protease-related 4)	cpr-4 F44C4.3	Caenorhabditis elegans	335
WBGene00018519	Q10454	reviewed	KARG1_CAEEL	Probable arginine kinase F46H5.3 (AK) (EC 2.7.3.3)	F46H5.3	Caenorhabditis elegans	396
WBGene00010957	P24885	reviewed	NU6M_CAEEL	NADH-ubiquinone oxidoreductase chain 6 (EC 7.1.1.2) (NADH dehydrogenase subunit 6)	nduo-6 nd6 MTCE.3	Caenorhabditis elegans	144
WBGene00003891	O45346	reviewed	OSM11_CAEEL	Notch ligand osm-11 (Osmotic avoidance abnormal protein 11)	osm-11 F11C7.5	Caenorhabditis elegans	189
WBGene00020269	O16520	reviewed	ERF1_CAEEL	Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1)	erfa-1 etf-1 T05H4.6	Caenorhabditis elegans	593
WBGene00006985	G5ED00	reviewed	ZIG8_CAEEL	Zwei Ig domain protein zig-8 (2 Ig domain protein zig-8)	zig-8 Y39E4B.8	Caenorhabditis elegans	268
WBGene00004128	C7IVR4	reviewed	PQN41_CAEEL	Polyglutamine-repeat protein pqn-41 (Prion-like-(Q/N-rich)-domain-bearing protein 41)	pqn-41 F53A3.4	Caenorhabditis elegans	2049
WBGene00008040	Q03575	reviewed	TTR5_CAEEL	Transthyretin-like protein 5	ttr-5 C40H1.5	Caenorhabditis elegans	139
WBGene00009813	Q20502	reviewed	HUTH1_CAEEL	Histidine ammonia-lyase (Histidase) (EC 4.3.1.3)	haly-1 F47B10.2	Caenorhabditis elegans	677
WBGene00011051	U4PCM1	reviewed	WDR33_CAEEL	pre-mRNA 3' end processing protein pfs-2 (Polyadenylation factor subunit homolog 2)	pfs-2 R06A4.9	Caenorhabditis elegans	809
WBGene00020496	H2KYH3	reviewed	RING2_CAEEL	E3 ubiquitin-protein ligase RING2 homolog spat-3 (RING domain-containing protein spat-3) (EC 2.3.2.27)	spat-3 T13H2.5	Caenorhabditis elegans	2476
WBGene00012652	Q9XX15	reviewed	NEP1_CAEEL	Ribosomal RNA small subunit methyltransferase nep-1 (EC 2.1.1.-) (18S rRNA (pseudouridine-N1)-methyltransferase) (Ribosome biogenesis protein nep-1)	Y39A1A.14	Caenorhabditis elegans	231
WBGene00021112	P91529	reviewed	RPC6_CAEEL	Probable DNA-directed RNA polymerase III subunit RPC6 (RNA polymerase III subunit C6) (DNA-directed RNA polymerase III subunit F)	W09C3.4	Caenorhabditis elegans	296
WBGene00003739	Q11088	reviewed	NLP1_CAEEL	Neuropeptide-like protein 1	nlp-1 C01C4.1	Caenorhabditis elegans	176
WBGene00019608	Q09994	reviewed	ANI2_CAEEL	Anillin-like protein 2	ani-2 K10B2.5	Caenorhabditis elegans	1009
WBGene00008722	Q19366	reviewed	DPOD2_CAEEL	Probable DNA polymerase delta small subunit (EC 2.7.7.7)	F12F6.7	Caenorhabditis elegans	451
WBGene00017042	P34376	reviewed	YLM2_CAEEL	Uncharacterized protein D2007.2	D2007.2	Caenorhabditis elegans	195
WBGene00003473	P17511	reviewed	MT1_CAEEL	Metallothionein-1 (MT-1) (Metallothionein-I) (MT-I)	mtl-1 met-1 K11G9.6	Caenorhabditis elegans	75
WBGene00004914	Q17348	reviewed	SMD3_CAEEL	Small nuclear ribonucleoprotein Sm D3 (Sm-D3) (snRNP core protein D3)	snr-1 Y116A8C.42	Caenorhabditis elegans	136
WBGene00020682	Q9GZH3	reviewed	IMDH_CAEEL	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	T22D1.3	Caenorhabditis elegans	534
WBGene00003585	Q9NA25	reviewed	NDX8_CAEEL	Peroxisomal coenzyme A diphosphatase ndx-8 (EC 3.6.1.-) (Nudix hydrolase 8)	ndx-8 Y87G2A.14	Caenorhabditis elegans	234
WBGene00011109	Q21827	reviewed	GPTC1_CAEEL	G patch domain-containing protein 1 homolog	R07E5.1	Caenorhabditis elegans	812
