From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
Q20591	Q20591	reviewed	VA0E_CAEEL	V-type proton ATPase subunit e (V-ATPase subunit e) (Vacuolar proton pump subunit e)	vha-17 fus-1 F49C12.13	Caenorhabditis elegans	86
Q09225	Q09225	reviewed	NRF6_CAEEL	Nose resistant to fluoxetine protein 6 (Protein nrf-6)	nrf-6 C08B11.4	Caenorhabditis elegans	822
Q18973	Q18973	reviewed	GSTK2_CAEEL	Glutathione s-transferase kappa 2 (EC 2.5.1.18)	gstk-2 D2024.7	Caenorhabditis elegans	225
G5EGQ6	G5EGQ6	reviewed	TEN1_CAEEL	Teneurin-1	ten-1 R13F6.4	Caenorhabditis elegans	2684
G5EG17	G5EG17	reviewed	SMC6_CAEEL	Structural maintenance of chromosomes protein 6 homolog smc-6	smc-6 F54D5.14	Caenorhabditis elegans	1149
P30627	P30627	reviewed	GLBH_CAEEL	Globin-like protein	glb-1 cbg-1 glo ZK637.13	Caenorhabditis elegans	159
Q9TXH9	Q9TXH9	reviewed	UBXN1_CAEEL	UBX domain-containing protein 1	ubxn-1 F23C8.4	Caenorhabditis elegans	299
Q95W18	Q9U2Z0	reviewed	OTXH_CAEEL	Homeobox protein ttx-1 (Abnormal thermotaxis protein 1) (OTX homeobox homolog ttx-1)	ttx-1 Y113G7A.6	Caenorhabditis elegans	391
Q27886	Q27886	reviewed	LIN44_CAEEL	Abnormal cell lineage protein 44 (Wnt protein)	lin-44 E01A2.3	Caenorhabditis elegans	348
Q21443	Q21443	reviewed	LMN1_CAEEL	Lamin-1 (Ce-lamin) (CeLam-1)	lmn-1 lam-1 DY3.2	Caenorhabditis elegans	566
Q19503	Q19503	reviewed	HM40_CAEEL	Homeobox protein ceh-40	ceh-40 F17A2.5	Caenorhabditis elegans	329
Q19203	Q19203	reviewed	UNC98_CAEEL	Zinc finger protein unc-98 (Uncoordinated protein 98)	unc-98 F08C6.7	Caenorhabditis elegans	310
Q09236	Q09236	reviewed	COPD_CAEEL	Probable coatomer subunit delta (Delta-coat protein) (Delta-COP)	copd-1 C13B9.3	Caenorhabditis elegans	515
O16658	O16658	reviewed	S35A3_CAEEL	UDP-N-acetylglucosamine/UDP-N-acetylgalactosamine transporter nstp-4 (Nucleotide sugar transporter protein nstp-4) (Solute carrier family 35 protein nstp-4)	nstp-4 C03H5.2	Caenorhabditis elegans	339
Q10003	Q10003	reviewed	GPCP2_CAEEL	Putative glycerophosphocholine phosphodiesterase GPCPD1 homolog 2 (EC 3.1.-.-)	gpcp-2 T05H10.7	Caenorhabditis elegans	796
Q19360	Q19360	reviewed	UBA3_CAEEL	NEDD8-activating enzyme E1 catalytic subunit (EC 6.2.1.64) (Ectopic membrane ruffles in embryo protein 1) (Ubiquitin-activating enzyme 3 homolog)	rfl-1 uba-3 F11H8.1	Caenorhabditis elegans	430
Q9N428	Q9N428	reviewed	TCL2_CAEEL	T-cell defective protein 2	tcl-2 Y38C1AA.4	Caenorhabditis elegans	435
Q21038	Q21038	reviewed	VER3_CAEEL	Tyrosine-protein kinase receptor ver-3 (EC 2.7.10.1) (Vascular endothelial growth factor receptor related 3)	ver-3 F59F3.1	Caenorhabditis elegans	1227
Q9NEQ0	Q9NEQ0	reviewed	FAT1_CAEEL	Omega-3 fatty acid desaturase fat-1 (FAT-1) (EC 1.14.19.-) (FAT-1 N3 desaturase) (Fatty acid desaturase 1) (Fatty acid metabolism 1)	fat-1 Y67H2A.8	Caenorhabditis elegans	402
Q9XVQ9	Q9XVQ9	reviewed	ELO2_CAEEL	Long chain fatty acid elongase 2 (ELO-2) (EC 2.3.1.-) (Elongation of long chain fatty acids protein 2) (F11E6.5/ELO-2) (Long-chain 3-oxoacyl-CoA synthase 2) (CEELO2)	elo-2 F11E6.5	Caenorhabditis elegans	274
A0A163UT06	A0A163UT06	reviewed	SET17_CAEEL	Histone-lysine N-methyltransferase set-17 (EC 2.1.1.-) (EC 2.1.1.364) (SET domain-containing protein 17)	set-17 T21B10.5	Caenorhabditis elegans	277
Q09318	Q09318	reviewed	YQY2_CAEEL	Uncharacterized protein F36G3.2	F36G3.2	Caenorhabditis elegans	313
Q21815	Q21815	reviewed	MIG23_CAEEL	Nucleoside-diphosphatase mig-23 (NDPase) (EC 3.6.1.6) (Abnormal cell migration protein 23)	mig-23 R07E4.4	Caenorhabditis elegans	552
Q21219	Q21219	reviewed	PEPT1_CAEEL	Peptide transporter family 1 (Di-/tri-peptide transporter CPTB) (Oligopeptide transporter 1)	pept-1 cptb opt-2 pep-2 K04E7.2	Caenorhabditis elegans	835
Q09436	Q09436	reviewed	MEX6_CAEEL	Zinc finger protein mex-6	mex-6 AH6.5	Caenorhabditis elegans	467
Q22695	Q22695	reviewed	CD5R1_CAEEL	Cyclin-dependent kinase 5 activator 1 (p35)	cdka-1 T23F11.3	Caenorhabditis elegans	356
Q95Q34	Q95Q34	reviewed	RIOK2_CAEEL	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1)	riok-2 Y105E8B.3	Caenorhabditis elegans	529
O17706	O17706	reviewed	NH169_CAEEL	Nuclear hormone receptor family member nhr-169	nhr-169 C54C8.1	Caenorhabditis elegans	356
Q09356	Q09356	reviewed	YRZ4_CAEEL	Uncharacterized protein T19H5.4	T19H5.4	Caenorhabditis elegans	178
Q21776	Q21776	reviewed	BUB1_CAEEL	Mitotic checkpoint serine/threonine-protein kinase bub-1 (EC 2.7.11.1) (Budding uninhibited by benzimidazole 1)	bub-1 R06C7.8	Caenorhabditis elegans	987
G5ED44	G5ED44	reviewed	FAT5_CAEEL	Delta(9)-fatty-acid desaturase fat-5 (EC 1.14.19.-) (Fatty acid desaturase 5) (FAT-5) (Palmitoyl-CoA fatty acid desaturase)	fat-5 W06D12.3	Caenorhabditis elegans	333
G5EFQ5	G5EFQ5	reviewed	RUNX1_CAEEL	Runt-related transcription factor rnt-1	rnt-1 mab-2 run-1 B0414.2	Caenorhabditis elegans	301
Q95Q27	Q95Q27	reviewed	HPR9_CAEEL	Cell cycle checkpoint protein hpr-9	hpr-9 Y39A1A.23	Caenorhabditis elegans	521
O01767	O01767	reviewed	EGG4_CAEEL	Inactive protein-tyrosine phosphatase egg-4 (Egg sterile protein 4) (Protein-tyrosine phosphatase-like protein egg-4)	egg-4 T21E3.1	Caenorhabditis elegans	753
Q22495	Q22495	reviewed	TSP12_CAEEL	Tetraspanin-12	tsp-12 T14G10.6	Caenorhabditis elegans	308
Q9XWU8	Q9XWU8	reviewed	VMP1_CAEEL	Ectopic P granules protein 3	epg-3 Y37D8A.22	Caenorhabditis elegans	458
Q20765	Q20765	reviewed	NHR7_CAEEL	Nuclear hormone receptor family member nhr-7	nhr-7 F54D1.4	Caenorhabditis elegans	536
Q18825	Q18825	reviewed	BAR1_CAEEL	Beta-catenin/armadillo-related protein 1 (Protruding vulva protein 1) (Suppressor of polyray 1)	bar-1 pvl-1 spy-1 C54D1.6	Caenorhabditis elegans	811
Q21270	Q21270	reviewed	COG6_CAEEL	Conserved oligomeric Golgi complex subunit 6 (COG complex subunit 6) (Component of oligomeric Golgi complex 6)	cogc-6 K07C11.9	Caenorhabditis elegans	642
Q7K755	Q7K755	reviewed	GLT11_CAEEL	Putative polypeptide N-acetylgalactosaminyltransferase 11 (pp-GaNTase 11) (EC 2.4.1.41) (Protein-UDP acetylgalactosaminyltransferase 11) (UDP-GalNAc:polypeptide N-acetylgalactosaminyltransferase 11)	gly-11 Y75B8A.9	Caenorhabditis elegans	605
Q22915	Q22915	reviewed	MEMO1_CAEEL	Protein memo-1 homolog (Mediator of ErbB2-driven cell motility 1 homolog) (Mediator of cell motility 1 homolog)	memo-1 tag-253 C37C3.8	Caenorhabditis elegans	350
P34405	P34405	reviewed	FLP23_CAEEL	FMRFamide-like neuropeptide 23 [Cleaved into: VVGQQDFLRF-amide]	flp-23 F22B7.2	Caenorhabditis elegans	83
Q9XUY5	Q9XUY5	reviewed	AT1B3_CAEEL	Probable sodium/potassium-transporting ATPase subunit beta-3 (Sodium/potassium-dependent ATPase subunit beta-3)	nkb-3 F55F3.3	Caenorhabditis elegans	317
P52906	P52906	reviewed	UNC30_CAEEL	Homeobox protein unc-30 (Uncoordinated protein 30)	unc-30 B0564.10	Caenorhabditis elegans	323
Q23223	Q23223	reviewed	MTR4_CAEEL	mRNA transport homolog 4 (Uncharacterized helicase W08D2.7) (EC 3.6.4.-)	mtr-4 W08D2.7	Caenorhabditis elegans	1026
Q21289	Q21289	reviewed	SSP10_CAEEL	Sperm-specific class P protein 10	ssp-10 K07F5.9	Caenorhabditis elegans	109
G2HK15	G2HK15	reviewed	APTF2_CAEEL	Transcription factor aptf-2	aptf-2 Y62E10A.17	Caenorhabditis elegans	367
P41937	P41937	reviewed	TBB4_CAEEL	Tubulin beta-4 chain (Beta-4-tubulin)	tbb-4 B0272.1	Caenorhabditis elegans	444
O45818	O45818	reviewed	DKF2_CAEEL	Serine/threonine-protein kinase dkf-2 (EC 2.7.11.13) (D kinase family-2)	dkf-2 T25E12.4	Caenorhabditis elegans	1070
P46558	P46558	reviewed	CKB1_CAEEL	Choline kinase B1 (EC 2.7.1.32)	ckb-1 B0285.8	Caenorhabditis elegans	371
Q22836	Q22836	reviewed	YGH1_CAEEL	Uncharacterized protein T27F2.1	T27F2.1	Caenorhabditis elegans	535
Q27245	Q27245	reviewed	YH24_CAEEL	Putative aminopeptidase W07G4.4 (EC 3.4.11.-)	lap-2 W07G4.4	Caenorhabditis elegans	522
G5EGN2	G5EGN2	reviewed	FAT6_CAEEL	Delta(9)-fatty-acid desaturase fat-6 (EC 1.14.19.-) (EC 1.14.19.1) (Fatty-acid desaturase 6) (FAT-6) (Stearoyl-CoA desaturase fat-6)	fat-6 VZK822L.1	Caenorhabditis elegans	339
Q9U298	Q9U298	reviewed	ACH8_CAEEL	Neuronal acetylcholine receptor subunit eat-2 (Abnormal pharyngeal pumping eat-2)	eat-2 Y48B6A.4	Caenorhabditis elegans	474
Q03615	Q03615	reviewed	SAEG2_CAEEL	Suppressor of activated egl-4 protein 2	saeg-2 T23G5.6	Caenorhabditis elegans	305
O45405	O45405	reviewed	EXL1_CAEEL	Chloride intracellular channel exl-1 (Exc-4-like protein)	exl-1 F26H11.5	Caenorhabditis elegans	238
Q22866	Q22866	reviewed	TPM1_CAEEL	Tropomyosin isoforms a/b/d/f (Levamisole resistant protein 11)	lev-11 tmy-1 Y105E8B.1	Caenorhabditis elegans	284
Q95US5	Q95US5	reviewed	BRE5_CAEEL	Beta-1,3-galactosyltransferase bre-5 (EC 2.4.1.-) (Bacillus thuringiensis toxin-resistant protein 5) (Bt toxin-resistant protein 5)	bre-5 T12G3.8	Caenorhabditis elegans	322
Q21339	Q21339	reviewed	NAD3_CAEEL	Sodium-dependent high-affinity dicarboxylate transporter 3 (Na(+)/dicarboxylate cotransporter 3) (NaDC-3) (ceNaDC3)	nac-3 indy-2 nad-2 K08E5.2	Caenorhabditis elegans	566
P52013	P52013	reviewed	CYP5_CAEEL	Peptidyl-prolyl cis-trans isomerase 5 (PPIase 5) (EC 5.2.1.8) (Cyclophilin-5) (Rotamase 5)	cyn-5 cyp-5 F31C3.1	Caenorhabditis elegans	204
O16580	O16580	reviewed	GLCM1_CAEEL	Putative glucosylceramidase 1 (EC 3.2.1.45)	gba-1 C33C12.3	Caenorhabditis elegans	523
Q09216	Q09216	reviewed	ERP1A_CAEEL	Putative endoplasmic reticulum metallopeptidase 1-A (EC 3.4.-.-) (FXNA-like protease)	B0495.7	Caenorhabditis elegans	895
P54812	P54812	reviewed	TERA2_CAEEL	Transitional endoplasmic reticulum ATPase homolog 2 (EC 3.6.4.6) (Cell division cycle-related protein 48.2) (p97/CDC48 homolog 2)	cdc-48.2 C41C4.8	Caenorhabditis elegans	810
P20784	P20784	reviewed	ROL6_CAEEL	Cuticle collagen rol-6 (Protein roller-6)	rol-6 T01B7.7	Caenorhabditis elegans	348
G5EEN8	G5EEN8	reviewed	AEX4_CAEEL	t-SNARE protein aex-4 (Aboc, expulsion defective protein 4)	aex-4 tag-81 T14G12.2	Caenorhabditis elegans	234
Q9XVI6	Q9XVI6	reviewed	SPTC3_CAEEL	Serine palmitoyltransferase 3 (EC 2.3.1.50) (Long chain base biosynthesis protein 3) (LCB 3) (Serine-palmitoyl-CoA transferase 3) (SPT 3) (SPT3)	sptl-3 T22G5.5	Caenorhabditis elegans	512
O01914	O01914	reviewed	TAF1B_CAEEL	TATA box-binding protein-associated factor RNA polymerase I subunit B (TATA box-binding protein-associated factor 1B) (TBP-associated factor 1B)	F23H11.2	Caenorhabditis elegans	865
Q17459	Q17459	reviewed	CO145_CAEEL	Putative cuticle collagen 145	col-145 B0222.7	Caenorhabditis elegans	294
Q9XTQ7	Q9XTQ7	reviewed	ZPT72_CAEEL	Zinc transporter zipt-7.2 (Histidine-rich membrane protein KE4 homolog 2)	zipt-7.2 hke-4.2 H13N06.5	Caenorhabditis elegans	462
O45923	O45923	reviewed	TTM1_CAEEL	Zinc transporter ttm-1 (Toxin-regulated target of MAPK 1) (Toxin-regulated target of p38MAPK)	ttm-1 Y39E4A.2	Caenorhabditis elegans	410
Q9XTT4	Q9XTT4	reviewed	ANI1_CAEEL	Anillin-like protein 1	ani-1 Y49E10.19	Caenorhabditis elegans	1159
H2KZ86	H2KZ86	reviewed	ABH52_CAEEL	Abhydrolase domain-containing protein abhd-5.2	abhd-5.2 cgi-58 C37H5.3	Caenorhabditis elegans	444
P26797	P26797	reviewed	HM19_CAEEL	Homeobox protein ceh-19	ceh-19 ceh16 F20D12.6	Caenorhabditis elegans	199
Q94417	Q94417	reviewed	CLC91_CAEEL	C-type lectin domain-containing protein 91	clec-91 ZK858.3	Caenorhabditis elegans	225
Q9TVY6	Q9TVY6	reviewed	SPE9_CAEEL	Sperm transmembrane protein 9 (Fertilization defective 9) (Spermatogenesis defective 9)	spe-9 C17D12.6	Caenorhabditis elegans	661
P54889	P54889	reviewed	ALH13_CAEEL	Probable delta-1-pyrroline-5-carboxylate synthase (P5CS) [Includes: Glutamate 5-kinase (GK) (EC 2.7.2.11) (Gamma-glutamyl kinase); Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Aldehyde dehydrogenase family 13) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase)]	alh-13 T22H6.2	Caenorhabditis elegans	802
Q09340	Q09340	reviewed	YR23_CAEEL	Uncharacterized protein W02B3.3	W02B3.3	Caenorhabditis elegans	111
O44952	O44952	reviewed	LONM_CAEEL	Lon protease homolog, mitochondrial (EC 3.4.21.53)	lonp-1 C34B2.6	Caenorhabditis elegans	971
O44477	O44477	reviewed	T17B1_CAEEL	Probable mitochondrial import inner membrane translocase subunit tim-17B.1	timm-17B.1 tim-17 timm-17 E04A4.5	Caenorhabditis elegans	181
Q94175	Q94175	reviewed	BEST9_CAEEL	Bestrophin homolog 9	best-9 C43G2.4	Caenorhabditis elegans	399
Q9U213	Q9U213	reviewed	SRRMH_CAEEL	SRRM2 protein homolog rsr-2 (SR protein-related rsr-2)	rsr-2 Y57A10A.19	Caenorhabditis elegans	425
Q9XX14	Q9XX14	reviewed	CNT2_CAEEL	Arf-GAP with ANK repeat and PH domain-containing protein cnt-2 (Centaurin-gamma-like protein cnt-2)	cnt-2 Y39A1A.15	Caenorhabditis elegans	1107
Q19749	Q19749	reviewed	ODP2_CAEEL	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial (EC 2.3.1.12) (Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex) (Pyruvate dehydrogenase complex component E2) (PDC-E2) (PDCE2)	dlat-1 F23B12.5	Caenorhabditis elegans	507
Q20728	Q20728	reviewed	TBCB_CAEEL	Tubulin-specific chaperone B (Tubulin-folding cofactor B) (CoB)	tbcb-1 F53F4.3	Caenorhabditis elegans	229
O17670	O17670	reviewed	EYA1_CAEEL	Eyes absent homolog 1 (EC 3.1.3.48)	eya-1 C49A1.4	Caenorhabditis elegans	503
P46580	P46580	reviewed	ANM5_CAEEL	Protein arginine N-methyltransferase 5 (EC 2.1.1.320)	prmt-5 tag-251 C34E10.5	Caenorhabditis elegans	734
Q19329	Q19329	reviewed	TSR1_CAEEL	Pre-rRNA-processing protein TSR1 homolog	tag-151 F10G7.1	Caenorhabditis elegans	785
Q18192	Q18192	reviewed	NHR31_CAEEL	Nuclear hormone receptor family member nhr-31	nhr-31 C26B2.3	Caenorhabditis elegans	583
P34269	P34269	reviewed	TYR1_CAEEL	Putative tyrosinase-like protein tyr-1	tyr-1 C02C2.1/C02C2.2	Caenorhabditis elegans	601
P34713	P34713	reviewed	PGP3_CAEEL	Multidrug resistance protein pgp-3 (EC 7.6.2.2) (P-glycoprotein C) (P-glycoprotein-related protein 3)	pgp-3 ZK455.7	Caenorhabditis elegans	1268
Q09533	Q09533	reviewed	RL10_CAEEL	Large ribosomal subunit protein uL16 (60S ribosomal protein L10) (QM protein homolog)	rpl-10 F10B5.1	Caenorhabditis elegans	214
G5EFL9	G5EFL9	reviewed	NPASH_CAEEL	PAS domain-containing protein cky-1 (CKY homolog) (bHLH-PAS transcription factor cky-1)	cky-1 cNXFL C15C8.2	Caenorhabditis elegans	676
P34314	P34314	reviewed	TLK1_CAEEL	Serine/threonine-protein kinase tousled-like 1 (EC 2.7.11.1) (Tousled-like kinase 1)	tlk-1 C07A9.3	Caenorhabditis elegans	965
Q9TXQ1	Q9TXQ1	reviewed	TNKS1_CAEEL	Poly [ADP-ribose] polymerase tankyrase (EC 2.4.2.30) (Poly ADP-ribose metabolism enzyme 5) (Protein poly-ADP-ribosyltransferase tankyrase) (EC 2.4.2.-)	tank-1 pme-5 ZK1005.1	Caenorhabditis elegans	2276
H2L045	H2L045	reviewed	TENSH_CAEEL	Tensin homolog (EC 3.1.3.48) (C1 domain-containing phosphatase and tensin homolog) (Suppressor of vhp-1 deletion lethality protein svh-6)	tns-1 svh-6 tag-163 M01E11.7	Caenorhabditis elegans	1354
H2KZ60	H2KZ60	reviewed	RIG6_CAEEL	Contactin rig-6	rig-6 C33F10.5	Caenorhabditis elegans	1196
Q23376	Q23376	reviewed	RGS9_CAEEL	Regulator of G-protein signaling rgs-9	rgs-9 ZC53.7	Caenorhabditis elegans	235
Q9U3N5	Q9U3N5	reviewed	SELT1_CAEEL	Thioredoxin reductase-like selenoprotein T homolog selt-1.1 (EC 1.8.1.9)	selt-1.1 C35C5.3	Caenorhabditis elegans	247
Q09473	Q09473	reviewed	ERD22_CAEEL	ER lumen protein-retaining receptor erd-2.2	erd-2.2 C28H8.4	Caenorhabditis elegans	213
O02334	O02334	reviewed	PRI2_CAEEL	DNA primase large subunit	pri-2 W02D9.1	Caenorhabditis elegans	503
P34271	P34271	reviewed	CUP4_CAEEL	Acetylcholine receptor-like protein cup-4 (Coelomocyte uptake defective protein 4)	cup-4 C02C2.3	Caenorhabditis elegans	433
P34392	P34392	reviewed	YLS7_CAEEL	Uncharacterized protein F09G8.7	F09G8.7	Caenorhabditis elegans	100
Q22307	Q22307	reviewed	DHX9_CAEEL	ATP-dependent RNA helicase A (EC 3.6.4.13) (Nuclear DNA helicase II) (NDH II)	rha-1 T07D4.3	Caenorhabditis elegans	1301
Q10459	Q10459	reviewed	MOM2_CAEEL	Protein mom-2	mom-2 F38E1.7	Caenorhabditis elegans	362
Q9NAG4	Q9NAG4	reviewed	MAC1_CAEEL	Protein mac-1 (Member of AAA family that binds ced-4)	mac-1 Y48C3A.7	Caenorhabditis elegans	813
Q9GQ63	Q9GQ63	reviewed	YL59_CAEEL	Uncharacterized protein F44E2.9	F44E2.9	Caenorhabditis elegans	122
P52713	P52713	reviewed	MMSA_CAEEL	Probable methylmalonate-semialdehyde/malonate-semialdehyde dehydrogenase [acylating], mitochondrial (MMSDH) (EC 1.2.1.27) (Malonate-semialdehyde dehydrogenase [acylating])	alh-8 F13D12.4	Caenorhabditis elegans	523
Q9Y1J3	Q9Y1J3	reviewed	PDPK1_CAEEL	3-phosphoinositide-dependent protein kinase 1 (EC 2.7.11.1) (Pdk-class protein kinase 1)	pdk-1 H42K12.1	Caenorhabditis elegans	636
Q95YD4	Q95YD4	reviewed	KIN32_CAEEL	Inactive tyrosine-protein kinase kin-32	kin-32 C30F8.4	Caenorhabditis elegans	867
Q09629	Q09629	reviewed	KADY_CAEEL	Probable adenylate kinase isoenzyme ZK673.2 (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)	ZK673.2	Caenorhabditis elegans	222
Q11117	Q11117	reviewed	LMP1_CAEEL	LAMP family protein lmp-1	lmp-1 C03B1.12	Caenorhabditis elegans	237
Q18273	Q18273	reviewed	HM43_CAEEL	Homeobox protein ceh-43	ceh-43 dopy-2 C28A5.4	Caenorhabditis elegans	273
G5EBL2	G5EBL2	reviewed	MES1_CAEEL	Protein mes-1 (Maternal-effect sterile protein 1)	mes-1 F54F7.5	Caenorhabditis elegans	966
P98060	P98060	reviewed	NAS35_CAEEL	Zinc metalloproteinase dpy-31 (EC 3.4.24.-) (Nematode astacin 35) (Procollagen C-proteinase) (Tollish protein 2)	dpy-31 nas-35 toh-2 R151.5	Caenorhabditis elegans	592
G5EGJ5	G5EGJ5	reviewed	IDA1_CAEEL	Receptor-type tyrosine-protein phosphatase-like ida-1 (Dense-core vesicle membrane protein ida-1) (Related to islet cell diabetic autoantigen protein)	ida-1 ia2 B0244.2	Caenorhabditis elegans	767
Q95Q00	Q95Q00	reviewed	SUCH1_CAEEL	Suppressor of spindle checkpoint defect 1	such-1 som-2 Y66D12A.17	Caenorhabditis elegans	798
Q965W2	Q965W2	reviewed	NHR86_CAEEL	Nuclear hormone receptor family member nhr-86	nhr-86 Y40B10A.8	Caenorhabditis elegans	407
P45963	P45963	reviewed	ACR7_CAEEL	Acetylcholine receptor subunit alpha-type acr-7	acr-7 T09A5.3	Caenorhabditis elegans	538
Q22295	Q22295	reviewed	UGT50_CAEEL	Putative UDP-glucuronosyltransferase ugt-50 (UDPGT 50) (EC 2.4.1.17)	ugt-50 ugt16 T07C5.1	Caenorhabditis elegans	523
Q17413	Q17413	reviewed	UCK_CAEEL	Probable uridine-cytidine kinase (UCK) (EC 2.7.1.48) (Cytidine monophosphokinase) (Uridine monophosphokinase)	B0001.4	Caenorhabditis elegans	248
Q20757	Q20757	reviewed	PUF5_CAEEL	Pumilio domain-containing protein 5	puf-5 F54C9.8	Caenorhabditis elegans	553
P34550	P34550	reviewed	YNJ6_CAEEL	Uncharacterized protein R10E11.6	R10E11.6	Caenorhabditis elegans	371
Q11102	Q11102	reviewed	TG278_CAEEL	Putative protein tag-278	tag-278 C02F12.7	Caenorhabditis elegans	1130
Q93324	Q93324	reviewed	MANBA_CAEEL	Probable beta-mannosidase (EC 3.2.1.25) (Mannanase) (Mannase)	C33G3.4	Caenorhabditis elegans	900
B2D6P4	B2D6P4	reviewed	TBPL1_CAEEL	TATA box-binding protein-like 1 (TBP-like) (TBP-like factor) (CeTLF)	tlf-1 F39H11.2	Caenorhabditis elegans	508
Q9TYT0	Q9TYT0	reviewed	HMBX1_CAEEL	Homeobox-containing protein 1	hmbx-1 F54A5.1	Caenorhabditis elegans	424
Q8ITW8	Q8ITW8	reviewed	NHR80_CAEEL	Nuclear hormone receptor family member nhr-80	nhr-80 H10E21.3	Caenorhabditis elegans	504
Q22067	Q22067	reviewed	AATC_CAEEL	Aspartate aminotransferase, cytoplasmic (EC 2.6.1.1) (Glutamate oxaloacetate transaminase 1.2) (Transaminase A)	got-1.2 got-1 T01C8.5	Caenorhabditis elegans	408
Q9GYS1	Q9GYS1	reviewed	MES6_CAEEL	Polycomb protein mes-6 (ESC homolog) (Maternal-effect sterile protein 6)	mes-6 C09G4.5	Caenorhabditis elegans	459
Q21929	Q21929	reviewed	DCXR_CAEEL	L-xylulose reductase (XR) (EC 1.1.1.10) (Dicarbonyl/L-xylulose reductase) (DCXR) (Short-chain dehydrogenase 21)	dhs-21 R11D1.11	Caenorhabditis elegans	251
G1FC92	G1FC92	reviewed	MIG21_CAEEL	Abnormal cell migration protein 21	mig-21 F01F1.13	Caenorhabditis elegans	306
Q02328	Q02328	reviewed	SLAP2_CAEEL	Huntington interacting protein related 1 (Actin-binding protein SLA2 homolog)	hipr-1 ZK370.3	Caenorhabditis elegans	927
O01498	O01498	reviewed	STAM1_CAEEL	Signal transducing adapter molecule 1 (STAM-1) (Prion-like-(Q/N-rich) domain-bearing protein 19)	stam-1 pqn-19 C34G6.7	Caenorhabditis elegans	457
O45933	O45933	reviewed	SEH1_CAEEL	Nucleoporin SEH1 (CeSeh1) (GATOR complex protein SEH1) (Nuclear pore complex protein 18) (SEC13-like protein)	npp-18 Y43F4B.4	Caenorhabditis elegans	363
Q22531	Q22531	reviewed	AMP2_CAEEL	Putative aminopeptidase-2 (EC 3.4.11.-)	T16G12.1	Caenorhabditis elegans	1890
Q09466	Q09466	reviewed	WHT3_CAEEL	ABC transporter ATP-binding protein/permease wht-3 (White related ABC transporter 3)	wht-3 C16C10.12	Caenorhabditis elegans	610
Q09551	Q09551	reviewed	ASAH2_CAEEL	Probable acid ceramidase (AC) (ACDase) (Acid CDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylsphingosine amidohydrolase)	asah-2 F27E5.1	Caenorhabditis elegans	401
P34705	P34705	reviewed	KUP1_CAEEL	Protein kup-1	kup-1 F10C2.2	Caenorhabditis elegans	385
G5EFX6	G5EFX6	reviewed	SLIT1_CAEEL	Slit homolog 1 protein (Slt-1)	slt-1 F40E10.4	Caenorhabditis elegans	1410
Q23536	Q23536	reviewed	LGG2_CAEEL	Protein lgg-2	lgg-2 ZK593.6	Caenorhabditis elegans	130
Q27888	Q27888	reviewed	LDH_CAEEL	L-lactate dehydrogenase (LDH) (EC 1.1.1.27)	ldh-1 F13D12.2	Caenorhabditis elegans	333
Q9TZP5	Q9TZP5	reviewed	CSP2_CAEEL	Putative inactive caspase B [Cleaved into: Putative inactive caspase B subunit p31; Putative inactive caspase B subunit p17; Putative inactive caspase subunit p14]	csp-2 Y73B6BL.7	Caenorhabditis elegans	263
Q86DA5	Q86DA5	reviewed	SARM1_CAEEL	NAD(+) hydrolase tir-1 (NADase tir-1) (EC 3.2.2.6) (Neuronal symmetry protein 2) (SARM1 homolog) (Sterile alpha and TIR motif-containing protein tir-1)	tir-1 nsy-2 F13B10.1	Caenorhabditis elegans	981
Q9XWR1	Q9XWR1	reviewed	FLH1_CAEEL	FLYWCH transcription factor 1	flh-1 Y11D7A.12	Caenorhabditis elegans	507
O01510	O01510	reviewed	SMG1_CAEEL	Serine/threonine-protein kinase smg-1 (EC 2.7.11.1) (Suppressor with morphogenetic effect on genitalia protein 1)	smg-1 C48B6.6	Caenorhabditis elegans	2322
Q9N4D8	Q9N4D8	reviewed	NLP40_CAEEL	Neuropeptide-like peptides nlp-40 [Cleaved into: Peptide P1 (P1); Peptide P2 (P2); Peptide P3 (P3); Peptide P4 (P4)]	nlp-40 Y74C9A.2	Caenorhabditis elegans	123
P41950	P41950	reviewed	DEX1_CAEEL	Dendrite extension defective protein 1	dex-1 D1044.2	Caenorhabditis elegans	1137
A5JYW9	A5JYW9	reviewed	SIN3_CAEEL	Paired amphipathic helix protein sin-3 (Histone deacetylase complex subunit sin-3) (Transcriptional corepressor sin-3)	sin-3 pqn-28 F02E9.4	Caenorhabditis elegans	1507
Q19509	Q19509	reviewed	SRD40_CAEEL	Serpentine receptor class delta-40 (Protein srd-40)	srd-40 F17A2.12	Caenorhabditis elegans	320
