string_protein_id	preferred_name	protein_size	annotation
224308.BSU17080	pksA	205	Putative transcriptional regulator; Transcriptional regulation of the polyketide synthase operon.
224308.BSU17090	pksB	225	Putative hydrolase; Probably involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism; Belongs to the metallo-beta-lactamase superfamily.
224308.BSU17100	pksC	288	malonyl-CoA-acyltransferase involved in polyketide synthesis; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism. It catalyzes the transfer of the malonyl-CoA group to the acyl-carrier-protein AcpK (Mal-AcpK); Belongs to the FabD family.
224308.BSU17110	pksD	324	Enzyme involved in polyketide synthesis; Probably involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism.
224308.BSU17120	pksE	767	Enzyme involved in polyketide synthesis; Probably involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism. Probably has an acyl transferase activity and could also have a flavin mononucleotide-dependent oxidoreductase activity; In the N-terminal section; belongs to the FabD family.
224308.BSU17130	acpK	82	Acyl-carrier protein; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism.
224308.BSU17140	pksF	415	Decarboxylase converting malonyl-S-AcpK to acetyl-S-AcpK for polyketide synthesis; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism. It decarboxylates selectively the malonyl group attached on the acyl-carrier-protein AcpK (Mal-AcpK); Belongs to the thiolase-like superfamily. Beta-ketoacyl-ACP synthases family.
224308.BSU17150	pksG	420	acetyl-S-AcpK beta-ketothioester polyketide intermediate transferase; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism. It catalyzes the aldol condensation between the acetyl group attached to the acyl-carrier-protein AcpK (Ac-AcpK) and a beta- ketothioester polyketide intermediate linked to one of the consecutive thiolation domains of PksL; Belongs to the thiolase-like superfamily. HMG-CoA synthase family.
224308.BSU17160	pksH	259	Dehydratase for polyketide biosynthesis; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism. Probably catalyzes the dehydration of the (S)-3-hydroxy-3- methylglutaryl group attached to PksL.
224308.BSU17170	pksI	249	Decarboxylase involved in polyketide synthesis; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism. May have a role in the decarboxylation of the (S)-3- methylglutaryl group attached to PksL.
224308.BSU17180	pksJ	5043	Polyketide synthase of type I; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism.
224308.BSU17190	pksL	4538	Polyketide synthase of type I; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism.
224308.BSU17200	pksM	4262	Polyketide synthase; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism.
224308.BSU17210	pksN	5488	Polyketide synthase of type I; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism.
224308.BSU17220	pksR	2543	Polyketide synthase; Involved in some intermediate steps for the synthesis of the antibiotic polyketide bacillaene which is involved in secondary metabolism.
224308.BSU17230	pksS	405	Cytochrome P450 of bacillaene metabolism; Involved in the metabolism of the antibiotic polyketide bacillaene which is involved in secondary metabolism. The substrate is dihydrobacillaene.
224308.BSU17240	ymzB	118	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17250	ymaE	274	Putative hydrolase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU17260	aprX	442	Alkaline serine protease; Displays serine protease activity. Seems to have a broad substrate specificity.
224308.BSU17270	ymaC	235	Conserved hypothetical protein; Evidence 7: Gene remnant; Belongs to the UPF0714 family.
224308.BSU17280	ymaD	150	Putative peroxiredoxin-related protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme; Belongs to the OsmC/Ohr family.
224308.BSU17290	ebrB	117	Small multidrug efflux transporter; Part of a multidrug efflux pump. Confers resistance to cationic lipophilic dyes such as ethidium bromide, acriflavine, pyronine Y and safranin O. The efflux is probably coupled to an influx of protons (By similarity).
224308.BSU17300	ebrA	105	Small multidrug resistance efflux transporter; Part of a multidrug efflux pump. Confers resistance to cationic lipophilic dyes such as ethidium bromide, acriflavine, pyronine Y and safranin O. The efflux is probably coupled to an influx of protons (By similarity).
224308.BSU17310	ymaG	91	Inner spore coat protein; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type cp: cell process.
224308.BSU17320	ymaF	137	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17330	miaA	314	tRNA isopentenylpyrophosphate transferase; Catalyzes the transfer of a dimethylallyl group onto the adenine at position 37 in tRNAs that read codons beginning with uridine, leading to the formation of N6-(dimethylallyl)adenosine (i(6)A); Belongs to the IPP transferase family.
224308.BSU17340	hfq	73	Hfq RNA chaperone; RNA chaperone that binds small regulatory RNA (sRNAs) and mRNAs to facilitate mRNA translational regulation in response to envelope stress, environmental stress and changes in metabolite concentrations. Also binds with high specificity to tRNAs. Belongs to the Hfq family.
224308.BSU17350	ymzC	90	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU17360	ymzA	76	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17370	nrdI	130	Co-factor of ribonucleotide diphosphate reductase; Probably involved in ribonucleotide reductase function.
224308.BSU17380	nrdE	700	Ribonucleoside-diphosphate reductase (major subunit); Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity).
224308.BSU17390	nrdF	329	Ribonucleoside-diphosphate reductase (minor subunit); Provides the precursors necessary for DNA synthesis. Catalyzes the biosynthesis of deoxyribonucleotides from the corresponding ribonucleotides (By similarity).
224308.BSU17400	ymaB	206	Putative enzyme involved in deoxyribonucleotide synthesis; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme.
224308.BSU17410	cwlC	255	N-acetylmuramoyl-L-alanine amidase; Autolysins are involved in some important biological processes such as cell separation, cell-wall turnover, competence for genetic transformation, formation of the flagella - in particular of its basal body - and sporulation. CwlC is able to hydrolyze type A cell walls such as B.subtilis. Its main function is to lyze the mother cell wall peptidoglycan, playing a role during sporulation. Belongs to the N-acetylmuramoyl-L-alanine amidase 3 family.
224308.BSU17420	spoVK	322	Mother cell sporulation ATPase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type cp: cell process.
224308.BSU17430	hflX	420	Ribosome associating GTPase; GTPase that associates with the 50S ribosomal subunit and may have a role during protein synthesis or ribosome biogenesis.
224308.BSU17440	ynbB	421	Putative C-S lyase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU17450	glnR	135	Transcriptional regulator (nitrogen metabolism); Transcription repressor that represses many genes including ureABC and tnrA, during nitrogen excess. On the contrary of the MerR members, which require longer DNA sites for high-affinity binding, GlnR requires a DNA sequence of 17 nucleotides as minimal binding site.
224308.BSU17460	glnA	444	Glutamine synthetase; Glutamine synthetase (GS) is an unusual multitasking protein that functions as an enzyme, a transcription coregulator, and a chaperone in ammonium assimilation and in the regulation of genes involved in nitrogen metabolism. It catalyzes the ATP-dependent biosynthesis of glutamine from glutamate and ammonia. Feedback-inhibited GlnA interacts with and regulates the activity of the transcriptional regulator TnrA. During nitrogen limitation, TnrA is in its DNA- binding active state and turns on the transcription of genes required for nitrogen assimilation. Under condi [...] 
224308.BSU17470	ynxB	96	Putative phage protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU17480	ynzF	114	Putative phage protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU17490	ynzG	83	Putative phage protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin; Belongs to the UPF0457 family.
224308.BSU17500	ynaB	144	Putative phage protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU17510	ynaC	263	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17520	ynaD	170	Putative N-acetyltransferase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the acetyltransferase family.
224308.BSU17530	ynaE	213	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17540	ynaF	117	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU17550	ynaG	91	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17559	ynzI	54	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17560	ynaI	156	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; To L.lactis TrpF C-terminal region.
224308.BSU17570	xynP	463	Putative H+-xyloside symporter; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
224308.BSU17580	xynB	533	Xylan beta-1,4-xylosidase; Evidence 1a: Function experimentally demonstrated in the studied strain; enzyme; Belongs to the glycosyl hydrolase 43 family.
224308.BSU17590	xylR	384	Transcriptional regulator; Transcriptional repressor of xylose-utilizing enzymes.
224308.BSU17600	xylA	445	Xylose isomerase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme; Belongs to the xylose isomerase family.
224308.BSU17610	xylB	499	Xylulose kinase; Catalyzes the phosphorylation of D-xylulose to D-xylulose 5- phosphate; Belongs to the FGGY kinase family.
224308.BSU17620	yncB	211	DNA nuclease, lipoprotein; Shows DNase activity on double strand DNA. Belongs to the thermonuclease family.
224308.BSU17630	yncC	471	Putative sugar transporter; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
224308.BSU17640	alrB	394	Alanine racemase; Catalyzes the interconversion of L-alanine and D-alanine. May also act on other amino acids; Belongs to the alanine racemase family.
224308.BSU17650	yncE	153	Putative prophage protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU17660	yncF	144	Deoxyuridine 5'-triphosphate pyrophosphatase; This enzyme is involved in nucleotide metabolism: it produces dUMP, the immediate precursor of thymidine nucleotides and it decreases the intracellular concentration of dUTP so that uracil cannot be incorporated into DNA.
224308.BSU17670	cotU	86	Spore coat protein; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type f: factor.
224308.BSU17680	thyA	279	Hypothetical protein; Catalyzes the reductive methylation of 2'-deoxyuridine-5'- monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by- product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis.
224308.BSU17690	yncM	250	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17699	ynzK	118	Putative membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU17700	cotC	66	Spore coat protein (outer); Evidence 1a: Function experimentally demonstrated in the studied strain; Product type s: structure.
224308.BSU17710	tatAC	62	Component of the twin-arginine pre-protein translocation pathway; Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin- arginine motif in their signal peptide across membranes. TatA could form the protein-conducting channel of the Tat system.
224308.BSU17720	yndA	132	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU17730	yndB	144	Putative stress-related ATPase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme; Belongs to the AHA1 family.
224308.BSU17740	ynzB	62	Hypothetical protein; Evidence 5: No homology to any previously reported sequences.
224308.BSU17750	yndD	520	Putative spore germination protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative factor.
224308.BSU17760	yndE	363	Putative spore germination integral inner membrane protein; Involved in the germinative response to L-alanine. Could be an amino acid transporter (By similarity); Belongs to the amino acid-polyamine-organocation (APC) superfamily. Spore germination protein (SGP) (TC 2.A.3.9) family.
224308.BSU17770	yndF	404	Putative spore germination lipoprotein; May be involved in spore germination. Belongs to the GerABKC lipoprotein family.
224308.BSU17780	yndG	268	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17790	yndH	205	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17800	yndJ	546	Putative integral inner membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU17810	yndK	121	Putative phage/plasmid replication protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin.
224308.BSU17820	yndL	252	Putative phage-related replication protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type h: extrachromosomal origin; Belongs to the UPF0714 family.
224308.BSU17830	yndM	179	Putative integral inner membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU17840	fosB	144	Metallothiol transferase; Metallothiol transferase which confers resistance to fosfomycin by catalyzing the addition of a thiol cofactor to fosfomycin. L-cysteine is probably the physiological thiol donor.
224308.BSU17850	lexA	205	Transcriptional repressor of the SOS regulon; Represses dinA, dinB, dinC, recA genes and itself by binding to the 14 bp palindromic sequence 5'-CGAACNNNNGTTCG-3'; some genes have a tandem consensus sequence and their binding is cooperative. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair; autocleavage is maximal at pH 11 in the absence of RecA and ssDNA.
224308.BSU17860	yneA	105	Cell division inhibitor; Inhibits cell division during the SOS response. Affects a later stage of the cell division protein assembly, after the assembly of the Z ring, by probably suppressing recruitment of FtsL and/or DivIC to the division machinery (By similarity).
224308.BSU17870	yneB	217	Putative cell division protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type cp: cell process.
224308.BSU17880	ynzC	77	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; PubMedId: 12581363, 16267290, 18431750, 19306341; Belongs to the UPF0291 family.
224308.BSU17890	tkt	667	Transketolase; Catalyzes the transfer of a two-carbon ketol group from a ketose donor to an aldose acceptor, via a covalent intermediate with the cofactor thiamine pyrophosphate.
224308.BSU17900	pcfA	148	Factor controlling DNA replication; Inhibits DNA replication in growing cells, thus reducing chromosome copy number and playing a significant role during the onset of sporulation.
224308.BSU17910	yneF	72	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17920	ynzD	57	Spo0A-P phosphatase; Aspartyl-phosphate phosphatase which specifically dephosphorylates the sporulation transcription factor Spo0A-P and negatively regulates the sporulation initiation pathway in order to control the proper timing of sporulation. Belongs to the spo0E family.
224308.BSU17930	ccdA	235	Cytochrome c-type biogenesis protein CcdA; Required for cytochrome c synthesis and stage V of sporulation. Might transfer reducing equivalents across the cytoplasmic membrane, promoting efficient disulfide bond isomerization of proteins localized on the outer surface of the membrane or in the spore coat.
224308.BSU17940	yneI	120	Putative response regulator (CheY homolog); Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative regulator.
224308.BSU17950	yneJ	163	Putative integral inner membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU17960	yneK	142	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU17970	cotM	130	Spore coat protein (outer); Involved in spore outer coat assembly. May be part of a cross-linked insoluble skeleton that surrounds the spore, serves as a matrix for the assembly of additional outer coat material, and confers structural stability to the final structure.
224308.BSU17980	sspP	48	Small acid-soluble spore protein; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type f: factor; Belongs to the SspP family.
224308.BSU17990	sspO	48	Small acid-soluble spore protein; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type f: factor; Belongs to the SspO family.
224308.BSU18000	citB	909	Aconitate hydratase (aconitase); Involved in both the tricarboxylic acid (TCA) and methylcitric acid cycles. Catalyzes the reversible isomerization of citrate to isocitrate via cis-aconitate. Also catalyzes the rehydration of 2- methyl-cis-aconitate to produce 2-methylisocitrate. The apo form of AcnA functions as a RNA-binding regulatory protein which plays a role in the regulation of citrate concentration and in the sporulation. To prevent the accumulation of excessive levels of citrate, it binds near the 5' end of the citZ mRNA, decreasing its stability and thereby limiting the conce [...] 
224308.BSU18010	yneN	170	Putative membrane-bound proteins with a thioredoxin-like domain; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme; Belongs to the thioredoxin family.
224308.BSU18019	ynzL	41	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18020	sspN	48	Small acid-soluble spore protein; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type f: factor; Belongs to the SspN family.
224308.BSU18030	tlp	83	Small acid-soluble spore protein (thioredoxin-like protein); Evidence 1a: Function experimentally demonstrated in the studied strain; Product type f: factor; Belongs to the Tlp family.
224308.BSU18040	yneP	121	acyl-CoA thioesterase; Has acyl-CoA thioesterase activity.
224308.BSU18050	yneQ	99	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18060	yneR	95	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function; Belongs to the HesB/IscA family.
224308.BSU18070	plsY	193	Acylphosphate:glycerol-3-phosphate acyltransferase; Catalyzes the transfer of an acyl group from acyl-phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP; Belongs to the PlsY family.
224308.BSU18080	yneT	135	Putative CoA-binding protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme.
224308.BSU18090	parE	655	Subunit B of DNA topoisomerase IV; Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule; Belongs to the type II topoisomerase family. ParE type 2 subfamily.
224308.BSU18100	parC	806	Subunit A of DNA topoisomerase IV; Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule; Belongs to the type II topoisomerase GyrA/ParC subunit family. ParC type 2 subfamily.
224308.BSU18110	ynfC	136	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18120	alsT	465	Amino acid carrier protein; Evidence 2b: Function of strongly homologous gene; Product type t: transporter; Belongs to the alanine or glycine:cation symporter (AGCS) (TC 2.A.25) family.
224308.BSU18130	eglS	499	Endo-1,4-beta-glucanase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme.
224308.BSU18140	ynfE	87	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18150	xynC	422	Endo-xylanase; Catalyzes the depolymerization of methylglucuronoxylan (MeGAXn) from different sources. It cleaves the beta-1,4-xylosidic bond penultimate to that linking carbon one of the xylose residue substituted with alpha-1,2-linked 4-O-methyl-D-glucuronate (MeGA). Belongs to the glycosyl hydrolase 30 family.
224308.BSU18160	xynD	513	Arabinoxylan arabinofuranohydrolase; Cleaves arabinose units from O-2- or O-3-monosubstituted xylose residues, thereby assisting in arabinoxylan (AX) and short-chain arabinoxylo-oligosaccharide (AXOS) degradation. Is more active on wheat bran AXOS than on wheat water-extractable AX and rye water-extractable AX. Does not display endoxylanase, xylosidase or arabinanase activity.
224308.BSU18170	yngA	148	Putative conserved membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU18180	yngB	297	Putative UTP-glucose-1-phosphate uridylyltransferase; Catalyzes the formation of UDP-glucose from glucose-1- phosphate and UTP. This is an intermediate step in the biosynthesis of diglucosyl-diacylglycerol (Glc2-DAG) (By similarity).
224308.BSU18190	yngC	198	Putative integral inner membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU18200	nrnB	399	Oligoribonuclease (nanoRNase); Degrades RNA oligonucleotides with a length of 5 nucleotides in a 3'- to 5'-direction. Less active on shorter RNA oligonucleotides and on those with a length of 24 nucleotides. Prefers RNA oligonucleotides containing adenines rather than cytosines.
224308.BSU18210	yngE	511	Putative methylcrotonoyl-CoA carboxylase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme; Belongs to the AccD/PCCB family.
224308.BSU18220	yngF	260	Putative Methylglutaconyl-CoA hydratase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme; Belongs to the enoyl-CoA hydratase/isomerase family.
224308.BSU18230	yngG	299	Putative hydroxymethylglutaryl-CoA lyase; Involved in the catabolism of branched amino acids such as leucine; Belongs to the HMG-CoA lyase family.
224308.BSU18239	yngHB	73	acyl-CoA carboxylase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type c: carrier.
224308.BSU18240	yngHA	444	Biotin carboxylase/methylcrotonoyl-CoA carboxylase subunit; This protein is a component of the acetyl coenzyme A carboxylase complex; first, biotin carboxylase catalyzes the carboxylation of the carrier protein and then the transcarboxylase transfers the carboxyl group to form malonyl-CoA.
224308.BSU18250	yngI	549	Putative acetoacetyl-CoA synthetase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type e: enzyme; Belongs to the ATP-dependent AMP-binding enzyme family.
224308.BSU18260	yngJ	380	acyl-CoA dehydrogenase, short-chain specific; Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism; Product type e: enzyme; Belongs to the acyl-CoA dehydrogenase family.
224308.BSU18270	ynzE	101	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18280	yngK	510	Putative exported protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative structure.
224308.BSU18290	yngL	130	Putative integral inner membrane protein; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pm: putative membrane component.
224308.BSU18300	ppsE	1279	Plipastatin synthetase; This protein is a multifunctional enzyme, able to activate and polymerize the amino acid Ile as part of the biosynthesis of the lipopeptide antibiotic plipastatin. The activation sites for this amino acid consist of individual domains; Belongs to the ATP-dependent AMP-binding enzyme family.
224308.BSU18310	ppsD	3603	Plipastatin synthetase; This protein is a multifunctional enzyme, able to activate and polymerize the amino acids Pro, Gln and Tyr as part of the biosynthesis of the lipopeptide antibiotic plipastatin. The Tyr residue is further epimerized to the D-isomer form. The activation sites for these amino acids consist of individual domains. Belongs to the ATP-dependent AMP-binding enzyme family.
224308.BSU18320	ppsC	2555	Plipastatin synthetase; This protein is a multifunctional enzyme, able to activate and polymerize the amino acids Glu and Ala/Val as part of the biosynthesis of the lipopeptide antibiotic plipastatin. The Ala/Val residue is further epimerized to the D-isomer form. The activation sites for these amino acids consist of individual domains. Belongs to the ATP-dependent AMP-binding enzyme family.
224308.BSU18330	ppsB	2560	Plipastatin synthetase; This protein is a multifunctional enzyme, able to activate and polymerize the amino acids Tyr and Thr as part of the biosynthesis of the lipopeptide antibiotic plipastatin. The Thr residue is further converted to the D-allo-isomer form. The activation sites for these amino acids consist of individual domains. Belongs to the ATP-dependent AMP-binding enzyme family.
224308.BSU18340	ppsA	2561	Plipastatin synthetase; This protein is a multifunctional enzyme, able to activate and polymerize the amino acids Glu and Orn as part of the biosynthesis of the lipopeptide antibiotic lipastatin. The Orn residue is further epimerized to the D-isomer form. The activation sites for these amino acids consist of individual domains; Belongs to the ATP-dependent AMP-binding enzyme family.
224308.BSU18350	dacC	491	D-alanyl-D-alanine carboxypeptidase; Catalyzes DD-carboxypeptidase and transpeptidation reactions.
224308.BSU18360	galM	325	Aldose 1-epimerase; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme; Belongs to the aldose epimerase family.
224308.BSU18370	yoeA	463	Putative efflux transporter; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pt: putative transporter.
224308.BSU18380	iseA	181	Inhibitor of cell-separation enzymes; Evidence 1a: Function experimentally demonstrated in the studied strain; Product type f: factor.
224308.BSU18390	yoeC	181	Putative bacteriophage integrase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the 'phage' integrase family.
224308.BSU18400	yoeD	76	Putative excisionase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme.
224308.BSU18410	ggt	587	Membrane bound gamma-glutamyltranspeptidase; Cleaves the gamma-glutamyl bond of extracellular glutathione (gamma-Glu-Cys-Gly), glutathione conjugates, and other gamma-glutamyl compounds. The metabolism of glutathione releases free glutamate and the dipeptide cysteinyl-glycine, which is hydrolyzed to cysteine and glycine by dipeptidases; Belongs to the gamma-glutamyltransferase family.
224308.BSU18420	ftsR	285	Transcriptional regulator (LysR family); Regulates expression of the cell division protein ftsW, and is essential for cell viability during stationary phase.
224308.BSU18430	yogA	329	Putative oxidoreductase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme.
224308.BSU18440	gltB	493	Glutamate synthase (small subunit); Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme.
224308.BSU18450	gltA	1520	Glutamate synthase (large subunit); Evidence 1a: Function experimentally demonstrated in the studied strain; Product type e: enzyme; Belongs to the glutamate synthase family.
224308.BSU18460	gltC	300	Transcriptional regulator (LysR family); Positive regulator of glutamate biosynthesis (gltAB genes). Negatively regulates its own expression.
224308.BSU18470	proJ	371	Glutamate 5-kinase; Catalyzes the transfer of a phosphate group to glutamate to form L-glutamate 5-phosphate.
224308.BSU18480	proH	297	Pyrroline-5-carboxylate reductase; Catalyzes the reduction of 1-pyrroline-5-carboxylate (PCA) to L-proline.
224308.BSU18490	rtp	122	Replication terminator protein; Plays a role in DNA replication and termination (fork arrest mechanism). Two dimers of rtp bind to the two inverted repeat regions (IRI and IRII) present in the termination site. The binding of each dimer is centered on an 8 bp direct repeat.
224308.BSU18500	yoxD	238	Putative oxido-reductase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; Product type pe: putative enzyme; Belongs to the short-chain dehydrogenases/reductases (SDR) family.
224308.BSU18510	yoxC	101	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18520	yoxB	256	Conserved hypothetical protein; Evidence 4: Homologs of previously reported genes of unknown function.
224308.BSU18530	yoaA	177	Putative N-acetyltransferase; Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology; putative enzyme; Belongs to the acetyltransferase family.
224308.BSU18540	yoaB	414	Negatively charged metabolite transporter; Evidence 2b: Function of strongly homologous gene; Product type t: transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family. CsbX subfamily.
224308.BSU18550	yoaC	487	Hydroxylated metabolite kinase; Evidence 2b: Function of strongly homologous gene; Product type e: enzyme.
