id	locus	title	strain	description	mw	pI	proteinLength	geneLength	function	product	essential	ec	synonyms	outlinks->bsu	outlinks->bsupath	outlinks->uniprot	outlinks->subtilist	Gene->Coordinates	cog
795D70E8A4D750140D6B1AA4BFEBD25C2A389C85	BSU_32870	mdtR	168	transcription repressor of the multidrug-resistance [[gene|795D70E8A4D750140D6B1AA4BFEBD25C2A389C85]]-[[gene|mdtP ]]operon	17.2568	6.38	155	468	regulation of the multidrug-resistance [[gene|795D70E8A4D750140D6B1AA4BFEBD25C2A389C85]]-[[gene|mdtP ]]operon	transcription repressor ([wiki|MarR family])	no		mdtR, yusO	BSU_32870	yusO_3374492_3374959_1	O32181	gene_detail+BG14027	3,374,492  3,374,959	COG1846
796216BE9CD6DADFEADC29497253C81BF496A2ED	BSU_33000	htrB	168	membrane-anchored protein quality control protease, serine protease, response to secretion and heat stresses	48.5529	4.63	458	1377	protein quality control	serine protease	no	3.4.21.107	htrB, yvtA, yvtB	BSU_33000	htrB_3384070_3385446_-1	Q9R9I1	gene_detail BG14155	3,384,070  3,385,446	COG0265
79663F97C1418EA0AE1C766C4C156DD05B24A0AD	new_1233877_1235778	S416	168	new RNA feature, independent transcript	0	0		1902		independent transcript		null	S416	new_1233877_1235778	S416_1233877_1235778_1			1,233,877 → 1,235,778	
796974405FA700A5A01472A177B76F016BE6CCCE	BSU_18680	yoaO	168	unknown	18.78	7.17	162	489	unknown	unknown	no	null	yoaO	BSU_18680	yoaO_2038902_2039390_-1	O34985	gene_detail+BG13485	2,038,902  2,039,390	
796BD46066B1E6147048664FA78679B42FA9D628	BSU_36510	nrgA	168	ammonium transporter, required at low ammonium concentration	42.5724	5.73	404	1215	ammonium uptake	ammonium transporter	no		nrgA, amtB	BSU_36510	amtB_3756790_3758004_1	Q07429	gene_detail BG10869	3,756,790  3,758,004	COG0004
79712F4CF884A660C71B45B3397AEFA5C0AFA683	BSU_15150	ftsL	168	[wiki|cell division] protein (septum formation), controls together with [[protein|B317D7E51824DD70EF84E4D5D7290D601BF4FAB6]] dynamics of the [[protein|41872E2EF00C79918DD077F2EF78F37E24FEB110]] ring, part of the [wiki|divisome]	12.934	10.08	117	354	Z-ring maturation and focusing septal peptidoglycan synthesis	[wiki|cell division] protein, member of the [wiki|divisome]	yes		ftsL, ylxB, yllD	BSU_15150	ftsL_1581597_1581950_1	Q07867	gene_detail BG10220	1,581,597  1,581,950	COG4839
79A816822F53B87A5AAD8F73940CEC829BB0DC2E	new_1731447_1731511	S591	168	new RNA feature, intergenic region	0	0		65		intergenic region		null	S591	new_1731447_1731511	S591_1731447_1731511_1			1,731,447 → 1,731,511	
79B586E8B623E7C6E5B9B5BADFB52E6440AE5B98	new_3546111_3546186	S1318	168	new RNA feature, 5'UTR of clpP	0	0		76		5'UTR of clpP		null	S1318	new_3546111_3546186	S1318_3546111_3546186_1			3,546,111 → 3,546,186	
79BAF2329209C81E8D165F131F9DAADB4A81448A	BSU_08330	lnrN	168	similar to [wiki|ABC transporter] (membrane protein), involved in resistance to linearmycin	41.9236	9.29	385	1158	resistance to linearmycin	[wiki|ABC transporter] (membrane protein)	no		yfiN	BSU_08330	yfiN_907968_909125_1	P94442	gene_detail BG12219	907,968  909,125	COG0842
79DD9B2E2EBB4646327AFC2148CE040823DE89D3	BSU_40190	fbp	168	fructose-1,6-bisphosphatase, involved in gluconeogenesis	77.7965	5.6	671	2016	gluconeogenesis	fructose-1,6-bisphosphatase	no	3.1.3.11	fbp, fdp, yydE	BSU_40190	fbp_4128029_4130044_1	Q45597	gene_detail+BG11478	4,128,029  4,130,044	COG3855
79F356DA4FA0FC4D1E560491BAC634FD81767973	BSU_21640	yokC	168	unknown	20.3772	5.27	171	516	unknown	unknown	no	null	yokC	BSU_21640	yokC_2283136_2283651_-1	O32004	gene_detail+BG13570	2,283,136  2,283,651	
7A050B5965E95CBE22880AF10A6A0500B079C215	new_3095456_3095548_c	S1155	168	new RNA feature, 5'UTR of bioW	0	0		93		5'UTR of bioW		null	S1155	new_3095456_3095548_c				3,095,456 → 3,095,548	
7A0CABE5644FB9BDA8E2684859D75DD3C3F5B8A0	BSU_26010	yqbQ	168	similar to phage-related protein	36.8941	9.55	326	981	unknown	unknown	no	null	yqbQ	BSU_26010	yqbQ_2671061_2672041_-1	P45950	gene_detail+BG11288	2,671,061  2,672,041	
7A1445B7AFD9C3AA45EF67E51F5D233FCC5F8884	BSU_26700	azlD	168	amino acid exporter (with [[protein|C90D642197EE589F9D33CD5AA0B1069E3BC124A8]])	11.8308	9.96	110	333	export of amino acids	component of amino acid exporter (with [[protein|C90D642197EE589F9D33CD5AA0B1069E3BC124A8]])	no		azlD, yrdI	BSU_26700	azlD_2728647_2728979_-1	O07923	gene_detail BG11916	2,728,647  2,728,979	COG1687
7A2CD1CAFE8F873492D5A6442EBE2A36528940A3	BSU_09889	yhzD	168	unknown	6.9	5.785	61	186	unknown	unknown	-	null	yhzD	BSU_09889	yhzD_1062279_1062464_-1	C0H3Y1		1,062,279  1,062,464	
7A3A8AF7728474204396BB7A548F747D28E6FAC7	BSU_13150	ohrR	168	transcription repressor of the [[gene|869E46AECF6249610F8541E403D834284B62171D]] gene	16.8603	6.36	147	444	regulation of [[gene|869E46AECF6249610F8541E403D834284B62171D]] expression in response to organic peroxides	transcription repressor ([wiki|MarR family])	no		ohrR, ykmA	BSU_13150	ohrR_1381434_1381877_-1	O34777	gene_detail+BG13239	1,381,434  1,381,877	COG1846
7A5269AB2DCFD55050AA6BC8D93CCC41FDB789BC	new_2021145_2021230	S686	168	new RNA feature, 3'UTR of yoaA	0	0		86		3'UTR of yoaA		null	S686	new_2021145_2021230	S686_2021145_2021230_1			2,021,145 → 2,021,230	
7A606B8E952AE8CA4F9A62008BA4B156725BB5B5	BSU_21920	ugtP	168	UDP-glucose diacylglycerol glucosyltransferase, growth-rate dependent inhibitor of [[category|SW.1.1.8]]	43.4022	8.4	382	1149	synthesis of glucolipids and anchoring of lipoteichoic acid, inhibition of [[protein|41872E2EF00C79918DD077F2EF78F37E24FEB110]] assembly	UDP-glucose diacylglycerol glucosyltransferase	no	2.4.1.315	ugtP, ypfP	BSU_21920	ugtP_2306514_2307662_1	P54166	gene_detail BG11611	2,306,514  2,307,662	COG0707
7A62875A659B9F0967C392F38895D9E15A29D559	BSU_07760	yfkT	168	general stress protein, part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor of unknown specificity	40.2002	9.77	358	1077	germination	part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor	no		yfkT	BSU_07760	yfkT_846182_847258_-1	O34573	gene_detail BG12935	846,182  847,258	COG5902
7A6BD672C4B5278A4509617053E00CA724634672	new_2084124_2084188	S729	168	new RNA feature, 5'UTR of yobW	0	0		65		5'UTR of yobW		null	S729	new_2084124_2084188	S729_2084124_2084188_1			2,084,124 → 2,084,188	
7A7F9786CC08B279E4C56BF1E0A1E21EF35CEAE9	new_282233_283231_c	S98	168	new RNA feature, 5'UTR of ycbP	0	0		999		5'UTR of ycbP		null	S98	new_282233_283231_c	S98_282233_283231_-1			282,233 → 283,231	
7A808943585A7A0A057865C62CE6E3A1858807B1	new_1731513_1731580	S592	168	new RNA feature, 5'UTR of ylxS	0	0		68		5'UTR of ylxS		null	S592	new_1731513_1731580	S592_1731513_1731580_1			1,731,513 → 1,731,580	
7A80910F4E62BA15DE93FFC70E1908FB5CB9542D	BSU_31570	nupQ	168	[wiki|ABC transporter] for guanosine (membrane protein)	33.5848	9.7	319	960	uptake of guanosine	[wiki|ABC transporter] for guanosine	no		nupQ, yufQ	BSU_31570	yufQ_3243657_3244616_1	O05255	gene_detail+BG12352	3,243,657  3,244,616	COG1079
7AA9518681D37D083DC711EFA06D7E76E53D8B90	new_292874_293464	S100	168	new RNA feature, intergenic region	0	0		591		intergenic region			S100	new_292874_293464	S100_292874_293464_1			292,874 → 293,464	
7AC5217CA35F8E134ABB35D74F1BA5E684D2E058	BSU_28560	lcfA	168	long chain acyl-CoA synthetase, involved in surfactin production	62.5199	6.12	560	1683	fatty acid degradation	long chain acyl-CoA synthetase	no	6.2.1.3	lcfA	BSU_28560	lcfA_2918646_2920328_-1	P94547	gene_detail+BG11946	2,918,646  2,920,328	COG0318
7AE04A946F7BC41D40AB0E6DFA1DCF9E01B6F646	BSU_tRNA_22	trnE-Asp	168	null	0	0		77	translation	transfer RNA-Asp	no	null	trnE-Asp	BSU_tRNA_22			gene_detail+BG00035		
7AE9B923C89E8473CA730342DCC4AC385FD52845	BSU_tRNA_65	trnB-Asp	168	null	0	0		77	translation	transfer RNA-Asp	no	null	trnB-Asp, trnE	BSU_tRNA_65			gene_detail+BG00087		
7B1B664A1AE1F641E8E7D9E2894D5C8FFFA92948	BSU_00850	mcsB	168	protein arginine kinase, adaptor protein, forms a gated kinase chamber to mark aberrant bacterial proteins for degradation by [[protein|86A2F2F65290F4471D6FD03B694821C66C180D8A]]-[[protein|CB06A70DE7462CEB7AF5D8C28943C878DD56DE1A]], modulator of [[protein|908DB17A39D518E84977250C55825E77FA02E391]]-dependent repression	40.9655	5.07	363	1092	control of [[protein|908DB17A39D518E84977250C55825E77FA02E391]] activity	protein arginine kinase	no		mcsB, yacI	BSU_00850	mcsB_102484_103575_1	P37570	gene_detail BG10147	102,484  103,575	COG3869
7B27ADD1CC7A9BCE0F602FA080B5FD0DB66380A0	BSU_04520	ydbM	168	acyl-CoA dehydrogenase	41.9805	5.72	381	1146	sulphur metabolism	acyl-CoA dehydrogenase	no		ydbM	BSU_04520	ydbM_505152_506297_1	P96608	gene_detail BG12080	505,152  506,297	COG1960
7B30F27D6C459437967A64467E52961F4A9E0F2C	BSU_06510	purN	168	phosphoribosylglycinamide formyltransferase, irreversible	21.6309	6.18	195	588	purine biosynthesis	phosphoribosylglycinamide formyltransferase	no	2.1.2.2	purN	BSU_06510	purN_708010_708597_1	P12040	gene_detail+BG10709	708,010  708,597	COG0299
7B5DD027B408DEC8FBAC0B683B7F1B341162E2BD	BSU_30930	ytaB	168	general stress protein, survival of ethanol and salt stresses	17.1462	9.73	155	468	survival of ethanol and salt stresses	unknown	no	null	ytaB	BSU_30930	ytaB_3163237_3163704_1	O34694	gene_detail+BG13822	3,163,237  3,163,704	COG3476
7B726F0FCE01A1F486D83B10D3F41A87B65F2DB5	BSU_06540	yezC	168	similar to transcriptional regulator ([wiki|Lrp family])	9.3033	8.22	139	420	unknown	unknown	no		yezC	BSU_06540	yezC_711456_711875_-1	O31497	gene_detail+BG12874	711,456  711,875	COG1522
7B981C14F2975C9A1EA4E9A9058602B21568AC5A	new_3089150_3089225_c	S1154	168	new RNA feature, intergenic region	0	0		76		intergenic region		null	S1154	new_3089150_3089225_c				3,089,150 → 3,089,225	
7BA27FAE5AF59BAEF27E885B4710E090EC84E120	new_213878_213940	S77	168	new RNA feature, 5'UTR of skfA	0	0		63		5'UTR of skfA		null	S77	new_213878_213940	S77_213878_213940_1			213,878 → 213,940	
7BAD355B34231755ABDA3815DA41596F448B80D2	BSU_27085	BSU_27085	168																
7BE038EEE1D8874083A992DDC9DEC7C8042D5307	new_2349529_2349600_c	S848	168	new RNA feature, 5'UTR of ypmA	0	0		72		5'UTR of ypmA		null	S848	new_2349529_2349600_c				2,349,529 → 2,349,600	
7BEAEDC0BE19F490B597BB0A6AEAE006FFBDC1D1	BSU_35660	mnaA	168	UDP-N-acetylglucosamine 2-epimerase	42.4755	5.47	380	1143	biosynthesis of teichoic acid	UDP-N-acetylglucosamine 2-epimerase	yes	5.1.3.14	mnaA, yvyH	BSU_35660	mnaA_3664241_3665383_-1	P39131	gene_detail+BG10403	3,664,241  3,665,383	COG0381
7BF591DCDC9635C605D76135481A8A9DB63EE861	BSU_17860	yneA	168	inhibits cell division during SOS response	11.749	4.61	105	318	inhibits cell division during SOS response	checkpoint enforcement protein	no		yneA	BSU_17860	yneA_1918406_1918723_1	Q45056	gene_detail BG11820	1,918,406  1,918,723	
7BFA65857F69855DBB3BB64D93B4ED2F09DC705B	BSU_16620	rplGA	168	similar to ribosomal protein, L7AE family, binds K-turns in RNA switches	10.9154	10.17	100	303	unknown	unknown	no		rplGA, ylxQ, ymxC, rpmXA, ktuQ	BSU_16620	rplGA_1733687_1733989_1	P32729	gene_detail BG10267	1,733,687  1,733,989	COG1358
7C0458DB0E3E3AC952FB9DDBC4AD220A3A456359	BSU_37620	rsfA	168	probable regulator of transcription of [[protein|CFF318EE6CACDEE763FBF96A2ABB46E944679AAA]]-dependent genes	29.5772	5.13	258	777	control of expression of [[protein|CFF318EE6CACDEE763FBF96A2ABB46E944679AAA]]-dependent genes	regulator of [[protein|CFF318EE6CACDEE763FBF96A2ABB46E944679AAA]] activity	no		rsfA, ywfN, ipa-92r	BSU_37620	rsfA_3861437_3862213_1	P39650	gene_detail BG10638	3,861,437  3,862,213	COG5850
7C05DA947A9FBF7A466950372D67C82E28DC9389	BSU_39140	yxiK	168	unknown	17.5058	4.02	153	462	unknown	unknown	no	null	yxiK	BSU_39140	yxiK_4019148_4019609_-1	P42302	gene_detail+BG11140	4,019,148  4,019,609	
7C248833EDE112703FB277761ED5E4ECF89C12C4	BSU_03385	BSU_03385	168																
7C25A830B6DFE893916E6DFF56A55E357FA5BDF5	new_1439136_1439227	S493	168	new RNA feature, intergenic region	0	0		92		intergenic region		null	S493	new_1439136_1439227	S493_1439136_1439227_1			1,439,136 → 1,439,227	
7C3081BC8D416127A881627EB56C0628359111CF	BSU_00100	dacA	168	Class C penicillin-binding protein 5, major D-alanyl-D-alanine carboxypeptidase	48.4703	5.67	443	1332	carboxypeptidase	penicillin-binding protein 5, D-alanyl-D-alanine carboxypeptidase	no		dacA	BSU_00100	dacA_17534_18865_1	P08750	gene_detail BG10074	17,534  18,865	COG1686
7C36409F155E4C91CEE902FE6937571BD0C50128	BSU_22880	rpsA	168	ribosomal protein S1	42.2443	4.57	382	1149	translation	ribosomal protein S1	no		ypfD, jofD	BSU_22880	ypfD_2394664_2395812_-1	P38494	gene_detail BG11005	2,394,664 2,395,812	COG0539
7C3ACD65CD5161F9C059ECFAA43D9DB15799C396	new_1077024_1077320_c	S357	168	sporulation-specific sRNA	0	0		297		independent transcript		null	S357	new_1077024_1077320_c				1,077,024 → 1,077,320	
7C3D13569E62F64AC40B22A0D43047CCC2955572	new_1291003_1291419_c	S447	168	new RNA feature, 5'UTR of yjiA	0	0		417		5'UTR of yjiA		null	S447	new_1291003_1291419_c				1,291,003 → 1,291,419	
7C8DFE00A2B2B30CC8BEB35055D92CC2E4128F3A	BSU_00640	spoIIE	168	protein serine phosphatase, septum-associated PP2C, dephosphorylation of [[protein|3936E91C062074BFE4284B54A8CC33F35F94F5EE]], required for the localization of [[protein|672EA84D7725BE21F649DF30A11EB4E0EDFC3925]]-[[protein|41872E2EF00C79918DD077F2EF78F37E24FEB110]] on the mother cell side of the invaginating sporulation septa	91.7766	6.14	827	2484	control of [[protein|CFF318EE6CACDEE763FBF96A2ABB46E944679AAA]] activity, required for normal formation of the asymmetric septum	protein serine phosphatase, septum-associated PP2C	no	3.1.3.16	spoIIE, spoIIH, spoIIK	BSU_00640	spoIIE_70538_73021_1	P37475	gene_detail BG10127	70,538  73,021	COG5817
7C906AE08767CD81305F9B0EB8491E1E4208262E	BSU_19380	yojO	168	unknown	76.1655	5.27	638	1917	unknown	unknown	no	null	yojO	BSU_19380	yojO_2111837_2113753_-1	O31849	gene_detail+BG13567	2,111,837  2,113,753	COG4548
7C9F99FF1BCDB0E1CFB0AFE959C7F16A99562E18	BSU_17010	ymcB	168	tRNA methylthiotransferase	57.9992	6.87	509	1530	tRNA maturation	tRNA methylthiotransferase	no		miaB, ymcB	BSU_17010	ymcB_1772843_1774372_1	O31778	gene_detail BG13418	1,772,843  1,774,372	COG0621
7CA7ADDBDDE46B0E6522704FD19C0BCF6FA9E058	BSU_31750	pncB	168	nicotinate phosphoribosyltransferase	56.0109	5.09	490	1473	NAD salvage	nicotinate phosphoribosyltransferase	yes	2.4.2.11	pncB, yueK	BSU_31750	pncB_3259403_3260875_-1	O32090	gene_detail BG13966	3,259,403  3,260,875	COG1488
7CBBC3649B7E37AC33A018C23085748AA6CA1121	BSU_37530	ywhC	168	similar to site-2 protease	24.5574	9.74	219	660	unknown	unknown	no		ywhC	BSU_37530	ywhC_3852718_3853377_-1	P70995	gene_detail+BG12457	3,852,718  3,853,377	COG1994
7CD46C64BE69EDADF58B634DC50C3F61BFFEC5B5	BSU_37080	rho	168	transcriptional termination protein, prevents the formation of antiterminator-like RNA structures that could otherwise compete with the terminator hairpin, involved in balanced regulation of cell motility, [[category|SW.4.1.2]], and [[category|SW.4.2]]	48.5132	6.86	427	1284	transcriptional termination	transcriptional termination protein	no		rho	BSU_37080	rho_3803400_3804683_-1	Q03222	gene_detail BG10416	3,803,400  3,804,683	COG1158
7CE0CAF27B1C0F507E783B8B80622270B00634FD	BSU_07790	yfkQ	168	part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor of unknown specificity	57.5388	6.23	513	1542	germination	part of the [[protein|7CE0CAF27B1C0F507E783B8B80622270B00634FD]]-[[protein|B7EEC1910715507596734540D24B3C93B4B7065F]]-[[protein|7A62875A659B9F0967C392F38895D9E15A29D559]] germinant receptor	no		yfkQ	BSU_07790	yfkQ_848633_850174_-1	O34486	gene_detail+BG12932	848,633  850,174	COG5901
7CE5A42042E5D52768735E795DB805530691D8A6	BSU_35830	ywtG	168	general stress protein, similar to glucose transporter	49.0285	9.57	457	1374	unknown	putative glucose transporter	no		ywtG	BSU_35830	ywtG_3692533_3693906_-1	C0SPB2	gene_detail+BG12538	3,692,533  3,693,906	COG2814
7CF92AB56695063A3061E1380929A76E675243F7	BSU_10580	yhjO	168	similar to multidrug-efflux transporter	43.9045	9.69	401	1206	unknown	unknown	no		yhjO	BSU_10580	yhjO_1132179_1133384_-1	O07569	gene_detail+BG13081	1,132,179  1,133,384	
7CFDFB42AF816FF5766086E537472008E6CB7E85	BSU_11410	yjbA	168	unknown	29.9689	5.15	250	753	unknown	unknown	no	null	yjbA	BSU_11410	yjbA_1217326_1218078_1	O31597	gene_detail+BG13130	1,217,326  1,218,078	COG5917
7D068B068026267769220D6DF192EF65ACEE6AB3	new_3602657_3602942	S1335	168	new RNA feature, independent transcript	0	0		286		independent transcript		null	S1335	new_3602657_3602942	S1335_3602657_3602942_1			3,602,657 → 3,602,942	
7D0813E85DC02B8271826C0A2D1C132F2017563F	new_1188125_1188650	S395	168	new RNA feature, 5'UTR of yitT	0	0		526		5'UTR of yitT		null	S395	new_1188125_1188650	S395_1188125_1188650_1			1,188,125 → 1,188,650	
7D2EB5FBF960BAF3BF88A468B49B7EB46EA0F126	BSU_misc_RNA_46	L-box riboswitch	168	[wiki|riboswitch], control of [[gene|F7B947938FB40E54D89A719E9610C5A4AA400674]] expression in response to lysine availability	0	0		180	control of [[gene|F7B947938FB40E54D89A719E9610C5A4AA400674]] expression in response to lysine availability	L-box riboswitch		null	L-box riboswitch, BSU_misc_RNA_46	BSU_misc_RNA_46				2,910,872  2,911,051	
7D2EC4A784BC6960622DE5C0C87D5354C5E9F76A	new_3602548_3602655	S1334	168	new RNA feature, intergenic region	0	0		108		intergenic region		null	S1334	new_3602548_3602655	S1334_3602548_3602655_1			3,602,548 → 3,602,655	
7D334BBF7628D1DA001727CF7BEDB4EFA7FF88BA	BSU_33280	yvrP	168	putative efflux system protein	43.3322	4.61	397	1194	unknown	unknown	no		yvrP	BSU_33280	yvrP_3414023_3415216_-1	O35007	gene_detail+BG14152	3,414,023  3,415,216	COG0845
7D4CF2FF4108D3AE170C1EE3C7D494EAD46699C6	BSU_32180	yutK	168	similar to Na<sup>+</sup>/nucleoside cotransporter	42.1246	9.48	404	1215	unknown	unknown	no		yutK	BSU_32180	yutK_3307017_3308231_-1	O32115	gene_detail+BG14047	3,307,017  3,308,231	COG1972
7D4DDB65591E8849B80AF64F297CE1C46378716F	new_3957252_3958479_c	S1481	168	new RNA feature, 3'UTR of licH	0	0		1228		3'UTR of licH		null	S1481	new_3957252_3958479_c				3,957,252 → 3,958,479	
7D5327BD1DD5FD5F90B2C849589923AA3D8B20EF	BSU_04260	topB	168	DNA topoisomerase III, decatenase	81.2912	9.88	727	2184	control of DNA recombination, maintenance of genomic stability	DNA topoisomerase III	no		topB	BSU_04260	topB_476558_478741_1	P96583	gene_detail BG11979	476,558  478,741	COG0551
7D56F85FBD3AAC66607DD7465592EEAE09D61C98	BSU_22060	pbuX	168	xanthine transport in/out via proton symport	46.0761	8.79	438	1317	xanthine uptake	xanthine permease	no		pbuX, ypaQ	BSU_22060	pbuX_2318127_2319443_-1	P42086	gene_detail+BG11080	2,318,127  2,319,443	COG2233
7D5A8084FDDA962CCF028FC3735E68C4F2E77084	BSU_07700	nagP	168	N-acetylglucosamine-specific [wiki|phosphotransferase system], EIICB of the [[category|SW.1.2.2|PTS]]	48.4166	7.13	452	1359	N-acetylglucosamine uptake and phosphorylation	N-acetylglucosamine-specific [[category|SW.1.2.2|PTS]], EIICB	no	2.7.1.69	nagP, yflF	BSU_07700		O34521	gene_detail+BG12941	840,656  842,014	COG1264
7D5B8A1458A5B9634C62EDABE7F7C0734E17E486	new_2692608_2692913	S981	168	new RNA feature, 3'UTR of yqaP	0	0		306		3'UTR of yqaP		null	S981	new_2692608_2692913	S981_2692608_2692913_1			2,692,608 → 2,692,913	
7D61DB3A298C253BBC1C7B3AE169F8AAAE4610BB	BSU_26950	yraG	168	forespore-specific sporulation protein,similar to spore coat protein	9.0687	4.75	81	246	unknown	unknown	no	null	yraG	BSU_26950	yraG_2752802_2753047_1	O07919	gene_detail+BG12271	2,752,802  2,753,047	COG5896
7D693A208A2DDA2CDC8C88BDFEDF1FDED21B12C3	BSU_40358	BSU_40358	168																
7D75FF0F77CB6C37A0F831810C80FE9B83248F79	BSU_32539	BSU_32539	168																
7D783DD180D950A4B030BF5EA78CCE930A466A07	BSU_29930	amyX	168	pullulanase (debranching enzyme)	80.9206	5.8	718	2157	starch degradation	pullulanase	no		amyX	BSU_29930	amyX_3061651_3063807_-1	C0SPA0	gene_detail+BG12566	3,061,651  3,063,807	COG1523
7D84010B168A32EBE5BD7AC58A70ABFB5D85D093	new_2093816_2094009_c	S734	168	new RNA feature, intergenic region	0	0		194		intergenic region		null	S734	new_2093816_2094009_c				2,093,816 → 2,094,009	
7D87D93F0AFF8A4F50F248DB0E3251FA1F5CB163	BSU_misc_RNA_22	qswA	168																
7D881A72C0DA181DEC8D8248127F44F81678F0FE	BSU_31030	bstB	168	bacillithiol S-transferase	18.9673	6.2	162	489	unknown	bacillithiol S-transferase	no		bstB, yuaE	BSU_31030	yuaE_3182707_3183195_1	O32078	gene_detail+BG13945	3,182,707  3,183,195	
7D89BBB52403BF99416250688EFA90C2BE8EB591	BSU_37170	acdA	168	acyl-CoA dehydrogenase	41.2857	4.95	379	1140	fatty acid degradation	acyl-CoA dehydrogenase	no		acdA	BSU_37170	acdA_3813246_3814385_-1	P45867	gene_detail BG11239	3,813,246  3,814,385	COG1960
7D90F7AF49BAD6A95731BF805991DEBBBCAFA46C	BSU_22050	bpsA	168	type III polyketide synthase	40.5549	7.96	365	1098	polyketide synthesis	type III polyketide synthase	no	2.3.1.74	bpsA, bcsA	BSU_22050	bcsA_2316956_2318053_-1	P54157	gene_detail+BG11523	2,316,956  2,318,053	COG3424
7D927BE1796DBEF592F78D1C202FA56A6850EE32	new_220105_220278	S79	168	new RNA feature, intergenic region	0	0		174		intergenic region		null	S79	new_220105_220278	S79_220105_220278_1			220,105 → 220,278	
7D95859354267FEAE4F709423E3F1F10F6509E48	new_3035532_3035729	S1135	168	new RNA feature, 5'UTR of rpsD	0	0		198		5'UTR of rpsD		null	S1135	new_3035532_3035729	S1135_3035532_3035729_1			3,035,532 → 3,035,729	
7DA08C189F5524D4874E2F4828264AB2671A5460	BSU_38320	ywbH	168	holin-like protein	14.1213	9.59	128	387	unknown	holin-like protein	no		ywbH, ipa-23r, cidA	BSU_38320	cidA_3933209_3933595_1	P39591	gene_detail BG10569	3,933,209  3,933,595	COG1380
7DA9A79876C546B78B716A64706A3A3716018C2E	BSU_04100	kipR	168	transcriptional repressor of the kip operon	27.1617	5.43	250	753	regulation of [wiki|sporulation] initiation	transcriptional regulator	no		kipR, ycsO	BSU_04100	kipR_461615_462367_1	P42968	gene_detail+BG11214	461,615  462,367	COG1414
7DAFB7B9B659E17C7E8ED969AFF0726C6A62B496	new_2745480_2745593_c	S1012	168	new RNA feature, intergenic region	0	0		114		intergenic region		null	S1012	new_2745480_2745593_c				2,745,480 → 2,745,593	
7DB04BB9749C89067048A5D04063BFADE0535233	new_239556_239643_c	S86	168	new RNA feature, intergenic region	0	0		88		intergenic region		null	S86	new_239556_239643_c	S86_239556_239643_-1			239,556 → 239,643	
7DC7BD54ED425859FFD45B8B6F3522750A938835	BSU_01470	ybaF	168	trans-membrane T component of [wiki|ECF transporter]s	29.5415	10.18	265	798	uptake of micronutrients	[wiki|ECF transporter] (membrane-spanning protein)	no		ybaF, ecfT	BSU_01470	ybaF_152130_152927_1	P70972	gene_detail+BG11990	152,130  152,927	COG0619
7DCC368C52FB0DA12D807919CFEB49E2625932D3	BSU_33380	yvgL	168	similar to [wiki|ABC transporter] for molybdenum uptake (binding protein)	28.205	5.1	260	783	unknown	[wiki|ABC transporter] (binding protein)	no		yvgL, yvsD	BSU_33380	yvgL_3425272_3426054_1	O32208	gene_detail+BG14094	3,425,272  3,426,054	COG0725
7DD4BB8222B2EFE81C32C5521A29256095B9D6C1	BSU_21980	ypdP	168	S protein of queuosine precursor (7-cyano-7-deazaguanine) [wiki|ECF transporter]	25.5235	8.69	229	690	queuosine precursor uptake	S protein of queuosine precursor [wiki|ECF transporter]	no		ypdP	BSU_21980	ypdP_2309730_2310419_1	P54163	gene_detail+BG11607	2,309,730  2,310,419	COG1738
7DDB283173267AA106DC277787AAAB4F4F9975F4	BSU_39460	yxeQ	168	cis-aconitate decarboxylase	47.6445	5.94	445	1338	metabolite conversion	cis-aconitate decarboxylase	no		yxeQ	BSU_39460	yxeQ_4055536_4056873_-1	P54956	gene_detail+BG11893	4,055,536  4,056,873	COG2079
7DFE74C751A67CCC84579D52005E1399B0A10166	BSU_33530	iolW	168	scyllo-inositol dehydrogenase, general stress protein	39.9543	5.46	358	1077	utilization of scyllo-inosose	scyllo-inositol dehydrogenase	no		iolW, yvaA	BSU_33530	yvaA_3444329_3445405_1	O32223	gene_detail BG14057	3,444,329  3,445,405	COG0673
7DFF452F9CA1B3F85AE02FACDF3F9162B44975A6	new_1764473_1764599	S604	168	new RNA feature, intergenic region	0	0		127		intergenic region		null	S604	new_1764473_1764599	S604_1764473_1764599_1			1,764,473 → 1,764,599	
7E085FC467026CCE280638F8BC29BC41442CCD68	BSU_21290	yomN	168	unknown	15.2286	5.23	139	420	unknown	unknown	no	null	yomN	BSU_21290	yomN_2244714_2245133_1	O31970	gene_detail+BG13601	2,244,714  2,245,133	
7E180420EB053D9EF7993EF600A169C446F905F9	BSU_07340	mtrA	168	methylthioribose transporter	48.7417	9.82	461	1386	uptake of methylthioribose	methylthioribose transporter	no		mtrA, yfnA	BSU_07340	yfnA_805456_806841_-1	Q797A7	gene_detail+BG12972	805,456  806,841	COG0531
